mus_spicilegus ENSMSIG00000018385
mus_musculus ENSMUSG00000041559
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015418
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014611
mus_pahari MGP_PahariEiJ_G0027847
rattus_norvegicus ENSRNOG00000003183
meriones_unguiculatus ENSMUGG00000004572
cricetulus_griseus_crigri ENSCGRG00000003737
cricetulus_griseus_chok1gshd ENSCGRG00001015148
cricetulus_griseus_crigri-picr ENSCGRG00015000482
mesocricetus_auratus ENSMAUG00000011458
microtus_ochrogaster ENSMOCG00000015819
peromyscus_maniculatus_bairdii ENSPEMG00000014900
nannospalax_galili ENSNGAG00000013706
jaculus_jaculus ENSJJAG00000015609
castor_canadensis ENSCCNG00000023834
dipodomys_ordii ENSDORG00000029378
heterocephalus_glaber_female ENSHGLG00000003978
heterocephalus_glaber_male ENSHGLG00100017592
fukomys_damarensis ENSFDAG00000011386
octodon_degus ENSODEG00000012164
cavia_porcellus ENSCPOG00000034737
chinchilla_lanigera ENSCLAG00000013270
ictidomys_tridecemlineatus ENSSTOG00000023921
urocitellus_parryii ENSUPAG00010007930
spermophilus_dauricus ENSSDAG00000001657
marmota_marmota_marmota ENSMMMG00000013497
spermophilus_dauricus ENSSDAG00000001638
cavia_aperea ENSCAPG00000011477
pan_troglodytes ENSPTRG00000001872
pan_paniscus ENSPPAG00000005300
homo_sapiens ENSG00000122176
gorilla_gorilla ENSGGOG00000011874
pongo_abelii ENSPPYG00000000332
nomascus_leucogenys ENSNLEG00000018114
rhinopithecus_bieti ENSRBIG00000040401
rhinopithecus_roxellana ENSRROG00000034712
piliocolobus_tephrosceles ENSPTEG00000030385
colobus_angolensis_palliatus ENSCANG00000028678
macaca_nemestrina ENSMNEG00000037353
macaca_mulatta ENSMMUG00000021642
macaca_fascicularis ENSMFAG00000033719
theropithecus_gelada ENSTGEG00000017784
mandrillus_leucophaeus ENSMLEG00000036882
cercocebus_atys ENSCATG00000023109
papio_anubis ENSPANG00000007340
chlorocebus_sabaeus ENSCSAG00000014347
cebus_capucinus ENSCCAG00000024613
saimiri_boliviensis_boliviensis ENSSBOG00000026354
callithrix_jacchus ENSCJAG00000006520
aotus_nancymaae ENSANAG00000033755
carlito_syrichta ENSTSYG00000002491
propithecus_coquereli ENSPCOG00000028281
microcebus_murinus ENSMICG00000015453
prolemur_simus ENSPSMG00000003138
otolemur_garnettii ENSOGAG00000000239
oryctolagus_cuniculus ENSOCUG00000009702
ochotona_princeps ENSOPRG00000014829
canis_lupus_familiaris ENSCAFG00000009459
canis_lupus_dingo ENSCAFG00020012423
vulpes_vulpes ENSVVUG00000015065
mustela_putorius_furo ENSMPUG00000011566
ursus_americanus ENSUAMG00000006406
ursus_maritimus ENSUMAG00000005504
ailuropoda_melanoleuca ENSAMEG00000012439
panthera_tigris_altaica ENSPTIG00000002004
panthera_pardus ENSPPRG00000024787
felis_catus ENSFCAG00000031151
equus_asinus_asinus ENSEASG00005011469
myotis_lucifugus ENSMLUG00000026728
myotis_lucifugus ENSMLUG00000009963
tupaia_belangeri ENSTBEG00000010302
capra_hircus ENSCHIG00000026263
ovis_aries ENSOARG00000001637
bos_mutus ENSBMUG00000006877
bos_taurus ENSBTAG00000014912
bison_bison_bison ENSBBBG00000017404
sus_scrofa ENSSSCG00000015270
tursiops_truncatus ENSTTRG00000000839
vicugna_pacos ENSVPAG00000002861
equus_caballus ENSECAG00000017864
neovison_vison ENSNVIG00000016201
pteropus_vampyrus ENSPVAG00000012085
loxodonta_africana ENSLAFG00000003588
procavia_capensis ENSPCAG00000010984
dasypus_novemcinctus ENSDNOG00000039418
phascolarctos_cinereus ENSPCIG00000017607
notamacropus_eugenii ENSMEUG00000008893
sarcophilus_harrisii ENSSHAG00000017098
monodelphis_domestica ENSMODG00000001094
ornithorhynchus_anatinus ENSOANG00000003077
ornithorhynchus_anatinus ENSOANG00000001910
chelonoidis_abingdonii ENSCABG00000010340
gopherus_agassizii ENSGAGG00000025467
chrysemys_picta_bellii ENSCPBG00000017425
pelodiscus_sinensis ENSPSIG00000012973
crocodylus_porosus ENSCPRG00005011071
pogona_vitticeps ENSPVIG00000010466
anolis_carolinensis ENSACAG00000002165
notechis_scutatus ENSNSUG00000016613
salvator_merianae ENSSMRG00000002907
sphenodon_punctatus ENSSPUG00000001452
apteryx_rowi ENSARWG00000008187
apteryx_haastii ENSAHAG00000008186
apteryx_owenii ENSAOWG00000010412
dromaius_novaehollandiae ENSDNVG00000013729
nothoprocta_perdicaria ENSNPEG00000003917
meleagris_gallopavo ENSMGAG00000009375
coturnix_japonica ENSCJPG00005018957
gallus_gallus ENSGALG00000034067
numida_meleagris ENSNMEG00000004242
anser_brachyrhynchus ENSABRG00000000898
anas_platyrhynchos_platyrhynchos ENSAPLG00000007593
calidris_pygmaea ENSCPGG00000017785
calidris_pugnax ENSCPUG00000012858
melopsittacus_undulatus ENSMUNG00000013901
lepidothrix_coronata ENSLCOG00000002883
manacus_vitellinus ENSMVIG00005018459
taeniopygia_guttata ENSTGUG00000017456
lonchura_striata_domestica ENSLSDG00000009265
serinus_canaria ENSSCAG00000001598
cyanistes_caeruleus ENSCCEG00000017779
cyanistes_caeruleus ENSCCEG00000002941
parus_major ENSPMJG00000017518
ficedula_albicollis ENSFALG00000011556
junco_hyemalis ENSJHYG00000014762
xenopus_tropicalis ENSXETG00000011835
latimeria_chalumnae ENSLACG00000004261
labrus_bergylta ENSLBEG00000009614
gasterosteus_aculeatus ENSGACG00000002840
takifugu_rubripes ENSTRUG00000012573
tetraodon_nigroviridis ENSTNIG00000017907
mola_mola ENSMMOG00000020878
amphiprion_percula ENSAPEG00000011965
amphiprion_ocellaris ENSAOCG00000017842
acanthochromis_polyacanthus ENSAPOG00000003439
stegastes_partitus ENSSPAG00000005478
maylandia_zebra ENSMZEG00005023740
astatotilapia_calliptera ENSACLG00000024593
haplochromis_burtoni ENSHBUG00000006305
pundamilia_nyererei ENSPNYG00000004512
neolamprologus_brichardi ENSNBRG00000017243
oreochromis_niloticus ENSONIG00000017292
amphilophus_citrinellus ENSACIG00000022952
fundulus_heteroclitus ENSFHEG00000003494
cyprinodon_variegatus ENSCVAG00000016065
gambusia_affinis ENSGAFG00000021061
xiphophorus_couchianus ENSXCOG00000011413
poecilia_mexicana ENSPMEG00000014543
poecilia_formosa ENSPFOG00000012928
poecilia_latipinna ENSPLAG00000019993
poecilia_reticulata ENSPREG00000015996
kryptolebias_marmoratus ENSKMAG00000016671
oryzias_latipes ENSORLG00020020998
oryzias_latipes_asm223469v1 ENSORLG00015016550
oryzias_melastigma ENSOMEG00000010504
periophthalmus_magnuspinnatus ENSPMGG00000011925
anabas_testudineus ENSATEG00000007591
mastacembelus_armatus ENSMAMG00000012065
seriola_lalandi_dorsalis ENSSLDG00000006633
seriola_dumerili ENSSDUG00000014453
scophthalmus_maximus ENSSMAG00000010908
cynoglossus_semilaevis ENSCSEG00000021331
gadus_morhua ENSGMOG00000016703
esox_lucius ENSELUG00000001788
pygocentrus_nattereri ENSPNAG00000021271
astyanax_mexicanus ENSAMXG00000037943
ictalurus_punctatus ENSIPUG00000012434
danio_rerio ENSDARG00000010294
astyanax_mexicanus ENSAMXG00000007228
pygocentrus_nattereri ENSPNAG00000010838
ictalurus_punctatus ENSIPUG00000024043
danio_rerio ENSDARG00000044895
labrus_bergylta ENSLBEG00000021755
mola_mola ENSMMOG00000004578
gasterosteus_aculeatus ENSGACG00000000399
scophthalmus_maximus ENSSMAG00000005709
cynoglossus_semilaevis ENSCSEG00000004466
seriola_dumerili ENSSDUG00000002440
seriola_lalandi_dorsalis ENSSLDG00000006357
astatotilapia_calliptera ENSACLG00000005343
haplochromis_burtoni ENSHBUG00000005845
maylandia_zebra ENSMZEG00005001124
pundamilia_nyererei ENSPNYG00000018555
neolamprologus_brichardi ENSNBRG00000012115
oreochromis_niloticus ENSONIG00000019282
amphilophus_citrinellus ENSACIG00000022929
mastacembelus_armatus ENSMAMG00000007805
monopterus_albus ENSMALG00000019857
anabas_testudineus ENSATEG00000024369
xiphophorus_maculatus ENSXMAG00000029894
xiphophorus_couchianus ENSXCOG00000018459
gambusia_affinis ENSGAFG00000004595
poecilia_formosa ENSPFOG00000016488
poecilia_mexicana ENSPMEG00000017524
poecilia_latipinna ENSPLAG00000005356
poecilia_reticulata ENSPREG00000003928
cyprinodon_variegatus ENSCVAG00000006788
fundulus_heteroclitus ENSFHEG00000021668
kryptolebias_marmoratus ENSKMAG00000014907
oryzias_latipes ENSORLG00000015703
oryzias_latipes ENSORLG00020015548
oryzias_latipes_asm223469v1 ENSORLG00015010728
oryzias_melastigma ENSOMEG00000020204
amphiprion_percula ENSAPEG00000018632
amphiprion_percula ENSAPEG00000007401
amphiprion_ocellaris ENSAOCG00000010329
acanthochromis_polyacanthus ENSAPOG00000011033
stegastes_partitus ENSSPAG00000011056
hippocampus_comes ENSHCOG00000008000
takifugu_rubripes ENSTRUG00000005359
tetraodon_nigroviridis ENSTNIG00000007291
periophthalmus_magnuspinnatus ENSPMGG00000022699
gadus_morhua ENSGMOG00000014902
esox_lucius ENSELUG00000002963
paramormyrops_kingsleyae ENSPKIG00000004457
scleropages_formosus ENSSFOG00015000535
lepisosteus_oculatus ENSLOCG00000012131
pygocentrus_nattereri ENSPNAG00000001453
amphiprion_ocellaris ENSAOCG00000010353
scleropages_formosus ENSSFOG00015000527
latimeria_chalumnae ENSLACG00000005356
eptatretus_burgeri ENSEBUG00000004275
