cynoglossus_semilaevis ENSCSEG00000009966
gouania_willdenowi ENSGWIG00000000019
hippocampus_comes ENSHCOG00000009708
labrus_bergylta ENSLBEG00000002438
labrus_bergylta ENSLBEG00000014703
larimichthys_crocea ENSLCRG00005000214
mola_mola ENSMMOG00000018755
seriola_dumerili ENSSDUG00000017834
seriola_lalandi ENSSLDG00000001928
monopterus_albus ENSMALG00000022266
poecilia_mexicana ENSPMEG00000014031
poecilia_formosa ENSPFOG00000003910
poecilia_latipinna ENSPLAG00000010664
poecilia_reticulata ENSPREG00000020559
xiphophorus_maculatus ENSXMAG00000027888
xiphophorus_couchianus ENSXCOG00000012151
gambusia_affinis ENSGAFG00000004377
cyprinodon_variegatus ENSCVAG00000016248
fundulus_heteroclitus ENSFHEG00000002285
kryptolebias_marmoratus ENSKMAG00000014338
parambassis_ranga ENSPRNG00000019970
pundamilia_nyererei ENSPNYG00000018457
maylandia_zebra ENSMZEG00005001460
astatotilapia_calliptera ENSACLG00000014571
haplochromis_burtoni ENSHBUG00000009252
neolamprologus_brichardi ENSNBRG00000008770
oreochromis_niloticus ENSONIG00000012443
amphilophus_citrinellus ENSACIG00000003451
amphiprion_ocellaris ENSAOCG00000014511
amphiprion_percula ENSAPEG00000006933
acanthochromis_polyacanthus ENSAPOG00000020630
stegastes_partitus ENSSPAG00000016907
lates_calcarifer ENSLCAG00010027727
seriola_lalandi ENSSLDG00000014755
cottoperca_gobio ENSCGOG00000000007
poecilia_formosa ENSPFOG00000021967
takifugu_rubripes ENSTRUG00000023095
tetraodon_nigroviridis ENSTNIG00000004505
scophthalmus_maximus ENSSMAG00000021003
oryzias_latipes ENSORLG00000022331
oryzias_latipes ENSORLG00020012033
oryzias_latipes ENSORLG00015010984
oryzias_melastigma ENSOMEG00000019278
anabas_testudineus ENSATEG00000019704
betta_splendens ENSBSLG00000011953
mastacembelus_armatus ENSMAMG00000023015
periophthalmus_magnuspinnatus ENSPMGG00000016177
danio_rerio ENSDARG00000031203
paramormyrops_kingsleyae ENSPKIG00000005530
hucho_hucho ENSHHUG00000024944
hucho_hucho ENSHHUG00000043622
esox_lucius ENSELUG00000012544
