scleropages_formosus ENSSFOG00015003616
paramormyrops_kingsleyae ENSPKIG00000013504
seriola_dumerili ENSSDUG00000015396
scophthalmus_maximus ENSSMAG00000003099
gasterosteus_aculeatus ENSGACG00000020160
oryzias_latipes ENSORLG00000027688
oryzias_latipes_asm223469v1 ENSORLG00015014718
oryzias_melastigma ENSOMEG00000018695
kryptolebias_marmoratus ENSKMAG00000016545
maylandia_zebra ENSMZEG00005023240
maylandia_zebra ENSMZEG00005022991
haplochromis_burtoni ENSHBUG00000016408
astatotilapia_calliptera ENSACLG00000024734
pundamilia_nyererei ENSPNYG00000001929
oreochromis_niloticus ENSONIG00000007945
amphilophus_citrinellus ENSACIG00000023600
amphiprion_ocellaris ENSAOCG00000015881
amphiprion_percula ENSAPEG00000012261
acanthochromis_polyacanthus ENSAPOG00000011962
stegastes_partitus ENSSPAG00000001644
cynoglossus_semilaevis ENSCSEG00000007324
labrus_bergylta ENSLBEG00000013140
takifugu_rubripes ENSTRUG00000003074
mastacembelus_armatus ENSMAMG00000002978
anabas_testudineus ENSATEG00000015192
periophthalmus_magnuspinnatus ENSPMGG00000018618
gadus_morhua ENSGMOG00000013180
esox_lucius ENSELUG00000012470
astyanax_mexicanus ENSAMXG00000008739
pygocentrus_nattereri ENSPNAG00000016107
ictalurus_punctatus ENSIPUG00000018430
danio_rerio ENSDARG00000114038
lepisosteus_oculatus ENSLOCG00000001274
sarcophilus_harrisii ENSSHAG00000017612
monodelphis_domestica ENSMODG00000014619
phascolarctos_cinereus ENSPCIG00000011136
notamacropus_eugenii ENSMEUG00000012269
spermophilus_dauricus ENSSDAG00000021605
spermophilus_dauricus ENSSDAG00000021615
marmota_marmota_marmota ENSMMMG00000019173
ictidomys_tridecemlineatus ENSSTOG00000029817
spermophilus_dauricus ENSSDAG00000020061
marmota_marmota_marmota ENSMMMG00000020202
ictidomys_tridecemlineatus ENSSTOG00000024169
urocitellus_parryii ENSUPAG00010013561
spermophilus_dauricus ENSSDAG00000020319
urocitellus_parryii ENSUPAG00010012457
octodon_degus ENSODEG00000019376
octodon_degus ENSODEG00000013315
cavia_porcellus ENSCPOG00000035646
cavia_aperea ENSCAPG00000011204
chinchilla_lanigera ENSCLAG00000012541
chinchilla_lanigera ENSCLAG00000002990
chinchilla_lanigera ENSCLAG00000012626
heterocephalus_glaber_female ENSHGLG00000004698
heterocephalus_glaber_male ENSHGLG00100001475
fukomys_damarensis ENSFDAG00000009567
dipodomys_ordii ENSDORG00000010768
dipodomys_ordii ENSDORG00000024602
castor_canadensis ENSCCNG00000027324
mus_spicilegus ENSMSIG00000009380
mus_spicilegus ENSMSIG00000029847
mus_musculus ENSMUSG00000020492
