loxodonta_africana ENSLAFG00000027236
echinops_telfairi ENSETEG00000014543
heterocephalus_glaber ENSHGLG00100011443
heterocephalus_glaber ENSHGLG00000007585
chinchilla_lanigera ENSCLAG00000006765
marmota_marmota ENSMMMG00000020080
urocitellus_parryii ENSUPAG00010003254
spermophilus_dauricus ENSSDAG00000017136
mus_spicilegus ENSMSIG00000030571
mus_spretus MGP_SPRETEiJ_G0022740
mus_caroli MGP_CAROLIEiJ_G0021829
mus_musculus ENSMUSG00000050612
rattus_norvegicus ENSRNOG00000027916
meriones_unguiculatus ENSMUGG00000006978
peromyscus_maniculatus ENSPEMG00000027668
cricetulus_griseus ENSCGRG00015019858
castor_canadensis ENSCCNG00000001062
oryctolagus_cuniculus ENSOCUG00000008611
ochotona_princeps ENSOPRG00000010186
tupaia_belangeri ENSTBEG00000009392
homo_sapiens ENSG00000168454
pan_troglodytes ENSPTRG00000023734
gorilla_gorilla ENSGGOG00000007700
pongo_abelii ENSPPYG00000009007
nomascus_leucogenys ENSNLEG00000006963
rhinopithecus_bieti ENSRBIG00000040108
rhinopithecus_roxellana ENSRROG00000029697
piliocolobus_tephrosceles ENSPTEG00000030706
macaca_fascicularis ENSMFAG00000044621
macaca_mulatta ENSMMUG00000054108
macaca_nemestrina ENSMNEG00000035714
papio_anubis ENSPANG00000021713
cercocebus_atys ENSCATG00000028844
theropithecus_gelada ENSTGEG00000011020
mandrillus_leucophaeus ENSMLEG00000032345
chlorocebus_sabaeus ENSCSAG00000017551
cebus_capucinus ENSCCAG00000026392
saimiri_boliviensis ENSSBOG00000024428
callithrix_jacchus ENSCJAG00000004548
aotus_nancymaae ENSANAG00000027352
carlito_syrichta ENSTSYG00000001424
microcebus_murinus ENSMICG00000002887
prolemur_simus ENSPSMG00000022728
otolemur_garnettii ENSOGAG00000004349
ailuropoda_melanoleuca ENSAMEG00000007603
ursus_maritimus ENSUMAG00000018646
canis_lupus ENSCAFG00000018730
canis_lupus ENSCAFG00020023790
vulpes_vulpes ENSVVUG00000011863
neovison_vison ENSNVIG00000010200
mustela_putorius ENSMPUG00000004625
panthera_pardus ENSPPRG00000020344
felis_catus ENSFCAG00000041623
equus_asinus ENSEASG00005001250
equus_caballus ENSECAG00000008508
pteropus_vampyrus ENSPVAG00000016515
myotis_lucifugus ENSMLUG00000007658
erinaceus_europaeus ENSEEUG00000003149
bos_indicus ENSBIXG00000009459
bos_indicus ENSBIXG00005000949
bos_taurus ENSBTAG00000017276
bos_mutus ENSBMUG00000016884
bison_bison ENSBBBG00000013135
ovis_aries ENSOARG00000001256
tursiops_truncatus ENSTTRG00000010213
sus_scrofa ENSSSCG00000051135
seriola_dumerili ENSSDUG00000006970
callorhinchus_milii ENSCMIG00000004537
