anser_brachyrhynchus ENSABRG00000015677
anas_platyrhynchos_platyrhynchos ENSAPLG00000002855
gallus_gallus ENSGALG00000008418
coturnix_japonica ENSCJPG00005014313
meleagris_gallopavo ENSMGAG00000011066
numida_meleagris ENSNMEG00000019441
calidris_pugnax ENSCPUG00000013839
calidris_pygmaea ENSCPGG00000016568
melopsittacus_undulatus ENSMUNG00000002978
melopsittacus_undulatus ENSMUNG00000015382
taeniopygia_guttata ENSTGUG00000016326
taeniopygia_guttata ENSTGUG00000010689
lonchura_striata_domestica ENSLSDG00000016925
serinus_canaria ENSSCAG00000002619
zonotrichia_albicollis ENSZALG00000008360
junco_hyemalis ENSJHYG00000008084
cyanistes_caeruleus ENSCCEG00000002847
parus_major ENSPMJG00000014378
ficedula_albicollis ENSFALG00000006222
manacus_vitellinus ENSMVIG00005009631
lepidothrix_coronata ENSLCOG00000012046
apteryx_owenii ENSAOWG00000012714
apteryx_rowi ENSARWG00000010265
apteryx_haastii ENSAHAG00000006617
dromaius_novaehollandiae ENSDNVG00000010810
nothoprocta_perdicaria ENSNPEG00000015531
crocodylus_porosus ENSCPRG00005011840
chelonoidis_abingdonii ENSCABG00000013738
gopherus_agassizii ENSGAGG00000014201
chrysemys_picta_bellii ENSCPBG00000012627
pelodiscus_sinensis ENSPSIG00000013334
pogona_vitticeps ENSPVIG00000013653
anolis_carolinensis ENSACAG00000014896
notechis_scutatus ENSNSUG00000018294
salvator_merianae ENSSMRG00000005495
sphenodon_punctatus ENSSPUG00000002318
phascolarctos_cinereus ENSPCIG00000020123
notamacropus_eugenii ENSMEUG00000015323
monodelphis_domestica ENSMODG00000019885
sarcophilus_harrisii ENSSHAG00000014021
ornithorhynchus_anatinus ENSOANG00000019781
ursus_americanus ENSUAMG00000013676
ursus_maritimus ENSUMAG00000015352
ailuropoda_melanoleuca ENSAMEG00000000610
neovison_vison ENSNVIG00000013006
mustela_putorius_furo ENSMPUG00000005660
canis_lupus_familiaris ENSCAFG00000009342
canis_lupus_dingo ENSCAFG00020018489
vulpes_vulpes ENSVVUG00000027012
panthera_pardus ENSPPRG00000010115
panthera_tigris_altaica ENSPTIG00000012000
felis_catus ENSFCAG00000021941
equus_asinus_asinus ENSEASG00005014935
equus_caballus ENSECAG00000014596
bos_mutus ENSBMUG00000014075
bison_bison_bison ENSBBBG00000014161
bos_taurus ENSBTAG00000009607
capra_hircus ENSCHIG00000021453
ovis_aries ENSOARG00000002854
sus_scrofa ENSSSCG00000013266
tursiops_truncatus ENSTTRG00000001044
vicugna_pacos ENSVPAG00000003114
myotis_lucifugus ENSMLUG00000014764
