gopherus_agassizii ENSGAGG00000022585
chelonoidis_abingdonii ENSCABG00000018225
pelodiscus_sinensis ENSPSIG00000004193
crocodylus_porosus ENSCPRG00005012344
dipodomys_ordii ENSDORG00000029605
castor_canadensis ENSCCNG00000025929
marmota_marmota_marmota ENSMMMG00000018496
spermophilus_dauricus ENSSDAG00000023596
urocitellus_parryii ENSUPAG00010013406
ictidomys_tridecemlineatus ENSSTOG00000020388
cricetulus_griseus_crigri ENSCGRG00000009750
cricetulus_griseus_chok1gshd ENSCGRG00001024815
cricetulus_griseus_crigri-picr ENSCGRG00015012079
mesocricetus_auratus ENSMAUG00000021424
microtus_ochrogaster ENSMOCG00000002244
peromyscus_maniculatus_bairdii ENSPEMG00000028594
mus_musculus ENSMUSG00000078350
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027858
mus_spicilegus ENSMSIG00000014746
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026865
mus_pahari MGP_PahariEiJ_G0029213
rattus_norvegicus ENSRNOG00000043193
meriones_unguiculatus ENSMUGG00000000207
nannospalax_galili ENSNGAG00000003956
jaculus_jaculus ENSJJAG00000023020
heterocephalus_glaber_female ENSHGLG00000018295
heterocephalus_glaber_male ENSHGLG00100008735
cavia_porcellus ENSCPOG00000031381
cavia_aperea ENSCAPG00000014099
octodon_degus ENSODEG00000010084
chinchilla_lanigera ENSCLAG00000007118
callithrix_jacchus ENSCJAG00000041132
saimiri_boliviensis_boliviensis ENSSBOG00000027431
cebus_capucinus ENSCCAG00000023125
aotus_nancymaae ENSANAG00000028581
theropithecus_gelada ENSTGEG00000014403
papio_anubis ENSPANG00000010293
chlorocebus_sabaeus ENSCSAG00000000726
macaca_fascicularis ENSMFAG00000041475
macaca_nemestrina ENSMNEG00000044053
cercocebus_atys ENSCATG00000019007
mandrillus_leucophaeus ENSMLEG00000031932
colobus_angolensis_palliatus ENSCANG00000027796
piliocolobus_tephrosceles ENSPTEG00000021460
rhinopithecus_bieti ENSRBIG00000045008
rhinopithecus_roxellana ENSRROG00000029242
pan_troglodytes ENSPTRG00000050245
pan_paniscus ENSPPAG00000029577
homo_sapiens ENSG00000235169
gorilla_gorilla ENSGGOG00000038289
nomascus_leucogenys ENSNLEG00000008127
carlito_syrichta ENSTSYG00000026490
microcebus_murinus ENSMICG00000031346
prolemur_simus ENSPSMG00000001303
propithecus_coquereli ENSPCOG00000019746
otolemur_garnettii ENSOGAG00000008688
sus_scrofa ENSSSCG00000036305
sus_scrofa ENSSSCG00000033845
ovis_aries ENSOARG00000015407
capra_hircus ENSCHIG00000013550
bos_mutus ENSBMUG00000022546
bos_taurus ENSBTAG00000045754
bison_bison_bison ENSBBBG00000018717
erinaceus_europaeus ENSEEUG00000005035
ursus_maritimus ENSUMAG00000010776
ursus_americanus ENSUAMG00000012077
ailuropoda_melanoleuca ENSAMEG00000009222
neovison_vison ENSNVIG00000004325
canis_lupus_dingo ENSCAFG00020009733
canis_lupus_familiaris ENSCAFG00000028639
vulpes_vulpes ENSVVUG00000027119
felis_catus ENSFCAG00000038865
felis_catus ENSFCAG00000044116
panthera_tigris_altaica ENSPTIG00000015792
panthera_pardus ENSPPRG00000005774
equus_asinus_asinus ENSEASG00005021793
equus_caballus ENSECAG00000023286
echinops_telfairi ENSETEG00000017029
phascolarctos_cinereus ENSPCIG00000003642
latimeria_chalumnae ENSLACG00000022094
pygocentrus_nattereri ENSPNAG00000018000
astyanax_mexicanus ENSAMXG00000034713
gambusia_affinis ENSGAFG00000016060
poecilia_reticulata ENSPREG00000009993
lepisosteus_oculatus ENSLOCG00000005888
