caenorhabditis_elegans_strain_n2 WBGene00013225
drosophila_melanogaster FBgn0033656
pygocentrus_nattereri ENSPNAG00000012515
astyanax_mexicanus ENSAMXG00000037219
ictalurus_punctatus ENSIPUG00000016241
danio_rerio ENSDARG00000057577
oryzias_latipes_asm223469v1 ENSORLG00015002513
oryzias_latipes ENSORLG00020002117
oryzias_latipes ENSORLG00000014065
oryzias_melastigma ENSOMEG00000023860
cynoglossus_semilaevis ENSCSEG00000000583
labrus_bergylta ENSLBEG00000012637
mastacembelus_armatus ENSMAMG00000011936
monopterus_albus ENSMALG00000011335
anabas_testudineus ENSATEG00000022841
seriola_dumerili ENSSDUG00000012204
seriola_lalandi_dorsalis ENSSLDG00000025351
xiphophorus_maculatus ENSXMAG00000003675
gambusia_affinis ENSGAFG00000017023
poecilia_mexicana ENSPMEG00000022819
poecilia_latipinna ENSPLAG00000023140
poecilia_reticulata ENSPREG00000022920
cyprinodon_variegatus ENSCVAG00000011658
fundulus_heteroclitus ENSFHEG00000012809
kryptolebias_marmoratus ENSKMAG00000021577
maylandia_zebra ENSMZEG00005019312
astatotilapia_calliptera ENSACLG00000009472
haplochromis_burtoni ENSHBUG00000013711
pundamilia_nyererei ENSPNYG00000001610
oreochromis_niloticus ENSONIG00000006505
neolamprologus_brichardi ENSNBRG00000003071
amphilophus_citrinellus ENSACIG00000020667
amphiprion_ocellaris ENSAOCG00000011647
amphiprion_percula ENSAPEG00000006028
stegastes_partitus ENSSPAG00000005374
tetraodon_nigroviridis ENSTNIG00000013624
takifugu_rubripes ENSTRUG00000005111
scophthalmus_maximus ENSSMAG00000007005
mola_mola ENSMMOG00000003891
periophthalmus_magnuspinnatus ENSPMGG00000004592
hippocampus_comes ENSHCOG00000011394
stegastes_partitus ENSSPAG00000014936
acanthochromis_polyacanthus ENSAPOG00000010486
gasterosteus_aculeatus ENSGACG00000005478
gadus_morhua ENSGMOG00000012735
scleropages_formosus ENSSFOG00015017325
paramormyrops_kingsleyae ENSPKIG00000012564
lepisosteus_oculatus ENSLOCG00000003747
anolis_carolinensis ENSACAG00000016735
pogona_vitticeps ENSPVIG00000023228
notechis_scutatus ENSNSUG00000011951
salvator_merianae ENSSMRG00000022820
sphenodon_punctatus ENSSPUG00000018676
anser_brachyrhynchus ENSABRG00000008126
anas_platyrhynchos_platyrhynchos ENSAPLG00000013395
gallus_gallus ENSGALG00000016382
meleagris_gallopavo ENSMGAG00000014658
coturnix_japonica ENSCJPG00005017198
numida_meleagris ENSNMEG00000000289
junco_hyemalis ENSJHYG00000009429
zonotrichia_albicollis ENSZALG00000018155
serinus_canaria ENSSCAG00000015638
lonchura_striata_domestica ENSLSDG00000006378
taeniopygia_guttata ENSTGUG00000007431
parus_major ENSPMJG00000011282
cyanistes_caeruleus ENSCCEG00000010426
ficedula_albicollis ENSFALG00000004183
lepidothrix_coronata ENSLCOG00000005696
manacus_vitellinus ENSMVIG00005014433
