pygocentrus_nattereri ENSPNAG00000021461
astyanax_mexicanus ENSAMXG00000009298
ictalurus_punctatus ENSIPUG00000019151
danio_rerio ENSDARG00000023820
monopterus_albus ENSMALG00000017109
monopterus_albus ENSMALG00000017147
cynoglossus_semilaevis ENSCSEG00000016412
amphiprion_percula ENSAPEG00000022336
amphiprion_ocellaris ENSAOCG00000018861
acanthochromis_polyacanthus ENSAPOG00000020587
stegastes_partitus ENSSPAG00000004020
maylandia_zebra ENSMZEG00005009328
haplochromis_burtoni ENSHBUG00000020782
astatotilapia_calliptera ENSACLG00000015220
pundamilia_nyererei ENSPNYG00000007913
neolamprologus_brichardi ENSNBRG00000008906
oreochromis_niloticus ENSONIG00000017307
amphilophus_citrinellus ENSACIG00000013049
xiphophorus_maculatus ENSXMAG00000023312
xiphophorus_couchianus ENSXCOG00000004016
poecilia_formosa ENSPFOG00000005757
poecilia_mexicana ENSPMEG00000013759
poecilia_latipinna ENSPLAG00000008975
poecilia_reticulata ENSPREG00000005694
gambusia_affinis ENSGAFG00000007286
cyprinodon_variegatus ENSCVAG00000022705
fundulus_heteroclitus ENSFHEG00000020179
kryptolebias_marmoratus ENSKMAG00000018433
oryzias_latipes ENSORLG00020022221
oryzias_latipes_asm223469v1 ENSORLG00015007486
oryzias_latipes ENSORLG00000000838
oryzias_melastigma ENSOMEG00000003158
anabas_testudineus ENSATEG00000013498
mastacembelus_armatus ENSMAMG00000021785
seriola_dumerili ENSSDUG00000000183
seriola_lalandi_dorsalis ENSSLDG00000016563
scophthalmus_maximus ENSSMAG00000007444
hippocampus_comes ENSHCOG00000010796
periophthalmus_magnuspinnatus ENSPMGG00000011606
takifugu_rubripes ENSTRUG00000009414
tetraodon_nigroviridis ENSTNIG00000016106
mola_mola ENSMMOG00000013372
labrus_bergylta ENSLBEG00000027278
esox_lucius ENSELUG00000019377
scleropages_formosus ENSSFOG00015020279
paramormyrops_kingsleyae ENSPKIG00000010140
lepisosteus_oculatus ENSLOCG00000012471
anser_brachyrhynchus ENSABRG00000017073
anas_platyrhynchos_platyrhynchos ENSAPLG00000007416
meleagris_gallopavo ENSMGAG00000005690
coturnix_japonica ENSCJPG00005007205
gallus_gallus ENSGALG00000003972
numida_meleagris ENSNMEG00000018056
taeniopygia_guttata ENSTGUG00000000681
lonchura_striata_domestica ENSLSDG00000010040
serinus_canaria ENSSCAG00000012823
junco_hyemalis ENSJHYG00000001817
zonotrichia_albicollis ENSZALG00000010411
ficedula_albicollis ENSFALG00000008340
cyanistes_caeruleus ENSCCEG00000007968
parus_major ENSPMJG00000007794
lepidothrix_coronata ENSLCOG00000003411
manacus_vitellinus ENSMVIG00005016511
calidris_pugnax ENSCPUG00000001215
calidris_pygmaea ENSCPGG00000015731
melopsittacus_undulatus ENSMUNG00000000909
apteryx_haastii ENSAHAG00000000664
apteryx_rowi ENSARWG00000015577
apteryx_owenii ENSAOWG00000016718
dromaius_novaehollandiae ENSDNVG00000002089
nothoprocta_perdicaria ENSNPEG00000005794
crocodylus_porosus ENSCPRG00005013127
gopherus_agassizii ENSGAGG00000025101
chelonoidis_abingdonii ENSCABG00000022069
chrysemys_picta_bellii ENSCPBG00000002128
pelodiscus_sinensis ENSPSIG00000003855
salvator_merianae ENSSMRG00000015121
pogona_vitticeps ENSPVIG00000008066
sphenodon_punctatus ENSSPUG00000012069
phascolarctos_cinereus ENSPCIG00000019237
notamacropus_eugenii ENSMEUG00000002972
sarcophilus_harrisii ENSSHAG00000011294
monodelphis_domestica ENSMODG00000008620
ornithorhynchus_anatinus ENSOANG00000005095
echinops_telfairi ENSETEG00000017754
erinaceus_europaeus ENSEEUG00000001124
mus_musculus ENSMUSG00000086962
mus_spicilegus ENSMSIG00000003301
rattus_norvegicus ENSRNOG00000027259
meriones_unguiculatus ENSMUGG00000026218
cricetulus_griseus_crigri-picr ENSCGRG00015019558
cricetulus_griseus_crigri ENSCGRG00000011956
cricetulus_griseus_chok1gshd ENSCGRG00001013725
mesocricetus_auratus ENSMAUG00000021997
microtus_ochrogaster ENSMOCG00000018783
nannospalax_galili ENSNGAG00000012441
jaculus_jaculus ENSJJAG00000023440
chinchilla_lanigera ENSCLAG00000011632
octodon_degus ENSODEG00000009137
heterocephalus_glaber_female ENSHGLG00000006101
heterocephalus_glaber_male ENSHGLG00100017407
fukomys_damarensis ENSFDAG00000021092
cavia_porcellus ENSCPOG00000003380
cavia_aperea ENSCAPG00000010822
