poecilia_formosa ENSPFOG00000002202
poecilia_latipinna ENSPLAG00000011667
poecilia_mexicana ENSPMEG00000005947
poecilia_reticulata ENSPREG00000015071
xiphophorus_couchianus ENSXCOG00000006522
xiphophorus_maculatus ENSXMAG00000007553
gambusia_affinis ENSGAFG00000020294
fundulus_heteroclitus ENSFHEG00000021418
cyprinodon_variegatus ENSCVAG00000023425
kryptolebias_marmoratus ENSKMAG00000003875
oryzias_latipes ENSORLG00020016039
oryzias_latipes ENSORLG00000002651
oryzias_latipes_asm223469v1 ENSORLG00015021832
oryzias_melastigma ENSOMEG00000001429
scophthalmus_maximus ENSSMAG00000001689
tetraodon_nigroviridis ENSTNIG00000019045
takifugu_rubripes ENSTRUG00000013128
amphiprion_ocellaris ENSAOCG00000007723
amphiprion_percula ENSAPEG00000012579
acanthochromis_polyacanthus ENSAPOG00000023767
stegastes_partitus ENSSPAG00000010109
astatotilapia_calliptera ENSACLG00000022799
pundamilia_nyererei ENSPNYG00000008970
maylandia_zebra ENSMZEG00005024067
haplochromis_burtoni ENSHBUG00000001421
neolamprologus_brichardi ENSNBRG00000002569
amphilophus_citrinellus ENSACIG00000023940
labrus_bergylta ENSLBEG00000000438
mola_mola ENSMMOG00000000595
mastacembelus_armatus ENSMAMG00000013413
monopterus_albus ENSMALG00000009682
anabas_testudineus ENSATEG00000010053
seriola_dumerili ENSSDUG00000019094
seriola_lalandi_dorsalis ENSSLDG00000019401
gasterosteus_aculeatus ENSGACG00000012162
cynoglossus_semilaevis ENSCSEG00000006795
hippocampus_comes ENSHCOG00000012226
periophthalmus_magnuspinnatus ENSPMGG00000015910
gadus_morhua ENSGMOG00000002886
esox_lucius ENSELUG00000023857
pygocentrus_nattereri ENSPNAG00000029105
astyanax_mexicanus ENSAMXG00000032804
ictalurus_punctatus ENSIPUG00000003898
danio_rerio ENSDARG00000035966
scleropages_formosus ENSSFOG00015023314
scleropages_formosus ENSSFOG00015021246
paramormyrops_kingsleyae ENSPKIG00000014228
lepisosteus_oculatus ENSLOCG00000005538
labrus_bergylta ENSLBEG00000005273
gallus_gallus ENSGALG00000017195
coturnix_japonica ENSCJPG00005003805
numida_meleagris ENSNMEG00000019663
anser_brachyrhynchus ENSABRG00000000897
anas_platyrhynchos_platyrhynchos ENSAPLG00000003887
meleagris_gallopavo ENSMGAG00000017035
meleagris_gallopavo ENSMGAG00000015180
lepidothrix_coronata ENSLCOG00000012243
manacus_vitellinus ENSMVIG00005012733
lonchura_striata_domestica ENSLSDG00000017334
taeniopygia_guttata ENSTGUG00000012778
serinus_canaria ENSSCAG00000003909
ficedula_albicollis ENSFALG00000000354
cyanistes_caeruleus ENSCCEG00000023943
parus_major ENSPMJG00000017851
junco_hyemalis ENSJHYG00000000522
zonotrichia_albicollis ENSZALG00000012833
melopsittacus_undulatus ENSMUNG00000003050
calidris_pygmaea ENSCPGG00000010095
calidris_pugnax ENSCPUG00000001274
apteryx_rowi ENSARWG00000012214
apteryx_haastii ENSAHAG00000006988
apteryx_owenii ENSAOWG00000006370
dromaius_novaehollandiae ENSDNVG00000017179
nothoprocta_perdicaria ENSNPEG00000004367
crocodylus_porosus ENSCPRG00005014963
gopherus_agassizii ENSGAGG00000005747
chelonoidis_abingdonii ENSCABG00000002000
chrysemys_picta_bellii ENSCPBG00000011462
chrysemys_picta_bellii ENSCPBG00000027411
pelodiscus_sinensis ENSPSIG00000013654
sphenodon_punctatus ENSSPUG00000015094
anolis_carolinensis ENSACAG00000013594
pogona_vitticeps ENSPVIG00000024152
notechis_scutatus ENSNSUG00000006026
salvator_merianae ENSSMRG00000010697
phascolarctos_cinereus ENSPCIG00000036784
notamacropus_eugenii ENSMEUG00000015727
sarcophilus_harrisii ENSSHAG00000016670
monodelphis_domestica ENSMODG00000000509
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032888
mus_spicilegus ENSMSIG00000023362
mus_musculus ENSMUSG00000031870
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031768
mus_pahari MGP_PahariEiJ_G0014645
rattus_norvegicus ENSRNOG00000006831
meriones_unguiculatus ENSMUGG00000010145
peromyscus_maniculatus_bairdii ENSPEMG00000020732
microtus_ochrogaster ENSMOCG00000016670
cricetulus_griseus_chok1gshd ENSCGRG00001019400
cricetulus_griseus_crigri-picr ENSCGRG00015026866
cricetulus_griseus_crigri ENSCGRG00000009046
mesocricetus_auratus ENSMAUG00000019127
nannospalax_galili ENSNGAG00000022362
jaculus_jaculus ENSJJAG00000015786
castor_canadensis ENSCCNG00000004362
heterocephalus_glaber_female ENSHGLG00000001843
heterocephalus_glaber_male ENSHGLG00100004330
fukomys_damarensis ENSFDAG00000009882
chinchilla_lanigera ENSCLAG00000013886
octodon_degus ENSODEG00000013619
