gasterosteus_aculeatus ENSGACG00000005291
scophthalmus_maximus ENSSMAG00000000919
periophthalmus_magnuspinnatus ENSPMGG00000016827
amphilophus_citrinellus ENSACIG00000012367
pundamilia_nyererei ENSPNYG00000010606
xiphophorus_couchianus ENSXCOG00000004090
xiphophorus_maculatus ENSXMAG00000023478
acanthochromis_polyacanthus ENSAPOG00000018332
stegastes_partitus ENSSPAG00000018404
amphilophus_citrinellus ENSACIG00000000953
oryzias_latipes ENSORLG00020000030
poecilia_formosa ENSPFOG00000020631
anabas_testudineus ENSATEG00000020183
maylandia_zebra ENSMZEG00005011379
astatotilapia_calliptera ENSACLG00000000197
haplochromis_burtoni ENSHBUG00000019503
amphilophus_citrinellus ENSACIG00000012345
stegastes_partitus ENSSPAG00000002751
