pygocentrus_nattereri ENSPNAG00000000762
astyanax_mexicanus ENSAMXG00000038249
danio_rerio ENSDARG00000113096
xiphophorus_couchianus ENSXCOG00000006770
xiphophorus_maculatus ENSXMAG00000028786
gambusia_affinis ENSGAFG00000004156
poecilia_mexicana ENSPMEG00000010062
poecilia_latipinna ENSPLAG00000006976
poecilia_reticulata ENSPREG00000009172
cyprinodon_variegatus ENSCVAG00000017596
kryptolebias_marmoratus ENSKMAG00000009524
pundamilia_nyererei ENSPNYG00000013009
maylandia_zebra ENSMZEG00005010649
astatotilapia_calliptera ENSACLG00000022292
haplochromis_burtoni ENSHBUG00000010366
neolamprologus_brichardi ENSNBRG00000015709
amphilophus_citrinellus ENSACIG00000004961
amphiprion_ocellaris ENSAOCG00000013393
amphiprion_percula ENSAPEG00000024488
acanthochromis_polyacanthus ENSAPOG00000021582
stegastes_partitus ENSSPAG00000006167
monopterus_albus ENSMALG00000006699
seriola_lalandi_dorsalis ENSSLDG00000023932
seriola_dumerili ENSSDUG00000004369
