loxodonta_africana ENSLAFG00000007591
procavia_capensis ENSPCAG00000011031
dasypus_novemcinctus ENSDNOG00000015828
choloepus_hoffmanni ENSCHOG00000001784
echinops_telfairi ENSETEG00000013372
pteropus_vampyrus ENSPVAG00000005497
myotis_lucifugus ENSMLUG00000017045
ailuropoda_melanoleuca ENSAMEG00000000529
ursus_maritimus ENSUMAG00000024382
mustela_putorius ENSMPUG00000014003
neovison_vison ENSNVIG00000016265
vulpes_vulpes ENSVVUG00000001835
panthera_tigris ENSPTIG00000012162
panthera_pardus ENSPPRG00000023928
felis_catus ENSFCAG00000011261
equus_caballus ENSECAG00000010908
vicugna_pacos ENSVPAG00000010728
sus_scrofa ENSSSCG00000003965
capra_hircus ENSCHIG00000018207
ovis_aries ENSOARG00000020435
bos_indicus ENSBIXG00000025580
bos_indicus ENSBIXG00005007865
bison_bison ENSBBBG00000009540
bos_taurus ENSBTAG00000004585
tursiops_truncatus ENSTTRG00000005071
erinaceus_europaeus ENSEEUG00000005531
sorex_araneus ENSSARG00000007973
heterocephalus_glaber ENSHGLG00100018384
chinchilla_lanigera ENSCLAG00000004571
mus_spicilegus ENSMSIG00000010771
oryctolagus_cuniculus ENSOCUG00000011428
ochotona_princeps ENSOPRG00000011365
tupaia_belangeri ENSTBEG00000015146
homo_sapiens ENSG00000186409
gorilla_gorilla ENSGGOG00000004124
pan_troglodytes ENSPTRG00000024067
pan_paniscus ENSPPAG00000032892
pongo_abelii ENSPPYG00000001468
nomascus_leucogenys ENSNLEG00000012311
cercocebus_atys ENSCATG00000030952
mandrillus_leucophaeus ENSMLEG00000032369
papio_anubis ENSPANG00000003497
theropithecus_gelada ENSTGEG00000025240
macaca_nemestrina ENSMNEG00000043013
macaca_fascicularis ENSMFAG00000038143
macaca_mulatta ENSMMUG00000013128
rhinopithecus_roxellana ENSRROG00000031908
rhinopithecus_bieti ENSRBIG00000036949
piliocolobus_tephrosceles ENSPTEG00000031283
colobus_angolensis ENSCANG00000040356
cebus_capucinus ENSCCAG00000021272
saimiri_boliviensis ENSSBOG00000030200
callithrix_jacchus ENSCJAG00000003131
aotus_nancymaae ENSANAG00000038518
canis_lupus ENSCAFG00020002934
canis_lupus ENSCAFG00000002549
equus_asinus ENSEASG00005001246
cricetulus_griseus ENSCGRG00001015266
cricetulus_griseus ENSCGRG00015002741
cricetulus_griseus ENSCGRG00000001603
mesocricetus_auratus ENSMAUG00000018957
peromyscus_maniculatus ENSPEMG00000022709
microtus_ochrogaster ENSMOCG00000005423
mus_spretus MGP_SPRETEiJ_G0027375
mus_musculus ENSMUSG00000028637
mus_caroli MGP_CAROLIEiJ_G0026398
mus_pahari MGP_PahariEiJ_G0028727
rattus_norvegicus ENSRNOG00000008560
meriones_unguiculatus ENSMUGG00000026616
nannospalax_galili ENSNGAG00000013205
jaculus_jaculus ENSJJAG00000023941
dipodomys_ordii ENSDORG00000008148
cavia_aperea ENSCAPG00000001752
cavia_porcellus ENSCPOG00000001391
octodon_degus ENSODEG00000001693
fukomys_damarensis ENSFDAG00000012838
heterocephalus_glaber ENSHGLG00000001543
urocitellus_parryii ENSUPAG00010009148
spermophilus_dauricus ENSSDAG00000000597
marmota_marmota ENSMMMG00000001948
ictidomys_tridecemlineatus ENSSTOG00000000114
chlorocebus_sabaeus ENSCSAG00000001166
carlito_syrichta ENSTSYG00000013356
propithecus_coquereli ENSPCOG00000017863
prolemur_simus ENSPSMG00000020269
microcebus_murinus ENSMICG00000014950
otolemur_garnettii ENSOGAG00000014925
monodelphis_domestica ENSMODG00000017230
sarcophilus_harrisii ENSSHAG00000013937
notamacropus_eugenii ENSMEUG00000001679
ornithorhynchus_anatinus ENSOANG00000009727
pogona_vitticeps ENSPVIG00000018051
callorhinchus_milii ENSCMIG00000017575
