monopterus_albus ENSMALG00000001497
mastacembelus_armatus ENSMAMG00000018473
anabas_testudineus ENSATEG00000023769
seriola_lalandi ENSSLDG00000018687
seriola_dumerili ENSSDUG00000022685
scophthalmus_maximus ENSSMAG00000009242
amphiprion_ocellaris ENSAOCG00000003787
amphiprion_percula ENSAPEG00000003224
acanthochromis_polyacanthus ENSAPOG00000003129
stegastes_partitus ENSSPAG00000019251
stegastes_partitus ENSSPAG00000013076
astatotilapia_calliptera ENSACLG00000011266
maylandia_zebra ENSMZEG00005026889
haplochromis_burtoni ENSHBUG00000021899
neolamprologus_brichardi ENSNBRG00000018052
kryptolebias_marmoratus ENSKMAG00000019857
labrus_bergylta ENSLBEG00000001354
ictalurus_punctatus ENSIPUG00000012022
pygocentrus_nattereri ENSPNAG00000004870
