junco_hyemalis ENSJHYG00000002514
zonotrichia_albicollis ENSZALG00000017140
ficedula_albicollis ENSFALG00000006324
serinus_canaria ENSSCAG00000009458
taeniopygia_guttata ENSTGUG00000009980
lonchura_striata_domestica ENSLSDG00000011875
cyanistes_caeruleus ENSCCEG00000015612
parus_major ENSPMJG00000014653
lepidothrix_coronata ENSLCOG00000006908
manacus_vitellinus ENSMVIG00005006652
calidris_pygmaea ENSCPGG00000019346
calidris_pugnax ENSCPUG00000007937
melopsittacus_undulatus ENSMUNG00000003635
anas_platyrhynchos_platyrhynchos ENSAPLG00000012505
anser_brachyrhynchus ENSABRG00000018301
gallus_gallus ENSGALG00000038678
coturnix_japonica ENSCJPG00005008600
meleagris_gallopavo ENSMGAG00000009404
numida_meleagris ENSNMEG00000011202
apteryx_owenii ENSAOWG00000001345
apteryx_haastii ENSAHAG00000000672
apteryx_rowi ENSARWG00000004468
dromaius_novaehollandiae ENSDNVG00000005934
nothoprocta_perdicaria ENSNPEG00000012899
crocodylus_porosus ENSCPRG00005010517
gopherus_agassizii ENSGAGG00000002535
chelonoidis_abingdonii ENSCABG00000010915
chrysemys_picta_bellii ENSCPBG00000006846
pelodiscus_sinensis ENSPSIG00000005287
sphenodon_punctatus ENSSPUG00000010118
pogona_vitticeps ENSPVIG00000001658
anolis_carolinensis ENSACAG00000009659
notechis_scutatus ENSNSUG00000008154
salvator_merianae ENSSMRG00000016633
monodelphis_domestica ENSMODG00000021459
notamacropus_eugenii ENSMEUG00000009566
sarcophilus_harrisii ENSSHAG00000007294
capra_hircus ENSCHIG00000023908
ovis_aries ENSOARG00000010473
bos_taurus ENSBTAG00000019251
bos_mutus ENSBMUG00000008474
bison_bison_bison ENSBBBG00000001808
tursiops_truncatus ENSTTRG00000007205
sus_scrofa ENSSSCG00000003687
vicugna_pacos ENSVPAG00000001500
equus_caballus ENSECAG00000014474
equus_asinus_asinus ENSEASG00005019406
ursus_maritimus ENSUMAG00000018925
ursus_americanus ENSUAMG00000019333
ailuropoda_melanoleuca ENSAMEG00000000602
neovison_vison ENSNVIG00000010941
mustela_putorius_furo ENSMPUG00000004981
canis_lupus_dingo ENSCAFG00020021170
canis_lupus_familiaris ENSCAFG00000018575
vulpes_vulpes ENSVVUG00000010125
