pygocentrus_nattereri ENSPNAG00000017212
paramormyrops_kingsleyae ENSPKIG00000002512
canis_lupus_dingo ENSCAFG00020001837
vulpes_vulpes ENSVVUG00000024403
neovison_vison ENSNVIG00000022266
mustela_putorius_furo ENSMPUG00000009299
panthera_tigris_altaica ENSPTIG00000016047
panthera_pardus ENSPPRG00000011534
felis_catus ENSFCAG00000008169
bison_bison_bison ENSBBBG00000002001
equus_caballus ENSECAG00000012624
erinaceus_europaeus ENSEEUG00000008915
heterocephalus_glaber_male ENSHGLG00100016506
heterocephalus_glaber_female ENSHGLG00000012230
fukomys_damarensis ENSFDAG00000009034
octodon_degus ENSODEG00000004735
urocitellus_parryii ENSUPAG00010023095
spermophilus_dauricus ENSSDAG00000013289
ictidomys_tridecemlineatus ENSSTOG00000000455
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031150
mus_spicilegus ENSMSIG00000027730
mus_musculus ENSMUSG00000030726
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030039
mus_pahari MGP_PahariEiJ_G0013261
rattus_norvegicus ENSRNOG00000018411
meriones_unguiculatus ENSMUGG00000022037
cricetulus_griseus_crigri ENSCGRG00000016435
cricetulus_griseus_crigri-picr ENSCGRG00015014098
cricetulus_griseus_chok1gshd ENSCGRG00001024887
mesocricetus_auratus ENSMAUG00000014499
microtus_ochrogaster ENSMOCG00000018619
peromyscus_maniculatus_bairdii ENSPEMG00000016686
jaculus_jaculus ENSJJAG00000017773
oryctolagus_cuniculus ENSOCUG00000002523
pongo_abelii ENSPPYG00000003677
homo_sapiens ENSG00000077514
pan_troglodytes ENSPTRG00000004067
pan_paniscus ENSPPAG00000042261
gorilla_gorilla ENSGGOG00000012878
nomascus_leucogenys ENSNLEG00000016988
theropithecus_gelada ENSTGEG00000027592
papio_anubis ENSPANG00000014355
macaca_fascicularis ENSMFAG00000001432
saimiri_boliviensis_boliviensis ENSSBOG00000026466
callithrix_jacchus ENSCJAG00000015657
cebus_capucinus ENSCCAG00000020511
aotus_nancymaae ENSANAG00000030270
carlito_syrichta ENSTSYG00000007206
propithecus_coquereli ENSPCOG00000024555
microcebus_murinus ENSMICG00000011102
prolemur_simus ENSPSMG00000003441
otolemur_garnettii ENSOGAG00000015605
tupaia_belangeri ENSTBEG00000014184
dasypus_novemcinctus ENSDNOG00000010554
