mastacembelus_armatus ENSMAMG00000001056
monopterus_albus ENSMALG00000001290
anabas_testudineus ENSATEG00000009682
seriola_dumerili ENSSDUG00000017491
seriola_lalandi_dorsalis ENSSLDG00000012289
scophthalmus_maximus ENSSMAG00000016101
cynoglossus_semilaevis ENSCSEG00000012743
poecilia_mexicana ENSPMEG00000006936
poecilia_latipinna ENSPLAG00000013661
poecilia_formosa ENSPFOG00000003903
poecilia_reticulata ENSPREG00000006631
xiphophorus_couchianus ENSXCOG00000009586
xiphophorus_maculatus ENSXMAG00000002833
gambusia_affinis ENSGAFG00000006598
cyprinodon_variegatus ENSCVAG00000001113
kryptolebias_marmoratus ENSKMAG00000020125
oryzias_latipes ENSORLG00000017026
oryzias_latipes ENSORLG00020019199
oryzias_latipes_asm223469v1 ENSORLG00015011508
oryzias_melastigma ENSOMEG00000011771
maylandia_zebra ENSMZEG00005023036
astatotilapia_calliptera ENSACLG00000003367
astatotilapia_calliptera ENSACLG00000011233
pundamilia_nyererei ENSPNYG00000023820
haplochromis_burtoni ENSHBUG00000013255
neolamprologus_brichardi ENSNBRG00000009971
oreochromis_niloticus ENSONIG00000006175
amphilophus_citrinellus ENSACIG00000012824
amphiprion_percula ENSAPEG00000000596
amphiprion_ocellaris ENSAOCG00000004017
acanthochromis_polyacanthus ENSAPOG00000001415
stegastes_partitus ENSSPAG00000003522
tetraodon_nigroviridis ENSTNIG00000000716
takifugu_rubripes ENSTRUG00000009382
mola_mola ENSMMOG00000005237
labrus_bergylta ENSLBEG00000010292
periophthalmus_magnuspinnatus ENSPMGG00000003482
gadus_morhua ENSGMOG00000015292
esox_lucius ENSELUG00000014847
pygocentrus_nattereri ENSPNAG00000015546
astyanax_mexicanus ENSAMXG00000033002
ictalurus_punctatus ENSIPUG00000002492
danio_rerio ENSDARG00000056012
