monodelphis_domestica ENSMODG00000006567
phascolarctos_cinereus ENSPCIG00000006071
prolemur_simus ENSPSMG00000023057
propithecus_coquereli ENSPCOG00000026785
microcebus_murinus ENSMICG00000012567
otolemur_garnettii ENSOGAG00000004609
pan_troglodytes ENSPTRG00000010151
pan_paniscus ENSPPAG00000033289
homo_sapiens ENSG00000099866
gorilla_gorilla ENSGGOG00000003248
pongo_abelii ENSPPYG00000009275
nomascus_leucogenys ENSNLEG00000000673
theropithecus_gelada ENSTGEG00000008613
cercocebus_atys ENSCATG00000037647
mandrillus_leucophaeus ENSMLEG00000031374
papio_anubis ENSPANG00000006650
macaca_fascicularis ENSMFAG00000035953
macaca_mulatta ENSMMUG00000008589
macaca_nemestrina ENSMNEG00000028612
rhinopithecus_roxellana ENSRROG00000003065
colobus_angolensis_palliatus ENSCANG00000013855
piliocolobus_tephrosceles ENSPTEG00000035470
chlorocebus_sabaeus ENSCSAG00000013049
callithrix_jacchus ENSCJAG00000012849
cebus_capucinus ENSCCAG00000027645
aotus_nancymaae ENSANAG00000037024
carlito_syrichta ENSTSYG00000036084
ochotona_princeps ENSOPRG00000000998
castor_canadensis ENSCCNG00000020591
dipodomys_ordii ENSDORG00000027477
cricetulus_griseus_crigri-picr ENSCGRG00015007657
cricetulus_griseus_crigri ENSCGRG00000010014
cricetulus_griseus_chok1gshd ENSCGRG00001017494
mesocricetus_auratus ENSMAUG00000021497
microtus_ochrogaster ENSMOCG00000000521
peromyscus_maniculatus_bairdii ENSPEMG00000014849
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016350
mus_spicilegus ENSMSIG00000001087
mus_musculus ENSMUSG00000020310
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015532
mus_pahari MGP_PahariEiJ_G0030945
rattus_norvegicus ENSRNOG00000008217
meriones_unguiculatus ENSMUGG00000021619
nannospalax_galili ENSNGAG00000022199
jaculus_jaculus ENSJJAG00000000386
fukomys_damarensis ENSFDAG00000003416
heterocephalus_glaber_female ENSHGLG00000014727
octodon_degus ENSODEG00000011069
cavia_porcellus ENSCPOG00000038697
urocitellus_parryii ENSUPAG00010015157
ictidomys_tridecemlineatus ENSSTOG00000023720
sus_scrofa ENSSSCG00000036640
equus_asinus_asinus ENSEASG00005021462
equus_caballus ENSECAG00000040001
myotis_lucifugus ENSMLUG00000012734
capra_hircus ENSCHIG00000011093
ovis_aries ENSOARG00000008624
bos_mutus ENSBMUG00000003402
bos_taurus ENSBTAG00000039355
bison_bison_bison ENSBBBG00000016763
tursiops_truncatus ENSTTRG00000000389
sus_scrofa ENSSSCG00000039500
pteropus_vampyrus ENSPVAG00000013110
ursus_americanus ENSUAMG00000004171
ailuropoda_melanoleuca ENSAMEG00000002668
mustela_putorius_furo ENSMPUG00000009962
neovison_vison ENSNVIG00000002069
canis_lupus_familiaris ENSCAFG00000019720
canis_lupus_dingo ENSCAFG00020016813
vulpes_vulpes ENSVVUG00000022479
panthera_tigris_altaica ENSPTIG00000012399
panthera_pardus ENSPPRG00000013224
felis_catus ENSFCAG00000007833
sorex_araneus ENSSARG00000009217
dasypus_novemcinctus ENSDNOG00000038169
procavia_capensis ENSPCAG00000003824
calidris_pygmaea ENSCPGG00000012572
melopsittacus_undulatus ENSMUNG00000000231
junco_hyemalis ENSJHYG00000006010
zonotrichia_albicollis ENSZALG00000017000
serinus_canaria ENSSCAG00000005672
cyanistes_caeruleus ENSCCEG00000013574
anser_brachyrhynchus ENSABRG00000004736
anas_platyrhynchos_platyrhynchos ENSAPLG00000020284
gallus_gallus ENSGALG00000028341
meleagris_gallopavo ENSMGAG00000003095
coturnix_japonica ENSCJPG00005010334
numida_meleagris ENSNMEG00000003015
apteryx_owenii ENSAOWG00000013378
apteryx_haastii ENSAHAG00000003268
apteryx_rowi ENSARWG00000010827
crocodylus_porosus ENSCPRG00005014886
gopherus_agassizii ENSGAGG00000005544
chrysemys_picta_bellii ENSCPBG00000010284
pelodiscus_sinensis ENSPSIG00000003493
salvator_merianae ENSSMRG00000017667
