gasterosteus_aculeatus ENSGACG00000003570
labrus_bergylta ENSLBEG00000002200
takifugu_rubripes ENSTRUG00000005675
tetraodon_nigroviridis ENSTNIG00000013925
mola_mola ENSMMOG00000019998
mastacembelus_armatus ENSMAMG00000015033
monopterus_albus ENSMALG00000007644
anabas_testudineus ENSATEG00000011445
seriola_dumerili ENSSDUG00000004880
seriola_lalandi_dorsalis ENSSLDG00000019812
scophthalmus_maximus ENSSMAG00000018557
xiphophorus_maculatus ENSXMAG00000012554
xiphophorus_couchianus ENSXCOG00000018941
gambusia_affinis ENSGAFG00000021299
poecilia_mexicana ENSPMEG00000011843
poecilia_latipinna ENSPLAG00000008935
poecilia_formosa ENSPFOG00000010948
poecilia_reticulata ENSPREG00000022828
kryptolebias_marmoratus ENSKMAG00000021958
oryzias_latipes_asm223469v1 ENSORLG00015010031
oryzias_latipes ENSORLG00020015330
oryzias_latipes ENSORLG00000017978
oryzias_melastigma ENSOMEG00000009150
amphiprion_ocellaris ENSAOCG00000009246
amphiprion_percula ENSAPEG00000000840
acanthochromis_polyacanthus ENSAPOG00000005759
stegastes_partitus ENSSPAG00000001903
haplochromis_burtoni ENSHBUG00000013003
astatotilapia_calliptera ENSACLG00000004057
oreochromis_niloticus ENSONIG00000014363
maylandia_zebra ENSMZEG00005000289
pundamilia_nyererei ENSPNYG00000020218
neolamprologus_brichardi ENSNBRG00000006766
cynoglossus_semilaevis ENSCSEG00000011236
periophthalmus_magnuspinnatus ENSPMGG00000011559
hippocampus_comes ENSHCOG00000013208
gadus_morhua ENSGMOG00000018320
fundulus_heteroclitus ENSFHEG00000017147
petromyzon_marinus ENSPMAG00000000530
esox_lucius ENSELUG00000004440
pygocentrus_nattereri ENSPNAG00000001286
astyanax_mexicanus ENSAMXG00000032002
ictalurus_punctatus ENSIPUG00000000334
danio_rerio ENSDARG00000078582
lepidothrix_coronata ENSLCOG00000006395
manacus_vitellinus ENSMVIG00005015956
lonchura_striata_domestica ENSLSDG00000007443
taeniopygia_guttata ENSTGUG00000008643
serinus_canaria ENSSCAG00000005163
zonotrichia_albicollis ENSZALG00000010153
junco_hyemalis ENSJHYG00000004881
ficedula_albicollis ENSFALG00000004599
cyanistes_caeruleus ENSCCEG00000003324
parus_major ENSPMJG00000011557
melopsittacus_undulatus ENSMUNG00000004073
calidris_pugnax ENSCPUG00000007018
calidris_pygmaea ENSCPGG00000002732
anser_brachyrhynchus ENSABRG00000000818
anas_platyrhynchos_platyrhynchos ENSAPLG00000007605
coturnix_japonica ENSCJPG00005015895
meleagris_gallopavo ENSMGAG00000014859
numida_meleagris ENSNMEG00000017803
apteryx_haastii ENSAHAG00000000229
apteryx_rowi ENSARWG00000005337
apteryx_owenii ENSAOWG00000008146
dromaius_novaehollandiae ENSDNVG00000005397
nothoprocta_perdicaria ENSNPEG00000011270
crocodylus_porosus ENSCPRG00005016625
pelodiscus_sinensis ENSPSIG00000005766
pelodiscus_sinensis ENSPSIG00000005659
chelonoidis_abingdonii ENSCABG00000002991
gopherus_agassizii ENSGAGG00000002610
chrysemys_picta_bellii ENSCPBG00000023286
gopherus_agassizii ENSGAGG00000023637
sphenodon_punctatus ENSSPUG00000005770
phascolarctos_cinereus ENSPCIG00000021886
notamacropus_eugenii ENSMEUG00000000189
sarcophilus_harrisii ENSSHAG00000001638
monodelphis_domestica ENSMODG00000005056
