bos_taurus ENSBTAG00000051226
bos_mutus ENSBMUG00000023144
bison_bison_bison ENSBBBG00000018868
ovis_aries ENSOARG00000012683
equus_asinus_asinus ENSEASG00005006156
equus_caballus ENSECAG00000040618
ursus_americanus ENSUAMG00000028091
neovison_vison ENSNVIG00000006979
vulpes_vulpes ENSVVUG00000019985
canis_lupus_dingo ENSCAFG00020024594
panthera_pardus ENSPPRG00000011224
panthera_tigris_altaica ENSPTIG00000006496
felis_catus ENSFCAG00000046388
pan_paniscus ENSPPAG00000033822
pan_troglodytes ENSPTRG00000041603
homo_sapiens ENSG00000243627
homo_sapiens ENSG00000278961
gorilla_gorilla ENSGGOG00000044203
pongo_abelii ENSPPYG00000011389
nomascus_leucogenys ENSNLEG00000004268
colobus_angolensis_palliatus ENSCANG00000029923
rhinopithecus_roxellana ENSRROG00000037837
piliocolobus_tephrosceles ENSPTEG00000005474
macaca_nemestrina ENSMNEG00000039585
macaca_fascicularis ENSMFAG00000031119
papio_anubis ENSPANG00000011290
theropithecus_gelada ENSTGEG00000025528
mandrillus_leucophaeus ENSMLEG00000039845
chlorocebus_sabaeus ENSCSAG00000018681
cebus_capucinus ENSCCAG00000026706
saimiri_boliviensis_boliviensis ENSSBOG00000032235
callithrix_jacchus ENSCJAG00000002854
aotus_nancymaae ENSANAG00000030164
carlito_syrichta ENSTSYG00000037156
propithecus_coquereli ENSPCOG00000026465
microcebus_murinus ENSMICG00000028809
prolemur_simus ENSPSMG00000011588
urocitellus_parryii ENSUPAG00010002850
spermophilus_dauricus ENSSDAG00000001020
marmota_marmota_marmota ENSMMMG00000002423
castor_canadensis ENSCCNG00000031152
peromyscus_maniculatus_bairdii ENSPEMG00000027965
cricetulus_griseus_crigri-picr ENSCGRG00015014498
mus_spicilegus ENSMSIG00000009207
dasypus_novemcinctus ENSDNOG00000041999
