prolemur_simus ENSPSMG00000025010
propithecus_coquereli ENSPCOG00000020811
otolemur_garnettii ENSOGAG00000029342
pan_paniscus ENSPPAG00000041900
pan_troglodytes ENSPTRG00000016653
homo_sapiens ENSG00000168491
pongo_abelii ENSPPYG00000015249
nomascus_leucogenys ENSNLEG00000011236
rhinopithecus_bieti ENSRBIG00000032062
rhinopithecus_roxellana ENSRROG00000035983
piliocolobus_tephrosceles ENSPTEG00000017212
theropithecus_gelada ENSTGEG00000024255
cercocebus_atys ENSCATG00000035602
mandrillus_leucophaeus ENSMLEG00000031348
macaca_fascicularis ENSMFAG00000038835
macaca_nemestrina ENSMNEG00000035803
macaca_mulatta ENSMMUG00000000359
chlorocebus_sabaeus ENSCSAG00000002958
cebus_capucinus ENSCCAG00000036443
callithrix_jacchus ENSCJAG00000005979
aotus_nancymaae ENSANAG00000029580
tupaia_belangeri ENSTBEG00000006002
cricetulus_griseus_crigri-picr ENSCGRG00015021712
mus_musculus ENSMUSG00000071104
ochotona_princeps ENSOPRG00000008927
ursus_americanus ENSUAMG00000014645
