pan_troglodytes ENSPTRG00000022721
homo_sapiens ENSG00000255054
homo_sapiens ENSG00000162430
pan_paniscus ENSPPAG00000032038
gorilla_gorilla ENSGGOG00000011465
pongo_abelii ENSPPYG00000001706
nomascus_leucogenys ENSNLEG00000032231
rhinopithecus_roxellana ENSRROG00000045479
rhinopithecus_bieti ENSRBIG00000031791
piliocolobus_tephrosceles ENSPTEG00000016348
colobus_angolensis_palliatus ENSCANG00000042712
papio_anubis ENSPANG00000020847
theropithecus_gelada ENSTGEG00000006077
mandrillus_leucophaeus ENSMLEG00000034234
chlorocebus_sabaeus ENSCSAG00000000956
chlorocebus_sabaeus ENSCSAG00000000955
macaca_fascicularis ENSMFAG00000036435
macaca_nemestrina ENSMNEG00000042835
macaca_mulatta ENSMMUG00000007851
cercocebus_atys ENSCATG00000015472
cebus_capucinus ENSCCAG00000031215
cebus_capucinus ENSCCAG00000028114
callithrix_jacchus ENSCJAG00000040406
saimiri_boliviensis_boliviensis ENSSBOG00000019034
aotus_nancymaae ENSANAG00000020436
carlito_syrichta ENSTSYG00000034832
prolemur_simus ENSPSMG00000012249
propithecus_coquereli ENSPCOG00000018876
microcebus_murinus ENSMICG00000035407
aotus_nancymaae ENSANAG00000038255
microcebus_murinus ENSMICG00000012147
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027606
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026626
mus_pahari MGP_PahariEiJ_G0028959
spermophilus_dauricus ENSSDAG00000017112
castor_canadensis ENSCCNG00000023018
dipodomys_ordii ENSDORG00000004349
mus_spicilegus ENSMSIG00000002898
mus_musculus ENSMUSG00000050989
rattus_norvegicus ENSRNOG00000017078
meriones_unguiculatus ENSMUGG00000019770
cricetulus_griseus_chok1gshd ENSCGRG00001024285
cricetulus_griseus_crigri ENSCGRG00000017427
cricetulus_griseus_crigri-picr ENSCGRG00015018431
microtus_ochrogaster ENSMOCG00000016304
peromyscus_maniculatus_bairdii ENSPEMG00000021064
nannospalax_galili ENSNGAG00000004919
jaculus_jaculus ENSJJAG00000007206
heterocephalus_glaber_female ENSHGLG00000010947
heterocephalus_glaber_male ENSHGLG00100012122
fukomys_damarensis ENSFDAG00000015371
cavia_aperea ENSCAPG00000017658
cavia_porcellus ENSCPOG00000030792
chinchilla_lanigera ENSCLAG00000009093
octodon_degus ENSODEG00000014831
spermophilus_dauricus ENSSDAG00000017126
ictidomys_tridecemlineatus ENSSTOG00000032252
marmota_marmota_marmota ENSMMMG00000014442
marmota_marmota_marmota ENSMMMG00000014449
urocitellus_parryii ENSUPAG00010021750
oryctolagus_cuniculus ENSOCUG00000026125
ochotona_princeps ENSOPRG00000001287
otolemur_garnettii ENSOGAG00000024972
tupaia_belangeri ENSTBEG00000010729
pteropus_vampyrus ENSPVAG00000006338
erinaceus_europaeus ENSEEUG00000003899
ursus_maritimus ENSUMAG00000012822
ailuropoda_melanoleuca ENSAMEG00000010280
sus_scrofa ENSSSCG00000003554
tursiops_truncatus ENSTTRG00000012465
bos_mutus ENSBMUG00000015941
bos_taurus ENSBTAG00000021778
bison_bison_bison ENSBBBG00000009117
capra_hircus ENSCHIG00000021642
ovis_aries ENSOARG00000005889
equus_caballus ENSECAG00000011412
equus_asinus_asinus ENSEASG00005004172
ursus_americanus ENSUAMG00000025707
ursus_americanus ENSUAMG00000025706
neovison_vison ENSNVIG00000023550
canis_lupus_dingo ENSCAFG00020021164
canis_lupus_familiaris ENSCAFG00000012763
vulpes_vulpes ENSVVUG00000011581
panthera_tigris_altaica ENSPTIG00000022104
panthera_pardus ENSPPRG00000022102
felis_catus ENSFCAG00000012793
myotis_lucifugus ENSMLUG00000005084
dasypus_novemcinctus ENSDNOG00000015062
sorex_araneus ENSSARG00000009426
loxodonta_africana ENSLAFG00000021561
procavia_capensis ENSPCAG00000013771
echinops_telfairi ENSETEG00000006060
sarcophilus_harrisii ENSSHAG00000005194
phascolarctos_cinereus ENSPCIG00000025582
ornithorhynchus_anatinus ENSOANG00000031118
gopherus_agassizii ENSGAGG00000022700
chelonoidis_abingdonii ENSCABG00000010605
pogona_vitticeps ENSPVIG00000015676
notechis_scutatus ENSNSUG00000013816
sphenodon_punctatus ENSSPUG00000005131
manacus_vitellinus ENSMVIG00005008462
melopsittacus_undulatus ENSMUNG00000008946
calidris_pygmaea ENSCPGG00000010062
calidris_pugnax ENSCPUG00000016282
apteryx_haastii ENSAHAG00000011137
apteryx_rowi ENSARWG00000010637
apteryx_owenii ENSAOWG00000011149
nothoprocta_perdicaria ENSNPEG00000010311
gallus_gallus ENSGALG00000001003
zonotrichia_albicollis ENSZALG00000001231
junco_hyemalis ENSJHYG00000000881
