pygocentrus_nattereri ENSPNAG00000023323
astyanax_mexicanus ENSAMXG00000004518
danio_rerio ENSDARG00000071670
lates_calcarifer ENSLCAG00010026510
cynoglossus_semilaevis ENSCSEG00000020472
cyprinodon_variegatus ENSCVAG00000003690
poecilia_latipinna ENSPLAG00000002919
kryptolebias_marmoratus ENSKMAG00000015820
amphilophus_citrinellus ENSACIG00000017383
amphiprion_percula ENSAPEG00000022566
amphiprion_ocellaris ENSAOCG00000003593
acanthochromis_polyacanthus ENSAPOG00000020417
parambassis_ranga ENSPRNG00000010856
takifugu_rubripes ENSTRUG00000012969
periophthalmus_magnuspinnatus ENSPMGG00000003089
scleropages_formosus ENSSFOG00015006978
lepisosteus_oculatus ENSLOCG00000013602
ornithorhynchus_anatinus ENSOANG00000015070
phascolarctos_cinereus ENSPCIG00000006319
anolis_carolinensis ENSACAG00000023361
salvator_merianae ENSSMRG00000016534
ficedula_albicollis ENSFALG00000012692
meleagris_gallopavo ENSMGAG00000007889
xenopus_tropicalis ENSXETG00000015883
