pan_troglodytes ENSPTRG00000052807
pan_paniscus ENSPPAG00000033684
cercocebus_atys ENSCATG00000018328
aotus_nancymaae ENSANAG00000024389
aotus_nancymaae ENSANAG00000035893
theropithecus_gelada ENSTGEG00000019086
cercocebus_atys ENSCATG00000025478
macaca_fascicularis ENSMFAG00000043283
macaca_nemestrina ENSMNEG00000039866
macaca_nemestrina ENSMNEG00000021942
macaca_mulatta ENSMMUG00000023368
mandrillus_leucophaeus ENSMLEG00000035745
papio_anubis ENSPANG00000031532
rhinopithecus_bieti ENSRBIG00000031539
rhinopithecus_roxellana ENSRROG00000028990
pan_paniscus ENSPPAG00000040481
rhinopithecus_bieti ENSRBIG00000036880
cercocebus_atys ENSCATG00000032018
cebus_capucinus ENSCCAG00000023232
macaca_fascicularis ENSMFAG00000042778
neovison_vison ENSNVIG00000001901
