scleropages_formosus ENSSFOG00015014775
paramormyrops_kingsleyae ENSPKIG00000021734
xiphophorus_maculatus ENSXMAG00000005445
gambusia_affinis ENSGAFG00000015912
poecilia_formosa ENSPFOG00000023402
poecilia_mexicana ENSPMEG00000000958
fundulus_heteroclitus ENSFHEG00000003774
oryzias_latipes ENSORLG00020019736
oryzias_latipes ENSORLG00000006527
oryzias_latipes_asm223469v1 ENSORLG00015015166
oryzias_melastigma ENSOMEG00000019010
maylandia_zebra ENSMZEG00005017916
pundamilia_nyererei ENSPNYG00000021971
astatotilapia_calliptera ENSACLG00000000916
haplochromis_burtoni ENSHBUG00000014237
neolamprologus_brichardi ENSNBRG00000020083
oreochromis_niloticus ENSONIG00000002662
amphiprion_percula ENSAPEG00000002999
acanthochromis_polyacanthus ENSAPOG00000001338
takifugu_rubripes ENSTRUG00000003300
tetraodon_nigroviridis ENSTNIG00000010498
scophthalmus_maximus ENSSMAG00000002678
cynoglossus_semilaevis ENSCSEG00000008624
seriola_lalandi_dorsalis ENSSLDG00000003278
anabas_testudineus ENSATEG00000011416
hippocampus_comes ENSHCOG00000017021
monopterus_albus ENSMALG00000016470
mastacembelus_armatus ENSMAMG00000022361
labrus_bergylta ENSLBEG00000024043
gasterosteus_aculeatus ENSGACG00000009457
kryptolebias_marmoratus ENSKMAG00000009987
gadus_morhua ENSGMOG00000015970
esox_lucius ENSELUG00000013041
ictalurus_punctatus ENSIPUG00000022583
pygocentrus_nattereri ENSPNAG00000012001
danio_rerio ENSDARG00000044332
lepisosteus_oculatus ENSLOCG00000010010
meleagris_gallopavo ENSMGAG00000012116
coturnix_japonica ENSCJPG00005014528
gallus_gallus ENSGALG00000011340
numida_meleagris ENSNMEG00000010932
anser_brachyrhynchus ENSABRG00000017652
anas_platyrhynchos_platyrhynchos ENSAPLG00000011345
manacus_vitellinus ENSMVIG00005006356
lepidothrix_coronata ENSLCOG00000003762
serinus_canaria ENSSCAG00000008035
lonchura_striata_domestica ENSLSDG00000005866
junco_hyemalis ENSJHYG00000010231
cyanistes_caeruleus ENSCCEG00000005556
ficedula_albicollis ENSFALG00000001242
calidris_pygmaea ENSCPGG00000013372
calidris_pugnax ENSCPUG00000015090
melopsittacus_undulatus ENSMUNG00000012297
apteryx_owenii ENSAOWG00000013831
apteryx_rowi ENSARWG00000011319
dromaius_novaehollandiae ENSDNVG00000000772
crocodylus_porosus ENSCPRG00005012850
gopherus_agassizii ENSGAGG00000001059
chelonoidis_abingdonii ENSCABG00000021937
chrysemys_picta_bellii ENSCPBG00000022504
pelodiscus_sinensis ENSPSIG00000012222
pogona_vitticeps ENSPVIG00000003884
anolis_carolinensis ENSACAG00000004293
notechis_scutatus ENSNSUG00000008204
salvator_merianae ENSSMRG00000020094
xenopus_tropicalis ENSXETG00000024108
mus_musculus ENSMUSG00000028180
mus_spicilegus ENSMSIG00000006007
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026715
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025763
mus_pahari MGP_PahariEiJ_G0027213
meriones_unguiculatus ENSMUGG00000002247
cricetulus_griseus_crigri-picr ENSCGRG00015021235
cricetulus_griseus_chok1gshd ENSCGRG00001019737
cricetulus_griseus_crigri ENSCGRG00000001487
cricetulus_griseus_chok1gshd ENSCGRG00001016525
cricetulus_griseus_crigri ENSCGRG00000017414
mesocricetus_auratus ENSMAUG00000010817
peromyscus_maniculatus_bairdii ENSPEMG00000010764
microtus_ochrogaster ENSMOCG00000018818
nannospalax_galili ENSNGAG00000021339
jaculus_jaculus ENSJJAG00000023929
jaculus_jaculus ENSJJAG00000022813
dipodomys_ordii ENSDORG00000016348
heterocephalus_glaber_male ENSHGLG00100011433
heterocephalus_glaber_female ENSHGLG00000004819
fukomys_damarensis ENSFDAG00000014203
cavia_porcellus ENSCPOG00000007829
cavia_aperea ENSCAPG00000007827
octodon_degus ENSODEG00000006491
octodon_degus ENSODEG00000008671
chinchilla_lanigera ENSCLAG00000004404
pan_troglodytes ENSPTRG00000000856
pan_paniscus ENSPPAG00000037049
homo_sapiens ENSG00000132485
gorilla_gorilla ENSGGOG00000023501
nomascus_leucogenys ENSNLEG00000009455
saimiri_boliviensis_boliviensis ENSSBOG00000013268
cebus_capucinus ENSCCAG00000034005
callithrix_jacchus ENSCJAG00000006356
aotus_nancymaae ENSANAG00000018241
macaca_fascicularis ENSMFAG00000003326
macaca_nemestrina ENSMNEG00000042080
cercocebus_atys ENSCATG00000025001
papio_anubis ENSPANG00000013398
theropithecus_gelada ENSTGEG00000015794
mandrillus_leucophaeus ENSMLEG00000036639
macaca_nemestrina ENSMNEG00000005850
macaca_mulatta ENSMMUG00000043952
chlorocebus_sabaeus ENSCSAG00000010588
colobus_angolensis_palliatus ENSCANG00000036472
rhinopithecus_roxellana ENSRROG00000025998
piliocolobus_tephrosceles ENSPTEG00000035792
saimiri_boliviensis_boliviensis ENSSBOG00000026419
rhinopithecus_roxellana ENSRROG00000032064
microcebus_murinus ENSMICG00000033818
prolemur_simus ENSPSMG00000005440
ictidomys_tridecemlineatus ENSSTOG00000000890
ictidomys_tridecemlineatus ENSSTOG00000024205
urocitellus_parryii ENSUPAG00010014577
spermophilus_dauricus ENSSDAG00000002065
marmota_marmota_marmota ENSMMMG00000000288
oryctolagus_cuniculus ENSOCUG00000004640
canis_lupus_familiaris ENSCAFG00000020412
carlito_syrichta ENSTSYG00000008830
ailuropoda_melanoleuca ENSAMEG00000003845
ursus_maritimus ENSUMAG00000006559
neovison_vison ENSNVIG00000010818
canis_lupus_dingo ENSCAFG00020017151
vulpes_vulpes ENSVVUG00000007123
panthera_tigris_altaica ENSPTIG00000017134
panthera_pardus ENSPPRG00000008962
myotis_lucifugus ENSMLUG00000001762
bos_mutus ENSBMUG00000003401
bos_taurus ENSBTAG00000002627
bison_bison_bison ENSBBBG00000002498
ovis_aries ENSOARG00000012093
capra_hircus ENSCHIG00000009410
ovis_aries ENSOARG00000009780
capra_hircus ENSCHIG00000026876
sus_scrofa ENSSSCG00000003787
equus_asinus_asinus ENSEASG00005007831
equus_caballus ENSECAG00000014173
dasypus_novemcinctus ENSDNOG00000010455
rhinopithecus_bieti ENSRBIG00000025103
pongo_abelii ENSPPYG00000001240
propithecus_coquereli ENSPCOG00000019133
octodon_degus ENSODEG00000011466
mustela_putorius_furo ENSMPUG00000000917
ursus_americanus ENSUAMG00000023128
felis_catus ENSFCAG00000028246
otolemur_garnettii ENSOGAG00000000485
erinaceus_europaeus ENSEEUG00000012899
erinaceus_europaeus ENSEEUG00000007679
rattus_norvegicus ENSRNOG00000009990
echinops_telfairi ENSETEG00000014461
macaca_mulatta ENSMMUG00000017312
mandrillus_leucophaeus ENSMLEG00000027997
tupaia_belangeri ENSTBEG00000002316
ochotona_princeps ENSOPRG00000003839
tursiops_truncatus ENSTTRG00000014680
vicugna_pacos ENSVPAG00000002940
sorex_araneus ENSSARG00000009452
pteropus_vampyrus ENSPVAG00000012510
procavia_capensis ENSPCAG00000015159
loxodonta_africana ENSLAFG00000017760
echinops_telfairi ENSETEG00000015825
echinops_telfairi ENSETEG00000017849
echinops_telfairi ENSETEG00000006716
choloepus_hoffmanni ENSCHOG00000004408
notamacropus_eugenii ENSMEUG00000010336
nothoprocta_perdicaria ENSNPEG00000002887
latimeria_chalumnae ENSLACG00000005241
sarcophilus_harrisii ENSSHAG00000008054
phascolarctos_cinereus ENSPCIG00000001426
monodelphis_domestica ENSMODG00000000504
urocitellus_parryii ENSUPAG00010017542
eptatretus_burgeri ENSEBUG00000016713
amphiprion_ocellaris ENSAOCG00000015750
poecilia_reticulata ENSPREG00000013499
mola_mola ENSMMOG00000008870
ciona_savignyi ENSCSAVG00000000864
ciona_intestinalis ENSCING00000020967
drosophila_melanogaster FBgn0034750
caenorhabditis_elegans_strain_n2 WBGene00021295
