taeniopygia_guttata ENSTGUG00000006921
lonchura_striata_domestica ENSLSDG00000016158
junco_hyemalis ENSJHYG00000018082
zonotrichia_albicollis ENSZALG00000007723
serinus_canaria ENSSCAG00000004858
cyanistes_caeruleus ENSCCEG00000012833
parus_major ENSPMJG00000018500
ficedula_albicollis ENSFALG00000011743
lepidothrix_coronata ENSLCOG00000015932
manacus_vitellinus ENSMVIG00005016121
melopsittacus_undulatus ENSMUNG00000016165
calidris_pugnax ENSCPUG00000016187
calidris_pygmaea ENSCPGG00000017940
gallus_gallus ENSGALG00000043583
coturnix_japonica ENSCJPG00005018625
meleagris_gallopavo ENSMGAG00000006516
numida_meleagris ENSNMEG00000022608
anas_platyrhynchos_platyrhynchos ENSAPLG00000003099
anser_brachyrhynchus ENSABRG00000022620
apteryx_owenii ENSAOWG00000004811
apteryx_haastii ENSAHAG00000002660
apteryx_rowi ENSARWG00000012672
dromaius_novaehollandiae ENSDNVG00000006337
nothoprocta_perdicaria ENSNPEG00000015129
crocodylus_porosus ENSCPRG00005013902
chelonoidis_abingdonii ENSCABG00000012071
gopherus_agassizii ENSGAGG00000011750
chrysemys_picta_bellii ENSCPBG00000027854
pelodiscus_sinensis ENSPSIG00000018005
anolis_carolinensis ENSACAG00000001330
pogona_vitticeps ENSPVIG00000024942
notechis_scutatus ENSNSUG00000019625
salvator_merianae ENSSMRG00000022338
sphenodon_punctatus ENSSPUG00000016443
phascolarctos_cinereus ENSPCIG00000005212
notamacropus_eugenii ENSMEUG00000013875
monodelphis_domestica ENSMODG00000002026
choloepus_hoffmanni ENSCHOG00000005913
dasypus_novemcinctus ENSDNOG00000037653
loxodonta_africana ENSLAFG00000030777
procavia_capensis ENSPCAG00000004544
echinops_telfairi ENSETEG00000015457
colobus_angolensis_palliatus ENSCANG00000042403
piliocolobus_tephrosceles ENSPTEG00000010131
rhinopithecus_roxellana ENSRROG00000038199
rhinopithecus_bieti ENSRBIG00000039621
theropithecus_gelada ENSTGEG00000013832
cercocebus_atys ENSCATG00000044650
papio_anubis ENSPANG00000017483
macaca_mulatta ENSMMUG00000017435
macaca_fascicularis ENSMFAG00000031824
macaca_nemestrina ENSMNEG00000041747
