scleropages_formosus ENSSFOG00015014712
paramormyrops_kingsleyae ENSPKIG00000010136
poecilia_formosa ENSPFOG00000022031
poecilia_latipinna ENSPLAG00000001095
poecilia_mexicana ENSPMEG00000017561
poecilia_reticulata ENSPREG00000010649
gambusia_affinis ENSGAFG00000020898
xiphophorus_maculatus ENSXMAG00000021789
fundulus_heteroclitus ENSFHEG00000020864
cyprinodon_variegatus ENSCVAG00000018847
kryptolebias_marmoratus ENSKMAG00000021123
oryzias_latipes_asm223469v1 ENSORLG00015001088
oryzias_latipes ENSORLG00000009037
oryzias_latipes ENSORLG00020019338
oryzias_melastigma ENSOMEG00000018926
periophthalmus_magnuspinnatus ENSPMGG00000002820
cynoglossus_semilaevis ENSCSEG00000005430
amphiprion_ocellaris ENSAOCG00000004818
amphiprion_percula ENSAPEG00000001098
acanthochromis_polyacanthus ENSAPOG00000012952
stegastes_partitus ENSSPAG00000010395
astatotilapia_calliptera ENSACLG00000013923
maylandia_zebra ENSMZEG00005004622
haplochromis_burtoni ENSHBUG00000022407
pundamilia_nyererei ENSPNYG00000011511
neolamprologus_brichardi ENSNBRG00000003132
amphilophus_citrinellus ENSACIG00000021692
mastacembelus_armatus ENSMAMG00000011970
monopterus_albus ENSMALG00000021124
anabas_testudineus ENSATEG00000021484
seriola_dumerili ENSSDUG00000009793
seriola_lalandi_dorsalis ENSSLDG00000025196
labrus_bergylta ENSLBEG00000018228
takifugu_rubripes ENSTRUG00000021876
hippocampus_comes ENSHCOG00000016554
scophthalmus_maximus ENSSMAG00000020682
esox_lucius ENSELUG00000014710
pygocentrus_nattereri ENSPNAG00000006087
astyanax_mexicanus ENSAMXG00000038730
ictalurus_punctatus ENSIPUG00000019354
acanthochromis_polyacanthus ENSAPOG00000013454
acanthochromis_polyacanthus ENSAPOG00000017161
acanthochromis_polyacanthus ENSAPOG00000023395
amphiprion_ocellaris ENSAOCG00000024327
amphiprion_percula ENSAPEG00000009061
astatotilapia_calliptera ENSACLG00000027263
haplochromis_burtoni ENSHBUG00000020294
neolamprologus_brichardi ENSNBRG00000017187
maylandia_zebra ENSMZEG00005020097
pundamilia_nyererei ENSPNYG00000009528
amphilophus_citrinellus ENSACIG00000004447
xiphophorus_maculatus ENSXMAG00000028778
xiphophorus_couchianus ENSXCOG00000001916
poecilia_latipinna ENSPLAG00000019354
poecilia_formosa ENSPFOG00000024281
gambusia_affinis ENSGAFG00000009771
cyprinodon_variegatus ENSCVAG00000002066
kryptolebias_marmoratus ENSKMAG00000020795
seriola_dumerili ENSSDUG00000018204
seriola_lalandi_dorsalis ENSSLDG00000014248
anabas_testudineus ENSATEG00000013145
esox_lucius ENSELUG00000007316
paramormyrops_kingsleyae ENSPKIG00000006618
lepisosteus_oculatus ENSLOCG00000017388
bos_taurus ENSBTAG00000053079
sus_scrofa ENSSSCG00000032744
equus_caballus ENSECAG00000038863
dasypus_novemcinctus ENSDNOG00000045618
phascolarctos_cinereus ENSPCIG00000016662
monodelphis_domestica ENSMODG00000024685
ornithorhynchus_anatinus ENSOANG00000020597
gallus_gallus ENSGALG00000042238
coturnix_japonica ENSCJPG00005005776
calidris_pygmaea ENSCPGG00000006774
gopherus_agassizii ENSGAGG00000017703
notechis_scutatus ENSNSUG00000014228
latimeria_chalumnae ENSLACG00000005732
