pan_troglodytes ENSPTRG00000020913
pan_paniscus ENSPPAG00000028766
gorilla_gorilla ENSGGOG00000042116
homo_sapiens ENSG00000137078
pongo_abelii ENSPPYG00000019093
nomascus_leucogenys ENSNLEG00000032199
rhinopithecus_roxellana ENSRROG00000034850
rhinopithecus_bieti ENSRBIG00000044658
piliocolobus_tephrosceles ENSPTEG00000020009
colobus_angolensis_palliatus ENSCANG00000033992
macaca_fascicularis ENSMFAG00000033286
macaca_nemestrina ENSMNEG00000029833
macaca_mulatta ENSMMUG00000047202
papio_anubis ENSPANG00000025424
theropithecus_gelada ENSTGEG00000007028
mandrillus_leucophaeus ENSMLEG00000038174
cercocebus_atys ENSCATG00000035270
chlorocebus_sabaeus ENSCSAG00000010386
cebus_capucinus ENSCCAG00000033988
saimiri_boliviensis_boliviensis ENSSBOG00000035241
callithrix_jacchus ENSCJAG00000038382
aotus_nancymaae ENSANAG00000020064
carlito_syrichta ENSTSYG00000029476
prolemur_simus ENSPSMG00000004612
propithecus_coquereli ENSPCOG00000024863
microcebus_murinus ENSMICG00000041425
otolemur_garnettii ENSOGAG00000027620
spermophilus_dauricus ENSSDAG00000022031
ictidomys_tridecemlineatus ENSSTOG00000021283
urocitellus_parryii ENSUPAG00010017922
marmota_marmota_marmota ENSMMMG00000007035
heterocephalus_glaber_male ENSHGLG00100015077
heterocephalus_glaber_female ENSHGLG00000002917
fukomys_damarensis ENSFDAG00000010178
cavia_porcellus ENSCPOG00000031973
cavia_aperea ENSCAPG00000013804
chinchilla_lanigera ENSCLAG00000002662
octodon_degus ENSODEG00000014721
castor_canadensis ENSCCNG00000005246
dipodomys_ordii ENSDORG00000029675
mus_spicilegus ENSMSIG00000018691
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026897
mus_musculus ENSMUSG00000028460
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025936
mus_pahari MGP_PahariEiJ_G0024081
rattus_norvegicus ENSRNOG00000021546
meriones_unguiculatus ENSMUGG00000005787
peromyscus_maniculatus_bairdii ENSPEMG00000014038
microtus_ochrogaster ENSMOCG00000012462
cricetulus_griseus_crigri-picr ENSCGRG00015001164
cricetulus_griseus_crigri ENSCGRG00000006468
cricetulus_griseus_chok1gshd ENSCGRG00001002139
mesocricetus_auratus ENSMAUG00000015412
nannospalax_galili ENSNGAG00000020498
jaculus_jaculus ENSJJAG00000005825
pteropus_vampyrus ENSPVAG00000017075
myotis_lucifugus ENSMLUG00000010884
equus_caballus ENSECAG00000008948
equus_asinus_asinus ENSEASG00005013968
ursus_maritimus ENSUMAG00000006752
ailuropoda_melanoleuca ENSAMEG00000009502
ursus_americanus ENSUAMG00000025208
neovison_vison ENSNVIG00000016494
canis_lupus_familiaris ENSCAFG00000002063
canis_lupus_dingo ENSCAFG00020016622
panthera_tigris_altaica ENSPTIG00000011176
panthera_pardus ENSPPRG00000006573
felis_catus ENSFCAG00000045746
ovis_aries ENSOARG00000011944
capra_hircus ENSCHIG00000021361
bos_mutus ENSBMUG00000024017
bos_taurus ENSBTAG00000011411
bison_bison_bison ENSBBBG00000016612
vicugna_pacos ENSVPAG00000004221
sus_scrofa ENSSSCG00000005312
tursiops_truncatus ENSTTRG00000011918
choloepus_hoffmanni ENSCHOG00000007595
ochotona_princeps ENSOPRG00000012701
sorex_araneus ENSSARG00000009853
dasypus_novemcinctus ENSDNOG00000023764
oryctolagus_cuniculus ENSOCUG00000027505
procavia_capensis ENSPCAG00000013203
loxodonta_africana ENSLAFG00000002459
echinops_telfairi ENSETEG00000003471
notamacropus_eugenii ENSMEUG00000005024
sarcophilus_harrisii ENSSHAG00000014677
ornithorhynchus_anatinus ENSOANG00000007473
