junco_hyemalis ENSJHYG00000005079
zonotrichia_albicollis ENSZALG00000005981
lonchura_striata ENSLSDG00000009126
taeniopygia_guttata ENSTGUG00000005350
lepidothrix_coronata ENSLCOG00000011660
manacus_vitellinus ENSMVIG00005019046
parus_major ENSPMJG00000007688
ficedula_albicollis ENSFALG00000001395
calidris_pugnax ENSCPUG00000000024
melopsittacus_undulatus ENSMUNG00000003100
nothoprocta_perdicaria ENSNPEG00000011798
gallus_gallus ENSGALG00000007555
coturnix_japonica ENSCJPG00005017497
numida_meleagris ENSNMEG00000003468
apteryx_owenii ENSAOWG00000000673
apteryx_haastii ENSAHAG00000004254
apteryx_rowi ENSARWG00000006547
dromaius_novaehollandiae ENSDNVG00000012923
crocodylus_porosus ENSCPRG00005009618
gopherus_agassizii ENSGAGG00000011474
chelonoidis_abingdonii ENSCABG00000006765
chrysemys_picta ENSCPBG00000011823
pelodiscus_sinensis ENSPSIG00000010300
serinus_canaria ENSSCAG00000002043
cyanistes_caeruleus ENSCCEG00000006019
anas_platyrhynchos ENSAPLG00000023542
pogona_vitticeps ENSPVIG00000013009
notechis_scutatus ENSNSUG00000011011
salvator_merianae ENSSMRG00000004053
sphenodon_punctatus ENSSPUG00000012410
monodelphis_domestica ENSMODG00000004080
monodelphis_domestica ENSMODG00000038046
vombatus_ursinus ENSVURG00010024576
phascolarctos_cinereus ENSPCIG00000009078
sarcophilus_harrisii ENSSHAG00000003096
procavia_capensis ENSPCAG00000001048
echinops_telfairi ENSETEG00000002870
loxodonta_africana ENSLAFG00000007682
dasypus_novemcinctus ENSDNOG00000041164
myotis_lucifugus ENSMLUG00000011181
ovis_aries ENSOARG00000017488
neovison_vison ENSNVIG00000011596
canis_lupus ENSCAFG00000010700
heterocephalus_glaber ENSHGLG00000011461
heterocephalus_glaber ENSHGLG00100008216
fukomys_damarensis ENSFDAG00000010914
chinchilla_lanigera ENSCLAG00000014981
octodon_degus ENSODEG00000017314
cavia_porcellus ENSCPOG00000032886
cavia_aperea ENSCAPG00000012682
marmota_marmota ENSMMMG00000003262
ictidomys_tridecemlineatus ENSSTOG00000000408
urocitellus_parryii ENSUPAG00010007111
spermophilus_dauricus ENSSDAG00000005755
castor_canadensis ENSCCNG00000023708
dipodomys_ordii ENSDORG00000029122
mus_spicilegus ENSMSIG00000029529
mus_spretus MGP_SPRETEiJ_G0031868
mus_musculus ENSMUSG00000070348
mus_caroli MGP_CAROLIEiJ_G0030761
mus_pahari MGP_PahariEiJ_G0013956
