tursiops_truncatus ENSTTRG00000013109
vicugna_pacos ENSVPAG00000002093
bos_mutus ENSBMUG00000009213
bos_taurus ENSBTAG00000000966
bison_bison_bison ENSBBBG00000000343
ovis_aries ENSOARG00000021003
capra_hircus ENSCHIG00000014652
bos_taurus ENSBTAG00000046389
bos_mutus ENSBMUG00000010426
bison_bison_bison ENSBBBG00000000414
ovis_aries ENSOARG00000021002
capra_hircus ENSCHIG00000009324
equus_asinus_asinus ENSEASG00005014790
equus_caballus ENSECAG00000031528
ursus_maritimus ENSUMAG00000016266
ailuropoda_melanoleuca ENSAMEG00000004634
neovison_vison ENSNVIG00000010187
mustela_putorius_furo ENSMPUG00000006478
canis_lupus_familiaris ENSCAFG00000013459
vulpes_vulpes ENSVVUG00000005139
panthera_pardus ENSPPRG00000015230
panthera_tigris_altaica ENSPTIG00000011648
felis_catus ENSFCAG00000044628
erinaceus_europaeus ENSEEUG00000006319
sorex_araneus ENSSARG00000009284
erinaceus_europaeus ENSEEUG00000010251
sorex_araneus ENSSARG00000004180
myotis_lucifugus ENSMLUG00000014409
pteropus_vampyrus ENSPVAG00000007240
pteropus_vampyrus ENSPVAG00000014606
pteropus_vampyrus ENSPVAG00000004977
pteropus_vampyrus ENSPVAG00000012386
erinaceus_europaeus ENSEEUG00000010787
sus_scrofa ENSSSCG00000000642
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029980
mus_spicilegus ENSMSIG00000030092
mus_musculus ENSMUSG00000030165
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028936
mus_pahari MGP_PahariEiJ_G0022699
rattus_norvegicus ENSRNOG00000060246
meriones_unguiculatus ENSMUGG00000011449
cricetulus_griseus_chok1gshd ENSCGRG00001021371
cricetulus_griseus_crigri-picr ENSCGRG00015025547
cricetulus_griseus_crigri ENSCGRG00000018095
mesocricetus_auratus ENSMAUG00000015760
microtus_ochrogaster ENSMOCG00000019998
castor_canadensis ENSCCNG00000030050
urocitellus_parryii ENSUPAG00010003956
spermophilus_dauricus ENSSDAG00000020891
ictidomys_tridecemlineatus ENSSTOG00000033414
marmota_marmota_marmota ENSMMMG00000021690
chinchilla_lanigera ENSCLAG00000015230
cavia_porcellus ENSCPOG00000009595
fukomys_damarensis ENSFDAG00000009146
heterocephalus_glaber_male ENSHGLG00100004896
octodon_degus ENSODEG00000010635
oryctolagus_cuniculus ENSOCUG00000029274
ochotona_princeps ENSOPRG00000003399
tupaia_belangeri ENSTBEG00000008108
pan_troglodytes ENSPTRG00000004671
pan_paniscus ENSPPAG00000041727
homo_sapiens ENSG00000134539
gorilla_gorilla ENSGGOG00000010515
pongo_abelii ENSPPYG00000004270
nomascus_leucogenys ENSNLEG00000003274
colobus_angolensis_palliatus ENSCANG00000032579
piliocolobus_tephrosceles ENSPTEG00000006881
rhinopithecus_bieti ENSRBIG00000025949
rhinopithecus_roxellana ENSRROG00000031803
macaca_fascicularis ENSMFAG00000001286
macaca_mulatta ENSMMUG00000018298
macaca_nemestrina ENSMNEG00000044683
theropithecus_gelada ENSTGEG00000003323
papio_anubis ENSPANG00000006738
cercocebus_atys ENSCATG00000032211
mandrillus_leucophaeus ENSMLEG00000038304
chlorocebus_sabaeus ENSCSAG00000009068
cebus_capucinus ENSCCAG00000023991
saimiri_boliviensis_boliviensis ENSSBOG00000023773
callithrix_jacchus ENSCJAG00000021669
aotus_nancymaae ENSANAG00000023550
carlito_syrichta ENSTSYG00000004366
prolemur_simus ENSPSMG00000023770
prolemur_simus ENSPSMG00000002902
prolemur_simus ENSPSMG00000023727
prolemur_simus ENSPSMG00000008859
prolemur_simus ENSPSMG00000003984
propithecus_coquereli ENSPCOG00000012917
microcebus_murinus ENSMICG00000032546
prolemur_simus ENSPSMG00000009014
otolemur_garnettii ENSOGAG00000016577
otolemur_garnettii ENSOGAG00000003292
otolemur_garnettii ENSOGAG00000004802
echinops_telfairi ENSETEG00000008712
echinops_telfairi ENSETEG00000019424
echinops_telfairi ENSETEG00000007824
loxodonta_africana ENSLAFG00000021476
procavia_capensis ENSPCAG00000007118
loxodonta_africana ENSLAFG00000002613
echinops_telfairi ENSETEG00000016340
procavia_capensis ENSPCAG00000009157
procavia_capensis ENSPCAG00000011719
dasypus_novemcinctus ENSDNOG00000009640
dasypus_novemcinctus ENSDNOG00000012820
dasypus_novemcinctus ENSDNOG00000046475
choloepus_hoffmanni ENSCHOG00000002658
choloepus_hoffmanni ENSCHOG00000000276
dasypus_novemcinctus ENSDNOG00000009809
dasypus_novemcinctus ENSDNOG00000034296
choloepus_hoffmanni ENSCHOG00000006221
