vombatus_ursinus ENSVURG00010020330
sarcophilus_harrisii ENSSHAG00000005426
monodelphis_domestica ENSMODG00000029771
equus_caballus ENSECAG00000013643
equus_asinus ENSEASG00005011665
equus_asinus ENSEASG00005011609
equus_caballus ENSECAG00000034174
equus_caballus ENSECAG00000035537
ursus_maritimus ENSUMAG00000010630
ursus_maritimus ENSUMAG00000018558
ursus_americanus ENSUAMG00000016120
ursus_maritimus ENSUMAG00000002228
ailuropoda_melanoleuca ENSAMEG00000007052
neovison_vison ENSNVIG00000020420
mustela_putorius ENSMPUG00000007384
panthera_tigris ENSPTIG00000004399
equus_asinus ENSEASG00005011589
equus_caballus ENSECAG00000040216
bos_taurus ENSBTAG00000049734
bos_indicus ENSBIXG00000002726
bos_indicus ENSBIXG00000022798
bos_indicus ENSBIXG00005022009
bos_taurus ENSBTAG00000051624
bos_indicus ENSBIXG00000022881
bos_taurus ENSBTAG00000052371
bos_indicus ENSBIXG00000022934
bos_indicus ENSBIXG00005022717
bos_mutus ENSBMUG00000003388
bison_bison ENSBBBG00000017034
castor_canadensis ENSCCNG00000008293
castor_canadensis ENSCCNG00000017110
castor_canadensis ENSCCNG00000004331
marmota_marmota ENSMMMG00000013979
spermophilus_dauricus ENSSDAG00000018678
cebus_capucinus ENSCCAG00000011309
callithrix_jacchus ENSCJAG00000052937
aotus_nancymaae ENSANAG00000016117
pan_paniscus ENSPPAG00000032759
pan_troglodytes ENSPTRG00000046905
homo_sapiens ENSG00000211800
gorilla_gorilla ENSGGOG00000037698
nomascus_leucogenys ENSNLEG00000034220
rhinopithecus_bieti ENSRBIG00000015225
rhinopithecus_roxellana ENSRROG00000018331
macaca_nemestrina ENSMNEG00000027244
macaca_fascicularis ENSMFAG00000005538
macaca_mulatta ENSMMUG00000042599
mandrillus_leucophaeus ENSMLEG00000002375
cercocebus_atys ENSCATG00000016119
theropithecus_gelada ENSTGEG00000017147
papio_anubis ENSPANG00000034259
chlorocebus_sabaeus ENSCSAG00000016385
colobus_angolensis ENSCANG00000018494
piliocolobus_tephrosceles ENSPTEG00000022025
dasypus_novemcinctus ENSDNOG00000048104
dasypus_novemcinctus ENSDNOG00000043772
castor_canadensis ENSCCNG00000004758
spermophilus_dauricus ENSSDAG00000018259
homo_sapiens ENSG00000211781
dasypus_novemcinctus ENSDNOG00000036966
prolemur_simus ENSPSMG00000001833
prolemur_simus ENSPSMG00000012655
otolemur_garnettii ENSOGAG00000030649
gorilla_gorilla ENSGGOG00000037745
homo_sapiens ENSG00000211815
pan_troglodytes ENSPTRG00000047747
pan_paniscus ENSPPAG00000032956
pongo_abelii ENSPPYG00000005631
nomascus_leucogenys ENSNLEG00000033391
rhinopithecus_bieti ENSRBIG00000008171
rhinopithecus_roxellana ENSRROG00000019759
piliocolobus_tephrosceles ENSPTEG00000021652
colobus_angolensis ENSCANG00000019044
papio_anubis ENSPANG00000026146
theropithecus_gelada ENSTGEG00000017379
cercocebus_atys ENSCATG00000022068
macaca_fascicularis ENSMFAG00000009345
macaca_mulatta ENSMMUG00000048706
macaca_nemestrina ENSMNEG00000004459
mandrillus_leucophaeus ENSMLEG00000028001
chlorocebus_sabaeus ENSCSAG00000016329
cebus_capucinus ENSCCAG00000013691
callithrix_jacchus ENSCJAG00000069350
urocitellus_parryii ENSUPAG00010011419
capra_hircus ENSCHIG00000015670
ovis_aries ENSOARG00000019473
bos_indicus ENSBIXG00005023702
sus_scrofa ENSSSCG00000027788
neovison_vison ENSNVIG00000020457
vulpes_vulpes ENSVVUG00000024581
felis_catus ENSFCAG00000052250
dasypus_novemcinctus ENSDNOG00000032752
pan_paniscus ENSPPAG00000007656
pan_troglodytes ENSPTRG00000052361
gorilla_gorilla ENSGGOG00000039534
homo_sapiens ENSG00000256553
pongo_abelii ENSPPYG00000005605
nomascus_leucogenys ENSNLEG00000029304
chlorocebus_sabaeus ENSCSAG00000016456
cebus_capucinus ENSCCAG00000000750
saimiri_boliviensis ENSSBOG00000007658
aotus_nancymaae ENSANAG00000016314
pan_troglodytes ENSPTRG00000049725
pan_paniscus ENSPPAG00000008095
homo_sapiens ENSG00000255569
gorilla_gorilla ENSGGOG00000037205
pongo_abelii ENSPPYG00000005604
nomascus_leucogenys ENSNLEG00000032126
macaca_fascicularis ENSMFAG00000026947
macaca_nemestrina ENSMNEG00000000149
macaca_mulatta ENSMMUG00000039792
theropithecus_gelada ENSTGEG00000016665
cercocebus_atys ENSCATG00000006047
papio_anubis ENSPANG00000033912
mandrillus_leucophaeus ENSMLEG00000009817
rhinopithecus_roxellana ENSRROG00000025446
rhinopithecus_bieti ENSRBIG00000020335
piliocolobus_tephrosceles ENSPTEG00000022634
colobus_angolensis ENSCANG00000018607
mus_spretus MGP_SPRETEiJ_G0002334
mus_caroli MGP_CAROLIEiJ_G0002214
mus_musculus ENSMUSG00000076758
mus_pahari MGP_PahariEiJ_G0002067
bos_indicus ENSBIXG00000004447
bos_indicus ENSBIXG00005003681
ovis_aries ENSOARG00000019606
gopherus_agassizii ENSGAGG00000017433
chelonoidis_abingdonii ENSCABG00000002593
chrysemys_picta ENSCPBG00000015125
chrysemys_picta ENSCPBG00000004770
callorhinchus_milii ENSCMIG00000014302
callorhinchus_milii ENSCMIG00000001328
