seriola_dumerili ENSSDUG00000013390
stegastes_partitus ENSSPAG00000002449
labrus_bergylta ENSLBEG00000005264
labrus_bergylta ENSLBEG00000022121
oryzias_melastigma ENSOMEG00000014672
oryzias_melastigma ENSOMEG00000007538
oryzias_latipes ENSORLG00000029306
oryzias_latipes_asm223469v1 ENSORLG00015000212
oryzias_melastigma ENSOMEG00000020115
amphilophus_citrinellus ENSACIG00000019189
labrus_bergylta ENSLBEG00000028657
labrus_bergylta ENSLBEG00000011896
poecilia_formosa ENSPFOG00000005916
poecilia_formosa ENSPFOG00000000313
amphiprion_percula ENSAPEG00000004302
astatotilapia_calliptera ENSACLG00000012071
maylandia_zebra ENSMZEG00005026871
neolamprologus_brichardi ENSNBRG00000001424
oryzias_latipes ENSORLG00020016590
oryzias_latipes ENSORLG00020002568
oryzias_latipes ENSORLG00020012274
oryzias_latipes ENSORLG00020012744
oryzias_latipes ENSORLG00000022168
mastacembelus_armatus ENSMAMG00000022195
