amphiprion_percula ENSAPEG00000010334
acanthochromis_polyacanthus ENSAPOG00000020094
fundulus_heteroclitus ENSFHEG00000013940
cyprinodon_variegatus ENSCVAG00000021864
xiphophorus_couchianus ENSXCOG00000019008
xiphophorus_maculatus ENSXMAG00000022093
gambusia_affinis ENSGAFG00000005294
poecilia_latipinna ENSPLAG00000012435
poecilia_mexicana ENSPMEG00000011636
poecilia_latipinna ENSPLAG00000012455
poecilia_reticulata ENSPREG00000016944
xiphophorus_couchianus ENSXCOG00000019011
xiphophorus_maculatus ENSXMAG00000029762
fundulus_heteroclitus ENSFHEG00000013957
poecilia_mexicana ENSPMEG00000006500
poecilia_mexicana ENSPMEG00000002580
poecilia_latipinna ENSPLAG00000000276
poecilia_reticulata ENSPREG00000016952
fundulus_heteroclitus ENSFHEG00000013976
cyprinodon_variegatus ENSCVAG00000021921
cyprinodon_variegatus ENSCVAG00000021881
fundulus_heteroclitus ENSFHEG00000000332
poecilia_latipinna ENSPLAG00000012447
poecilia_mexicana ENSPMEG00000006489
poecilia_reticulata ENSPREG00000016938
xiphophorus_couchianus ENSXCOG00000019010
monopterus_albus ENSMALG00000016082
hippocampus_comes ENSHCOG00000000372
