pygocentrus_nattereri ENSPNAG00000019706
astyanax_mexicanus ENSAMXG00000000857
ictalurus_punctatus ENSIPUG00000004194
anabas_testudineus ENSATEG00000000640
mastacembelus_armatus ENSMAMG00000005052
monopterus_albus ENSMALG00000009723
labrus_bergylta ENSLBEG00000025591
seriola_lalandi_dorsalis ENSSLDG00000005057
seriola_dumerili ENSSDUG00000011149
scophthalmus_maximus ENSSMAG00000001325
acanthochromis_polyacanthus ENSAPOG00000023866
stegastes_partitus ENSSPAG00000012910
amphiprion_percula ENSAPEG00000012355
amphiprion_ocellaris ENSAOCG00000016485
maylandia_zebra ENSMZEG00005003600
astatotilapia_calliptera ENSACLG00000027391
haplochromis_burtoni ENSHBUG00000015139
pundamilia_nyererei ENSPNYG00000008282
oreochromis_niloticus ENSONIG00000012041
neolamprologus_brichardi ENSNBRG00000013695
amphilophus_citrinellus ENSACIG00000019035
poecilia_formosa ENSPFOG00000015634
poecilia_latipinna ENSPLAG00000017537
poecilia_mexicana ENSPMEG00000023634
poecilia_reticulata ENSPREG00000008395
xiphophorus_maculatus ENSXMAG00000007815
xiphophorus_couchianus ENSXCOG00000017473
gambusia_affinis ENSGAFG00000005991
cyprinodon_variegatus ENSCVAG00000000564
fundulus_heteroclitus ENSFHEG00000019126
kryptolebias_marmoratus ENSKMAG00000013069
oryzias_latipes ENSORLG00020018957
oryzias_latipes_asm223469v1 ENSORLG00015016887
oryzias_latipes ENSORLG00000004413
oryzias_melastigma ENSOMEG00000000847
hippocampus_comes ENSHCOG00000013728
gasterosteus_aculeatus ENSGACG00000014949
tetraodon_nigroviridis ENSTNIG00000014270
takifugu_rubripes ENSTRUG00000012817
periophthalmus_magnuspinnatus ENSPMGG00000020499
paramormyrops_kingsleyae ENSPKIG00000015074
scleropages_formosus ENSSFOG00015016163
lepisosteus_oculatus ENSLOCG00000016748
latimeria_chalumnae ENSLACG00000006115
danio_rerio ENSDARG00000086620
mus_pahari MGP_PahariEiJ_G0029289
pogona_vitticeps ENSPVIG00000013367
sphenodon_punctatus ENSSPUG00000013671
gopherus_agassizii ENSGAGG00000018251
chelonoidis_abingdonii ENSCABG00000013280
chrysemys_picta_bellii ENSCPBG00000003369
nothoprocta_perdicaria ENSNPEG00000015979
loxodonta_africana ENSLAFG00000006746
procavia_capensis ENSPCAG00000016984
echinops_telfairi ENSETEG00000001555
equus_asinus_asinus ENSEASG00005009119
equus_caballus ENSECAG00000021347
erinaceus_europaeus ENSEEUG00000007508
tursiops_truncatus ENSTTRG00000012528
vicugna_pacos ENSVPAG00000001993
sus_scrofa ENSSSCG00000028672
ovis_aries ENSOARG00000019373
ursus_maritimus ENSUMAG00000020278
ursus_americanus ENSUAMG00000007196
ailuropoda_melanoleuca ENSAMEG00000001253
canis_lupus_familiaris ENSCAFG00000032304
canis_lupus_familiaris ENSCAFG00000005150
canis_lupus_dingo ENSCAFG00020024113
vulpes_vulpes ENSVVUG00000017085
panthera_pardus ENSPPRG00000001241
panthera_tigris_altaica ENSPTIG00000005788
pteropus_vampyrus ENSPVAG00000015215
castor_canadensis ENSCCNG00000003481
dipodomys_ordii ENSDORG00000005095
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028088
mus_spicilegus ENSMSIG00000016221
mus_musculus ENSMUSG00000059434
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027092
rattus_norvegicus ENSRNOG00000048874
meriones_unguiculatus ENSMUGG00000027009
cricetulus_griseus_crigri-picr ENSCGRG00015025410
cricetulus_griseus_crigri ENSCGRG00000002314
cricetulus_griseus_chok1gshd ENSCGRG00001022747
mesocricetus_auratus ENSMAUG00000017633
peromyscus_maniculatus_bairdii ENSPEMG00000018937
nannospalax_galili ENSNGAG00000018158
cavia_porcellus ENSCPOG00000008207
cavia_aperea ENSCAPG00000002681
octodon_degus ENSODEG00000009954
chinchilla_lanigera ENSCLAG00000008563
heterocephalus_glaber_female ENSHGLG00000018205
heterocephalus_glaber_male ENSHGLG00100015558
fukomys_damarensis ENSFDAG00000005948
urocitellus_parryii ENSUPAG00010005928
ictidomys_tridecemlineatus ENSSTOG00000005043
marmota_marmota_marmota ENSMMMG00000020379
spermophilus_dauricus ENSSDAG00000006778
oryctolagus_cuniculus ENSOCUG00000013748
ochotona_princeps ENSOPRG00000012928
tupaia_belangeri ENSTBEG00000003971
propithecus_coquereli ENSPCOG00000016609
microcebus_murinus ENSMICG00000015947
prolemur_simus ENSPSMG00000001329
otolemur_garnettii ENSOGAG00000009242
gorilla_gorilla ENSGGOG00000012787
homo_sapiens ENSG00000084734
pan_troglodytes ENSPTRG00000011773
pan_paniscus ENSPPAG00000021734
pongo_abelii ENSPPYG00000012542
nomascus_leucogenys ENSNLEG00000003810
macaca_fascicularis ENSMFAG00000000607
macaca_nemestrina ENSMNEG00000028703
macaca_mulatta ENSMMUG00000005102
chlorocebus_sabaeus ENSCSAG00000010098
mandrillus_leucophaeus ENSMLEG00000043023
cercocebus_atys ENSCATG00000033358
theropithecus_gelada ENSTGEG00000024047
papio_anubis ENSPANG00000015581
rhinopithecus_roxellana ENSRROG00000031704
rhinopithecus_bieti ENSRBIG00000032819
colobus_angolensis_palliatus ENSCANG00000033881
cebus_capucinus ENSCCAG00000026461
saimiri_boliviensis_boliviensis ENSSBOG00000000970
callithrix_jacchus ENSCJAG00000000899
aotus_nancymaae ENSANAG00000038486
phascolarctos_cinereus ENSPCIG00000013331
notamacropus_eugenii ENSMEUG00000007103
sarcophilus_harrisii ENSSHAG00000014217
monodelphis_domestica ENSMODG00000015608
xenopus_tropicalis ENSXETG00000031416
petromyzon_marinus ENSPMAG00000009651
ciona_savignyi ENSCSAVG00000008149
ciona_intestinalis ENSCING00000011850
