calidris_pugnax ENSCPUG00000019574
calidris_pygmaea ENSCPGG00000008308
melopsittacus_undulatus ENSMUNG00000006741
serinus_canaria ENSSCAG00000003817
lonchura_striata_domestica ENSLSDG00000017761
zonotrichia_albicollis ENSZALG00000014749
junco_hyemalis ENSJHYG00000009266
parus_major ENSPMJG00000000233
cyanistes_caeruleus ENSCCEG00000011272
ficedula_albicollis ENSFALG00000003889
lepidothrix_coronata ENSLCOG00000010578
manacus_vitellinus ENSMVIG00005017016
anas_platyrhynchos_platyrhynchos ENSAPLG00000016026
anser_brachyrhynchus ENSABRG00000017029
meleagris_gallopavo ENSMGAG00000013386
coturnix_japonica ENSCJPG00005020195
gallus_gallus ENSGALG00000019290
numida_meleagris ENSNMEG00000002113
manacus_vitellinus ENSMVIG00005016160
anser_brachyrhynchus ENSABRG00000017042
apteryx_rowi ENSARWG00000013328
apteryx_rowi ENSARWG00000013331
apteryx_haastii ENSAHAG00000008883
apteryx_owenii ENSAOWG00000015256
dromaius_novaehollandiae ENSDNVG00000004321
nothoprocta_perdicaria ENSNPEG00000015694
notechis_scutatus ENSNSUG00000015268
chrysemys_picta_bellii ENSCPBG00000003017
crocodylus_porosus ENSCPRG00005017375
gopherus_agassizii ENSGAGG00000005806
gopherus_agassizii ENSGAGG00000011185
chelonoidis_abingdonii ENSCABG00000021564
chrysemys_picta_bellii ENSCPBG00000027319
chrysemys_picta_bellii ENSCPBG00000016478
pelodiscus_sinensis ENSPSIG00000018131
sphenodon_punctatus ENSSPUG00000010372
anolis_carolinensis ENSACAG00000025590
salvator_merianae ENSSMRG00000001419
capra_hircus ENSCHIG00000013596
ovis_aries ENSOARG00000011751
bos_taurus ENSBTAG00000038415
bos_mutus ENSBMUG00000007827
bison_bison_bison ENSBBBG00000007830
tursiops_truncatus ENSTTRG00000008843
sus_scrofa ENSSSCG00000000749
sorex_araneus ENSSARG00000002394
erinaceus_europaeus ENSEEUG00000002338
ursus_americanus ENSUAMG00000007785
ursus_maritimus ENSUMAG00000014236
ailuropoda_melanoleuca ENSAMEG00000004584
mustela_putorius_furo ENSMPUG00000018028
neovison_vison ENSNVIG00000005204
canis_lupus_familiaris ENSCAFG00000015756
canis_lupus_dingo ENSCAFG00020014608
vulpes_vulpes ENSVVUG00000018499
panthera_pardus ENSPPRG00000011975
panthera_tigris_altaica ENSPTIG00000008880
felis_catus ENSFCAG00000023244
equus_caballus ENSECAG00000036638
equus_asinus_asinus ENSEASG00005017503
pteropus_vampyrus ENSPVAG00000004767
pan_troglodytes ENSPTRG00000004504
pan_paniscus ENSPPAG00000004813
homo_sapiens ENSG00000111181
gorilla_gorilla ENSGGOG00000007497
pongo_abelii ENSPPYG00000004131
nomascus_leucogenys ENSNLEG00000001794
theropithecus_gelada ENSTGEG00000021258
papio_anubis ENSPANG00000010020
macaca_fascicularis ENSMFAG00000044650
macaca_nemestrina ENSMNEG00000029981
cercocebus_atys ENSCATG00000030050
mandrillus_leucophaeus ENSMLEG00000029838
chlorocebus_sabaeus ENSCSAG00000012072
colobus_angolensis_palliatus ENSCANG00000031581
piliocolobus_tephrosceles ENSPTEG00000033070
rhinopithecus_roxellana ENSRROG00000008067
rhinopithecus_bieti ENSRBIG00000030457
cebus_capucinus ENSCCAG00000026271
saimiri_boliviensis_boliviensis ENSSBOG00000022417
callithrix_jacchus ENSCJAG00000006797
aotus_nancymaae ENSANAG00000032439
carlito_syrichta ENSTSYG00000014185
prolemur_simus ENSPSMG00000024380
microcebus_murinus ENSMICG00000007883
propithecus_coquereli ENSPCOG00000023779
otolemur_garnettii ENSOGAG00000000309
tupaia_belangeri ENSTBEG00000007982
dasypus_novemcinctus ENSDNOG00000041812
echinops_telfairi ENSETEG00000015059
procavia_capensis ENSPCAG00000009297
castor_canadensis ENSCCNG00000018489
dipodomys_ordii ENSDORG00000006148
chinchilla_lanigera ENSCLAG00000016481
octodon_degus ENSODEG00000005897
cavia_porcellus ENSCPOG00000013741
cavia_aperea ENSCAPG00000012461
heterocephalus_glaber_female ENSHGLG00000005175
heterocephalus_glaber_male ENSHGLG00100007066
fukomys_damarensis ENSFDAG00000005996
urocitellus_parryii ENSUPAG00010005251
ictidomys_tridecemlineatus ENSSTOG00000000916
spermophilus_dauricus ENSSDAG00000005840
marmota_marmota_marmota ENSMMMG00000023932
mesocricetus_auratus ENSMAUG00000016005
microtus_ochrogaster ENSMOCG00000014478
cricetulus_griseus_crigri ENSCGRG00000005468
cricetulus_griseus_chok1gshd ENSCGRG00001014552
cricetulus_griseus_crigri-picr ENSCGRG00015012654
peromyscus_maniculatus_bairdii ENSPEMG00000022111
mus_musculus ENSMUSG00000030109
