mus_spicilegus ENSMSIG00000001479
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027584
mus_musculus ENSMUSG00000049410
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026604
mus_pahari MGP_PahariEiJ_G0028937
meriones_unguiculatus ENSMUGG00000020105
microtus_ochrogaster ENSMOCG00000019164
peromyscus_maniculatus_bairdii ENSPEMG00000015866
cricetulus_griseus_crigri ENSCGRG00000006139
cricetulus_griseus_crigri-picr ENSCGRG00015017421
cricetulus_griseus_chok1gshd ENSCGRG00001024633
mesocricetus_auratus ENSMAUG00000020451
nannospalax_galili ENSNGAG00000000967
castor_canadensis ENSCCNG00000023338
canis_lupus_familiaris ENSCAFG00000012496
canis_lupus_dingo ENSCAFG00020021402
vulpes_vulpes ENSVVUG00000011915
mustela_putorius_furo ENSMPUG00000015726
neovison_vison ENSNVIG00000023659
bos_taurus ENSBTAG00000009631
bos_mutus ENSBMUG00000016441
bison_bison_bison ENSBBBG00000014068
capra_hircus ENSCHIG00000023542
ovis_aries ENSOARG00000004628
echinops_telfairi ENSETEG00000004329
phascolarctos_cinereus ENSPCIG00000012692
notamacropus_eugenii ENSMEUG00000000763
monodelphis_domestica ENSMODG00000028134
periophthalmus_magnuspinnatus ENSPMGG00000023001
