takifugu_rubripes ENSTRUG00000014484
tetraodon_nigroviridis ENSTNIG00000016794
mola_mola ENSMMOG00000002993
gasterosteus_aculeatus ENSGACG00000017592
mastacembelus_armatus ENSMAMG00000021731
monopterus_albus ENSMALG00000012627
anabas_testudineus ENSATEG00000014011
scophthalmus_maximus ENSSMAG00000018132
cynoglossus_semilaevis ENSCSEG00000006061
seriola_dumerili ENSSDUG00000016473
seriola_lalandi_dorsalis ENSSLDG00000015407
poecilia_formosa ENSPFOG00000010424
poecilia_mexicana ENSPMEG00000003416
poecilia_latipinna ENSPLAG00000023312
poecilia_reticulata ENSPREG00000015780
xiphophorus_maculatus ENSXMAG00000005281
xiphophorus_couchianus ENSXCOG00000001768
gambusia_affinis ENSGAFG00000000642
cyprinodon_variegatus ENSCVAG00000012241
fundulus_heteroclitus ENSFHEG00000002656
kryptolebias_marmoratus ENSKMAG00000004726
oryzias_latipes ENSORLG00000002744
oryzias_latipes_asm223469v1 ENSORLG00015017592
oryzias_latipes ENSORLG00020018515
oryzias_melastigma ENSOMEG00000019239
maylandia_zebra ENSMZEG00005004352
astatotilapia_calliptera ENSACLG00000016115
haplochromis_burtoni ENSHBUG00000012138
pundamilia_nyererei ENSPNYG00000015364
neolamprologus_brichardi ENSNBRG00000002850
oreochromis_niloticus ENSONIG00000005277
amphilophus_citrinellus ENSACIG00000022213
amphiprion_ocellaris ENSAOCG00000016377
amphiprion_percula ENSAPEG00000010350
acanthochromis_polyacanthus ENSAPOG00000013349
stegastes_partitus ENSSPAG00000010652
hippocampus_comes ENSHCOG00000006877
gadus_morhua ENSGMOG00000012182
esox_lucius ENSELUG00000007921
pygocentrus_nattereri ENSPNAG00000023116
astyanax_mexicanus ENSAMXG00000010493
ictalurus_punctatus ENSIPUG00000002790
danio_rerio ENSDARG00000087994
scleropages_formosus ENSSFOG00015006365
paramormyrops_kingsleyae ENSPKIG00000020219
