labrus_bergylta ENSLBEG00000015081
gasterosteus_aculeatus ENSGACG00000020575
mola_mola ENSMMOG00000010203
mastacembelus_armatus ENSMAMG00000013404
monopterus_albus ENSMALG00000014015
anabas_testudineus ENSATEG00000002306
seriola_dumerili ENSSDUG00000013058
seriola_lalandi_dorsalis ENSSLDG00000021406
scophthalmus_maximus ENSSMAG00000018066
poecilia_formosa ENSPFOG00000016886
poecilia_latipinna ENSPLAG00000017559
poecilia_mexicana ENSPMEG00000007643
poecilia_reticulata ENSPREG00000012412
xiphophorus_maculatus ENSXMAG00000017524
xiphophorus_couchianus ENSXCOG00000011896
gambusia_affinis ENSGAFG00000019466
cyprinodon_variegatus ENSCVAG00000019250
fundulus_heteroclitus ENSFHEG00000017689
kryptolebias_marmoratus ENSKMAG00000004221
oryzias_latipes ENSORLG00000004320
oryzias_latipes_asm223469v1 ENSORLG00015018077
oryzias_latipes ENSORLG00020011994
oryzias_melastigma ENSOMEG00000014322
astatotilapia_calliptera ENSACLG00000002255
maylandia_zebra ENSMZEG00005024358
haplochromis_burtoni ENSHBUG00000007774
pundamilia_nyererei ENSPNYG00000022989
neolamprologus_brichardi ENSNBRG00000011936
oreochromis_niloticus ENSONIG00000004667
amphilophus_citrinellus ENSACIG00000008857
amphiprion_ocellaris ENSAOCG00000009835
amphiprion_percula ENSAPEG00000021010
acanthochromis_polyacanthus ENSAPOG00000002809
stegastes_partitus ENSSPAG00000006812
stegastes_partitus ENSSPAG00000017029
takifugu_rubripes ENSTRUG00000006907
tetraodon_nigroviridis ENSTNIG00000009940
cynoglossus_semilaevis ENSCSEG00000019614
periophthalmus_magnuspinnatus ENSPMGG00000016831
hippocampus_comes ENSHCOG00000012774
gadus_morhua ENSGMOG00000014852
esox_lucius ENSELUG00000009731
pygocentrus_nattereri ENSPNAG00000021119
astyanax_mexicanus ENSAMXG00000008208
ictalurus_punctatus ENSIPUG00000010691
danio_rerio ENSDARG00000025011
scleropages_formosus ENSSFOG00015006095
paramormyrops_kingsleyae ENSPKIG00000022603
lepisosteus_oculatus ENSLOCG00000009230
pan_troglodytes ENSPTRG00000023787
pan_troglodytes ENSPTRG00000048135
pan_paniscus ENSPPAG00000026784
homo_sapiens ENSG00000159082
gorilla_gorilla ENSGGOG00000015945
pongo_abelii ENSPPYG00000011365
nomascus_leucogenys ENSNLEG00000003734
papio_anubis ENSPANG00000022531
theropithecus_gelada ENSTGEG00000027256
cercocebus_atys ENSCATG00000033891
mandrillus_leucophaeus ENSMLEG00000037029
macaca_mulatta ENSMMUG00000004624
macaca_fascicularis ENSMFAG00000018883
macaca_nemestrina ENSMNEG00000040077
chlorocebus_sabaeus ENSCSAG00000009654
colobus_angolensis_palliatus ENSCANG00000031359
piliocolobus_tephrosceles ENSPTEG00000012150
rhinopithecus_roxellana ENSRROG00000039256
rhinopithecus_bieti ENSRBIG00000034477
cebus_capucinus ENSCCAG00000020825
saimiri_boliviensis_boliviensis ENSSBOG00000021001
callithrix_jacchus ENSCJAG00000009187
aotus_nancymaae ENSANAG00000027325
carlito_syrichta ENSTSYG00000014541
microcebus_murinus ENSMICG00000034953
prolemur_simus ENSPSMG00000008973
propithecus_coquereli ENSPCOG00000024841
otolemur_garnettii ENSOGAG00000006010
tupaia_belangeri ENSTBEG00000016298
dipodomys_ordii ENSDORG00000014735
castor_canadensis ENSCCNG00000029221
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021857
mus_musculus ENSMUSG00000022973
mus_spicilegus ENSMSIG00000016178
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020951
mus_pahari MGP_PahariEiJ_G0016656
rattus_norvegicus ENSRNOG00000002051
meriones_unguiculatus ENSMUGG00000012587
cricetulus_griseus_crigri-picr ENSCGRG00015013383
cricetulus_griseus_chok1gshd ENSCGRG00001010861
cricetulus_griseus_crigri ENSCGRG00000015749
mesocricetus_auratus ENSMAUG00000009743
peromyscus_maniculatus_bairdii ENSPEMG00000018767
nannospalax_galili ENSNGAG00000000453
jaculus_jaculus ENSJJAG00000020168
chinchilla_lanigera ENSCLAG00000009796
octodon_degus ENSODEG00000002409
cavia_porcellus ENSCPOG00000012182
cavia_aperea ENSCAPG00000014483
heterocephalus_glaber_male ENSHGLG00100012591
heterocephalus_glaber_female ENSHGLG00000006420
fukomys_damarensis ENSFDAG00000016818
ictidomys_tridecemlineatus ENSSTOG00000015806
urocitellus_parryii ENSUPAG00010001714
spermophilus_dauricus ENSSDAG00000009350
marmota_marmota_marmota ENSMMMG00000000553
oryctolagus_cuniculus ENSOCUG00000001420
ochotona_princeps ENSOPRG00000013602
capra_hircus ENSCHIG00000005095
ovis_aries ENSOARG00000013414
bos_mutus ENSBMUG00000008123
bos_taurus ENSBTAG00000003063
bison_bison_bison ENSBBBG00000007094
tursiops_truncatus ENSTTRG00000002222
sus_scrofa ENSSSCG00000012035
vicugna_pacos ENSVPAG00000001241
sorex_araneus ENSSARG00000009490
erinaceus_europaeus ENSEEUG00000005150
ursus_americanus ENSUAMG00000018606
ursus_maritimus ENSUMAG00000018419
ailuropoda_melanoleuca ENSAMEG00000015028
mustela_putorius_furo ENSMPUG00000001153
neovison_vison ENSNVIG00000005184
canis_lupus_familiaris ENSCAFG00000009041
canis_lupus_dingo ENSCAFG00020025776
vulpes_vulpes ENSVVUG00000023125
panthera_pardus ENSPPRG00000023469
panthera_tigris_altaica ENSPTIG00000007930
felis_catus ENSFCAG00000012498
equus_asinus_asinus ENSEASG00005006287
equus_caballus ENSECAG00000004829
pteropus_vampyrus ENSPVAG00000000892
myotis_lucifugus ENSMLUG00000005764
myotis_lucifugus ENSMLUG00000026584
procavia_capensis ENSPCAG00000009906
loxodonta_africana ENSLAFG00000011806
echinops_telfairi ENSETEG00000018674
choloepus_hoffmanni ENSCHOG00000012390
dasypus_novemcinctus ENSDNOG00000010732
phascolarctos_cinereus ENSPCIG00000016372
notamacropus_eugenii ENSMEUG00000004158
sarcophilus_harrisii ENSSHAG00000008538
monodelphis_domestica ENSMODG00000021073
ornithorhynchus_anatinus ENSOANG00000006929
gopherus_agassizii ENSGAGG00000022523
chelonoidis_abingdonii ENSCABG00000008549
chrysemys_picta_bellii ENSCPBG00000006402
crocodylus_porosus ENSCPRG00005014469
notechis_scutatus ENSNSUG00000017213
notechis_scutatus ENSNSUG00000017211
anolis_carolinensis ENSACAG00000003006
anolis_carolinensis ENSACAG00000023409
pogona_vitticeps ENSPVIG00000008494
salvator_merianae ENSSMRG00000023061
sphenodon_punctatus ENSSPUG00000012552
calidris_pugnax ENSCPUG00000012633
calidris_pygmaea ENSCPGG00000015852
lonchura_striata_domestica ENSLSDG00000004551
taeniopygia_guttata ENSTGUG00000013445
parus_major ENSPMJG00000002830
cyanistes_caeruleus ENSCCEG00000004424
serinus_canaria ENSSCAG00000008647
ficedula_albicollis ENSFALG00000004680
zonotrichia_albicollis ENSZALG00000009451
junco_hyemalis ENSJHYG00000015319
manacus_vitellinus ENSMVIG00005001390
lepidothrix_coronata ENSLCOG00000010843
melopsittacus_undulatus ENSMUNG00000006118
anas_platyrhynchos_platyrhynchos ENSAPLG00000019817
anas_platyrhynchos_platyrhynchos ENSAPLG00000011832
anser_brachyrhynchus ENSABRG00000015188
gallus_gallus ENSGALG00000034317
coturnix_japonica ENSCJPG00005005212
meleagris_gallopavo ENSMGAG00000014522
numida_meleagris ENSNMEG00000011169
apteryx_haastii ENSAHAG00000018938
apteryx_rowi ENSARWG00000013748
apteryx_owenii ENSAOWG00000008932
dromaius_novaehollandiae ENSDNVG00000008754
nothoprocta_perdicaria ENSNPEG00000009146
xenopus_tropicalis ENSXETG00000009899
latimeria_chalumnae ENSLACG00000005928
eptatretus_burgeri ENSEBUG00000013910
eptatretus_burgeri ENSEBUG00000016247
petromyzon_marinus ENSPMAG00000002887
