notechis_scutatus ENSNSUG00000009566
chrysemys_picta_bellii ENSCPBG00000018023
ursus_maritimus ENSUMAG00000006328
ursus_americanus ENSUAMG00000007405
ailuropoda_melanoleuca ENSAMEG00000004872
neovison_vison ENSNVIG00000000229
mustela_putorius_furo ENSMPUG00000006446
canis_lupus_dingo ENSCAFG00020021653
canis_lupus_familiaris ENSCAFG00000001645
vulpes_vulpes ENSVVUG00000010379
panthera_pardus ENSPPRG00000003232
panthera_tigris_altaica ENSPTIG00000016417
felis_catus ENSFCAG00000000950
sorex_araneus ENSSARG00000005386
equus_caballus ENSECAG00000020282
equus_asinus_asinus ENSEASG00005008539
pteropus_vampyrus ENSPVAG00000006633
myotis_lucifugus ENSMLUG00000001293
bos_mutus ENSBMUG00000002479
bos_taurus ENSBTAG00000024291
bison_bison_bison ENSBBBG00000013741
capra_hircus ENSCHIG00000018576
ovis_aries ENSOARG00000002963
tursiops_truncatus ENSTTRG00000014601
vicugna_pacos ENSVPAG00000005075
sus_scrofa ENSSSCG00000016583
castor_canadensis ENSCCNG00000030205
dipodomys_ordii ENSDORG00000010506
mus_spicilegus ENSMSIG00000024563
mus_musculus ENSMUSG00000079652
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029166
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028166
mus_pahari MGP_PahariEiJ_G0021924
rattus_norvegicus ENSRNOG00000039383
meriones_unguiculatus ENSMUGG00000024831
cricetulus_griseus_crigri-picr ENSCGRG00015025826
cricetulus_griseus_crigri ENSCGRG00000009980
cricetulus_griseus_chok1gshd ENSCGRG00001000260
mesocricetus_auratus ENSMAUG00000017274
microtus_ochrogaster ENSMOCG00000010184
nannospalax_galili ENSNGAG00000010614
urocitellus_parryii ENSUPAG00010001961
spermophilus_dauricus ENSSDAG00000002899
ictidomys_tridecemlineatus ENSSTOG00000008506
marmota_marmota_marmota ENSMMMG00000015879
cavia_porcellus ENSCPOG00000020934
cavia_aperea ENSCAPG00000003118
chinchilla_lanigera ENSCLAG00000005230
octodon_degus ENSODEG00000012901
heterocephalus_glaber_male ENSHGLG00100017362
heterocephalus_glaber_female ENSHGLG00000013393
fukomys_damarensis ENSFDAG00000008090
tupaia_belangeri ENSTBEG00000002423
cebus_capucinus ENSCCAG00000028902
callithrix_jacchus ENSCJAG00000017814
aotus_nancymaae ENSANAG00000029574
macaca_nemestrina ENSMNEG00000028708
macaca_mulatta ENSMMUG00000014512
papio_anubis ENSPANG00000022684
theropithecus_gelada ENSTGEG00000020920
cercocebus_atys ENSCATG00000035689
chlorocebus_sabaeus ENSCSAG00000010068
piliocolobus_tephrosceles ENSPTEG00000029431
colobus_angolensis_palliatus ENSCANG00000042153
rhinopithecus_roxellana ENSRROG00000035800
rhinopithecus_bieti ENSRBIG00000039139
homo_sapiens ENSG00000205085
gorilla_gorilla ENSGGOG00000026799
pan_troglodytes ENSPTRG00000028396
pan_paniscus ENSPPAG00000036357
pongo_abelii ENSPPYG00000017980
carlito_syrichta ENSTSYG00000013591
microcebus_murinus ENSMICG00000000114
prolemur_simus ENSPSMG00000011948
propithecus_coquereli ENSPCOG00000026970
otolemur_garnettii ENSOGAG00000009804
macaca_fascicularis ENSMFAG00000045927
mandrillus_leucophaeus ENSMLEG00000035321
nomascus_leucogenys ENSNLEG00000012368
saimiri_boliviensis_boliviensis ENSSBOG00000022858
oryctolagus_cuniculus ENSOCUG00000013274
erinaceus_europaeus ENSEEUG00000001990
loxodonta_africana ENSLAFG00000029416
procavia_capensis ENSPCAG00000000267
echinops_telfairi ENSETEG00000019744
dasypus_novemcinctus ENSDNOG00000014100
jaculus_jaculus ENSJJAG00000016808
latimeria_chalumnae ENSLACG00000022463
