pygocentrus_nattereri ENSPNAG00000022897
astyanax_mexicanus ENSAMXG00000000233
danio_rerio ENSDARG00000022698
seriola_lalandi_dorsalis ENSSLDG00000003041
seriola_dumerili ENSSDUG00000014670
anabas_testudineus ENSATEG00000023278
oreochromis_niloticus ENSONIG00000012308
astatotilapia_calliptera ENSACLG00000008186
amphilophus_citrinellus ENSACIG00000015023
poecilia_formosa ENSPFOG00000002836
amphiprion_percula ENSAPEG00000004917
amphiprion_ocellaris ENSAOCG00000023203
acanthochromis_polyacanthus ENSAPOG00000018828
tetraodon_nigroviridis ENSTNIG00000015034
lepisosteus_oculatus ENSLOCG00000009808
latimeria_chalumnae ENSLACG00000010982
