scleropages_formosus ENSSFOG00015024087
paramormyrops_kingsleyae ENSPKIG00000013274
monopterus_albus ENSMALG00000011339
mastacembelus_armatus ENSMAMG00000006469
anabas_testudineus ENSATEG00000009151
seriola_dumerili ENSSDUG00000002852
seriola_lalandi_dorsalis ENSSLDG00000002438
scophthalmus_maximus ENSSMAG00000001972
takifugu_rubripes ENSTRUG00000010012
tetraodon_nigroviridis ENSTNIG00000014210
mola_mola ENSMMOG00000002915
labrus_bergylta ENSLBEG00000000703
gasterosteus_aculeatus ENSGACG00000017954
xiphophorus_maculatus ENSXMAG00000008401
xiphophorus_couchianus ENSXCOG00000003079
gambusia_affinis ENSGAFG00000009103
poecilia_mexicana ENSPMEG00000009093
poecilia_latipinna ENSPLAG00000018277
poecilia_reticulata ENSPREG00000002251
fundulus_heteroclitus ENSFHEG00000022546
cyprinodon_variegatus ENSCVAG00000011767
kryptolebias_marmoratus ENSKMAG00000009845
oryzias_latipes ENSORLG00020014103
oryzias_latipes_asm223469v1 ENSORLG00015021841
oryzias_latipes ENSORLG00000004414
oryzias_melastigma ENSOMEG00000004173
astatotilapia_calliptera ENSACLG00000009645
maylandia_zebra ENSMZEG00005000179
haplochromis_burtoni ENSHBUG00000008818
pundamilia_nyererei ENSPNYG00000001217
neolamprologus_brichardi ENSNBRG00000009338
oreochromis_niloticus ENSONIG00000004905
amphilophus_citrinellus ENSACIG00000015339
amphiprion_ocellaris ENSAOCG00000020755
amphiprion_percula ENSAPEG00000015620
acanthochromis_polyacanthus ENSAPOG00000019506
acanthochromis_polyacanthus ENSAPOG00000017417
acanthochromis_polyacanthus ENSAPOG00000019014
stegastes_partitus ENSSPAG00000008140
cynoglossus_semilaevis ENSCSEG00000010044
periophthalmus_magnuspinnatus ENSPMGG00000017465
hippocampus_comes ENSHCOG00000014926
gadus_morhua ENSGMOG00000014407
esox_lucius ENSELUG00000018916
pygocentrus_nattereri ENSPNAG00000022717
astyanax_mexicanus ENSAMXG00000003959
ictalurus_punctatus ENSIPUG00000000250
danio_rerio ENSDARG00000076294
lepisosteus_oculatus ENSLOCG00000013013
parus_major ENSPMJG00000015644
cyanistes_caeruleus ENSCCEG00000022155
ficedula_albicollis ENSFALG00000009260
lonchura_striata_domestica ENSLSDG00000014121
taeniopygia_guttata ENSTGUG00000008897
serinus_canaria ENSSCAG00000005534
junco_hyemalis ENSJHYG00000005242
zonotrichia_albicollis ENSZALG00000017587
lepidothrix_coronata ENSLCOG00000009058
manacus_vitellinus ENSMVIG00005008417
melopsittacus_undulatus ENSMUNG00000009859
calidris_pygmaea ENSCPGG00000019421
calidris_pugnax ENSCPUG00000004709
gallus_gallus ENSGALG00000041663
coturnix_japonica ENSCJPG00005017841
meleagris_gallopavo ENSMGAG00000012304
numida_meleagris ENSNMEG00000017996
anser_brachyrhynchus ENSABRG00000011642
anas_platyrhynchos_platyrhynchos ENSAPLG00000011369
apteryx_owenii ENSAOWG00000004221
apteryx_haastii ENSAHAG00000006691
apteryx_rowi ENSARWG00000018127
dromaius_novaehollandiae ENSDNVG00000007871
nothoprocta_perdicaria ENSNPEG00000012955
crocodylus_porosus ENSCPRG00005006005
chrysemys_picta_bellii ENSCPBG00000013794
chelonoidis_abingdonii ENSCABG00000008066
pelodiscus_sinensis ENSPSIG00000008279
pogona_vitticeps ENSPVIG00000013349
anolis_carolinensis ENSACAG00000007623
notechis_scutatus ENSNSUG00000016107
salvator_merianae ENSSMRG00000002640
sphenodon_punctatus ENSSPUG00000007675
notamacropus_eugenii ENSMEUG00000008338
phascolarctos_cinereus ENSPCIG00000027031
monodelphis_domestica ENSMODG00000020550
sarcophilus_harrisii ENSSHAG00000005141
pteropus_vampyrus ENSPVAG00000000918
myotis_lucifugus ENSMLUG00000004592
equus_asinus_asinus ENSEASG00005008230
equus_caballus ENSECAG00000022879
bos_mutus ENSBMUG00000019680
bos_taurus ENSBTAG00000014517
bison_bison_bison ENSBBBG00000000872
ovis_aries ENSOARG00000011542
capra_hircus ENSCHIG00000024250
tursiops_truncatus ENSTTRG00000014287
sus_scrofa ENSSSCG00000026297
vicugna_pacos ENSVPAG00000002022
ailuropoda_melanoleuca ENSAMEG00000003212
ailuropoda_melanoleuca ENSAMEG00000003214
ursus_americanus ENSUAMG00000023861
ursus_maritimus ENSUMAG00000000859
mustela_putorius_furo ENSMPUG00000006050
neovison_vison ENSNVIG00000007042
canis_lupus_dingo ENSCAFG00020002162
canis_lupus_familiaris ENSCAFG00000016022
vulpes_vulpes ENSVVUG00000014671
panthera_tigris_altaica ENSPTIG00000015870
panthera_pardus ENSPPRG00000007026
felis_catus ENSFCAG00000026771
cricetulus_griseus_chok1gshd ENSCGRG00001018998
cricetulus_griseus_crigri ENSCGRG00000004263
cricetulus_griseus_crigri-picr ENSCGRG00015001455
mesocricetus_auratus ENSMAUG00000014175
peromyscus_maniculatus_bairdii ENSPEMG00000017430
microtus_ochrogaster ENSMOCG00000022619
mus_spicilegus ENSMSIG00000010181
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028241
mus_musculus ENSMUSG00000029195
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027246
mus_pahari MGP_PahariEiJ_G0017028
rattus_norvegicus ENSRNOG00000002834
meriones_unguiculatus ENSMUGG00000010643
nannospalax_galili ENSNGAG00000022684
heterocephalus_glaber_male ENSHGLG00100005930
heterocephalus_glaber_female ENSHGLG00000002389
fukomys_damarensis ENSFDAG00000021171
chinchilla_lanigera ENSCLAG00000001476
octodon_degus ENSODEG00000003829
cavia_aperea ENSCAPG00000007859
cavia_porcellus ENSCPOG00000004539
urocitellus_parryii ENSUPAG00010018497
ictidomys_tridecemlineatus ENSSTOG00000002069
spermophilus_dauricus ENSSDAG00000014244
marmota_marmota_marmota ENSMMMG00000017911
tupaia_belangeri ENSTBEG00000005041
dipodomys_ordii ENSDORG00000005905
oryctolagus_cuniculus ENSOCUG00000009086
ochotona_princeps ENSOPRG00000010028
propithecus_coquereli ENSPCOG00000013579
microcebus_murinus ENSMICG00000032998
prolemur_simus ENSPSMG00000015816
otolemur_garnettii ENSOGAG00000034905
macaca_fascicularis ENSMFAG00000003644
macaca_mulatta ENSMMUG00000008834
macaca_nemestrina ENSMNEG00000039728
cercocebus_atys ENSCATG00000025508
theropithecus_gelada ENSTGEG00000001316
papio_anubis ENSPANG00000018421
mandrillus_leucophaeus ENSMLEG00000038459
chlorocebus_sabaeus ENSCSAG00000016930
piliocolobus_tephrosceles ENSPTEG00000023392
colobus_angolensis_palliatus ENSCANG00000034460
rhinopithecus_roxellana ENSRROG00000043728
rhinopithecus_bieti ENSRBIG00000019849
pan_troglodytes ENSPTRG00000015992
pan_paniscus ENSPPAG00000015322
homo_sapiens ENSG00000134962
gorilla_gorilla ENSGGOG00000013647
pongo_abelii ENSPPYG00000014674
nomascus_leucogenys ENSNLEG00000017099
saimiri_boliviensis_boliviensis ENSSBOG00000024517
cebus_capucinus ENSCCAG00000030177
callithrix_jacchus ENSCJAG00000000729
aotus_nancymaae ENSANAG00000023620
loxodonta_africana ENSLAFG00000012016
procavia_capensis ENSPCAG00000005783
dasypus_novemcinctus ENSDNOG00000007404
erinaceus_europaeus ENSEEUG00000015391
sorex_araneus ENSSARG00000011051
carlito_syrichta ENSTSYG00000006584
jaculus_jaculus ENSJJAG00000009804
echinops_telfairi ENSETEG00000010386
ornithorhynchus_anatinus ENSOANG00000010331
xenopus_tropicalis ENSXETG00000012812
latimeria_chalumnae ENSLACG00000005104
petromyzon_marinus ENSPMAG00000007837
eptatretus_burgeri ENSEBUG00000013063
anolis_carolinensis ENSACAG00000026896
petromyzon_marinus ENSPMAG00000000535
poecilia_formosa ENSPFOG00000001439
