mastacembelus_armatus ENSMAMG00000019402
cynoglossus_semilaevis ENSCSEG00000004343
seriola_dumerili ENSSDUG00000016804
seriola_lalandi_dorsalis ENSSLDG00000004226
scophthalmus_maximus ENSSMAG00000010132
anabas_testudineus ENSATEG00000021343
monopterus_albus ENSMALG00000002990
cyprinodon_variegatus ENSCVAG00000005933
fundulus_heteroclitus ENSFHEG00000009499
gambusia_affinis ENSGAFG00000020883
xiphophorus_maculatus ENSXMAG00000020854
poecilia_formosa ENSPFOG00000016744
poecilia_mexicana ENSPMEG00000017169
poecilia_latipinna ENSPLAG00000005235
xiphophorus_couchianus ENSXCOG00000011576
poecilia_reticulata ENSPREG00000021609
oryzias_latipes_asm223469v1 ENSORLG00015005227
oryzias_latipes ENSORLG00000017267
oryzias_melastigma ENSOMEG00000023250
amphiprion_percula ENSAPEG00000019533
amphiprion_ocellaris ENSAOCG00000014840
acanthochromis_polyacanthus ENSAPOG00000016042
stegastes_partitus ENSSPAG00000010757
maylandia_zebra ENSMZEG00005016055
astatotilapia_calliptera ENSACLG00000008846
pundamilia_nyererei ENSPNYG00000010387
haplochromis_burtoni ENSHBUG00000006587
neolamprologus_brichardi ENSNBRG00000015030
oreochromis_niloticus ENSONIG00000009938
amphilophus_citrinellus ENSACIG00000011772
labrus_bergylta ENSLBEG00000004476
gasterosteus_aculeatus ENSGACG00000020079
takifugu_rubripes ENSTRUG00000015414
tetraodon_nigroviridis ENSTNIG00000012686
mola_mola ENSMMOG00000007236
periophthalmus_magnuspinnatus ENSPMGG00000004891
gadus_morhua ENSGMOG00000016763
esox_lucius ENSELUG00000016678
pygocentrus_nattereri ENSPNAG00000020761
ictalurus_punctatus ENSIPUG00000015998
danio_rerio ENSDARG00000073963
scleropages_formosus ENSSFOG00015023267
paramormyrops_kingsleyae ENSPKIG00000009215
pteropus_vampyrus ENSPVAG00000008192
myotis_lucifugus ENSMLUG00000009629
erinaceus_europaeus ENSEEUG00000015655
bos_taurus ENSBTAG00000018861
bos_mutus ENSBMUG00000024778
bison_bison_bison ENSBBBG00000009048
ovis_aries ENSOARG00000003650
capra_hircus ENSCHIG00000014883
tursiops_truncatus ENSTTRG00000016803
sus_scrofa ENSSSCG00000000464
vicugna_pacos ENSVPAG00000004243
ailuropoda_melanoleuca ENSAMEG00000018106
ursus_maritimus ENSUMAG00000020379
neovison_vison ENSNVIG00000021163
mustela_putorius_furo ENSMPUG00000016721
canis_lupus_familiaris ENSCAFG00000000351
canis_lupus_dingo ENSCAFG00020019542
vulpes_vulpes ENSVVUG00000015023
panthera_pardus ENSPPRG00000007840
panthera_tigris_altaica ENSPTIG00000021914
felis_catus ENSFCAG00000001146
equus_asinus_asinus ENSEASG00005007695
equus_caballus ENSECAG00000016235
sorex_araneus ENSSARG00000004222
heterocephalus_glaber_female ENSHGLG00000011036
heterocephalus_glaber_male ENSHGLG00100001275
fukomys_damarensis ENSFDAG00000006823
octodon_degus ENSODEG00000004449
chinchilla_lanigera ENSCLAG00000009870
cavia_porcellus ENSCPOG00000010841
cavia_aperea ENSCAPG00000005327
ictidomys_tridecemlineatus ENSSTOG00000027823
urocitellus_parryii ENSUPAG00010008180
spermophilus_dauricus ENSSDAG00000000575
marmota_marmota_marmota ENSMMMG00000009638
cricetulus_griseus_crigri-picr ENSCGRG00015002804
cricetulus_griseus_chok1gshd ENSCGRG00001017356
cricetulus_griseus_crigri ENSCGRG00000000617
mesocricetus_auratus ENSMAUG00000003776
peromyscus_maniculatus_bairdii ENSPEMG00000017770
mus_musculus ENSMUSG00000047642
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016684
mus_spicilegus ENSMSIG00000020731
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015859
mus_pahari MGP_PahariEiJ_G0031227
rattus_norvegicus ENSRNOG00000023824
nannospalax_galili ENSNGAG00000020919
jaculus_jaculus ENSJJAG00000015499
dipodomys_ordii ENSDORG00000002715
oryctolagus_cuniculus ENSOCUG00000014374
ochotona_princeps ENSOPRG00000013055
tupaia_belangeri ENSTBEG00000009716
carlito_syrichta ENSTSYG00000029405
prolemur_simus ENSPSMG00000000527
propithecus_coquereli ENSPCOG00000023353
microcebus_murinus ENSMICG00000008235
otolemur_garnettii ENSOGAG00000016057
theropithecus_gelada ENSTGEG00000020491
cercocebus_atys ENSCATG00000039342
mandrillus_leucophaeus ENSMLEG00000043116
papio_anubis ENSPANG00000012380
macaca_fascicularis ENSMFAG00000036689
macaca_nemestrina ENSMNEG00000039898
macaca_mulatta ENSMMUG00000020533
chlorocebus_sabaeus ENSCSAG00000004492
rhinopithecus_roxellana ENSRROG00000033878
rhinopithecus_bieti ENSRBIG00000042657
piliocolobus_tephrosceles ENSPTEG00000024920
colobus_angolensis_palliatus ENSCANG00000032194
pan_paniscus ENSPPAG00000036309
pan_troglodytes ENSPTRG00000005172
homo_sapiens ENSG00000185306
gorilla_gorilla ENSGGOG00000016282
pongo_abelii ENSPPYG00000004726
nomascus_leucogenys ENSNLEG00000017072
cebus_capucinus ENSCCAG00000020446
saimiri_boliviensis_boliviensis ENSSBOG00000032157
callithrix_jacchus ENSCJAG00000014810
aotus_nancymaae ENSANAG00000029597
dasypus_novemcinctus ENSDNOG00000036169
choloepus_hoffmanni ENSCHOG00000005796
procavia_capensis ENSPCAG00000001502
echinops_telfairi ENSETEG00000002976
phascolarctos_cinereus ENSPCIG00000029692
notamacropus_eugenii ENSMEUG00000009272
sarcophilus_harrisii ENSSHAG00000009230
ciona_intestinalis ENSCING00000013856
