pan_troglodytes ENSPTRG00000038713
pan_paniscus ENSPPAG00000018979
homo_sapiens ENSG00000221883
gorilla_gorilla ENSGGOG00000002053
cercocebus_atys ENSCATG00000038373
mandrillus_leucophaeus ENSMLEG00000036827
macaca_fascicularis ENSMFAG00000031743
macaca_mulatta ENSMMUG00000018832
macaca_nemestrina ENSMNEG00000037742
rhinopithecus_roxellana ENSRROG00000037514
rhinopithecus_bieti ENSRBIG00000034860
papio_anubis ENSPANG00000015688
aotus_nancymaae ENSANAG00000026659
saimiri_boliviensis_boliviensis ENSSBOG00000014684
oryctolagus_cuniculus ENSOCUG00000029040
tursiops_truncatus ENSTTRG00000021379
vicugna_pacos ENSVPAG00000015469
pteropus_vampyrus ENSPVAG00000024251
procavia_capensis ENSPCAG00000018842
