sarcophilus_harrisii ENSSHAG00000018896
phascolarctos_cinereus ENSPCIG00000003648
monodelphis_domestica ENSMODG00000027386
mesocricetus_auratus ENSMAUG00000008702
microtus_ochrogaster ENSMOCG00000001595
peromyscus_maniculatus_bairdii ENSPEMG00000016123
mus_musculus ENSMUSG00000074579
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025987
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025045
mus_pahari MGP_PahariEiJ_G0026488
meriones_unguiculatus ENSMUGG00000011101
jaculus_jaculus ENSJJAG00000016465
spermophilus_dauricus ENSSDAG00000019935
urocitellus_parryii ENSUPAG00010007447
ictidomys_tridecemlineatus ENSSTOG00000031297
marmota_marmota_marmota ENSMMMG00000015928
papio_anubis ENSPANG00000031438
chlorocebus_sabaeus ENSCSAG00000012064
mandrillus_leucophaeus ENSMLEG00000030809
homo_sapiens ENSG00000197980
microcebus_murinus ENSMICG00000048653
castor_canadensis ENSCCNG00000028746
dipodomys_ordii ENSDORG00000023530
bos_taurus ENSBTAG00000050129
sus_scrofa ENSSSCG00000035453
equus_asinus_asinus ENSEASG00005012396
ursus_maritimus ENSUMAG00000011444
ursus_americanus ENSUAMG00000022399
canis_lupus_dingo ENSCAFG00020005632
heterocephalus_glaber_male ENSHGLG00100010464
heterocephalus_glaber_female ENSHGLG00000011250
chinchilla_lanigera ENSCLAG00000002596
cavia_porcellus ENSCPOG00000025111
octodon_degus ENSODEG00000003611
dasypus_novemcinctus ENSDNOG00000046381
pelodiscus_sinensis ENSPSIG00000005143
crocodylus_porosus ENSCPRG00005007521
