apteryx_haastii ENSAHAG00000000415
apteryx_rowi ENSARWG00000003248
apteryx_owenii ENSAOWG00000007227
nothoprocta_perdicaria ENSNPEG00000006341
anas_platyrhynchos_platyrhynchos ENSAPLG00000010023
anser_brachyrhynchus ENSABRG00000008906
crocodylus_porosus ENSCPRG00005017566
gopherus_agassizii ENSGAGG00000013015
chelonoidis_abingdonii ENSCABG00000020672
chrysemys_picta_bellii ENSCPBG00000019856
pelodiscus_sinensis ENSPSIG00000007739
pogona_vitticeps ENSPVIG00000008958
anolis_carolinensis ENSACAG00000003258
notechis_scutatus ENSNSUG00000015018
salvator_merianae ENSSMRG00000022189
ursus_americanus ENSUAMG00000025386
ursus_maritimus ENSUMAG00000011626
ailuropoda_melanoleuca ENSAMEG00000008271
neovison_vison ENSNVIG00000018192
mustela_putorius_furo ENSMPUG00000006389
canis_lupus_familiaris ENSCAFG00000000781
canis_lupus_dingo ENSCAFG00020019164
vulpes_vulpes ENSVVUG00000001400
panthera_pardus ENSPPRG00000012423
panthera_tigris_altaica ENSPTIG00000012856
felis_catus ENSFCAG00000045037
equus_asinus_asinus ENSEASG00005019727
equus_caballus ENSECAG00000000126
bos_mutus ENSBMUG00000001121
bos_taurus ENSBTAG00000015485
bison_bison_bison ENSBBBG00000015578
ovis_aries ENSOARG00000004830
capra_hircus ENSCHIG00000013027
tursiops_truncatus ENSTTRG00000016184
sus_scrofa ENSSSCG00000004028
pteropus_vampyrus ENSPVAG00000010275
myotis_lucifugus ENSMLUG00000003358
mus_spicilegus ENSMSIG00000014152
mus_musculus ENSMUSG00000023873
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021059
mus_pahari MGP_PahariEiJ_G0023375
rattus_norvegicus ENSRNOG00000011243
meriones_unguiculatus ENSMUGG00000016247
microtus_ochrogaster ENSMOCG00000011216
peromyscus_maniculatus_bairdii ENSPEMG00000009028
cricetulus_griseus_chok1gshd ENSCGRG00001014965
cricetulus_griseus_crigri ENSCGRG00000012004
cricetulus_griseus_crigri-picr ENSCGRG00015013124
mesocricetus_auratus ENSMAUG00000015515
jaculus_jaculus ENSJJAG00000005686
spermophilus_dauricus ENSSDAG00000002018
urocitellus_parryii ENSUPAG00010011964
ictidomys_tridecemlineatus ENSSTOG00000020468
marmota_marmota_marmota ENSMMMG00000009166
chinchilla_lanigera ENSCLAG00000006108
cavia_porcellus ENSCPOG00000008774
octodon_degus ENSODEG00000001191
heterocephalus_glaber_female ENSHGLG00000005924
heterocephalus_glaber_male ENSHGLG00100019109
fukomys_damarensis ENSFDAG00000019670
otolemur_garnettii ENSOGAG00000007625
microcebus_murinus ENSMICG00000046277
pan_troglodytes ENSPTRG00000018786
pan_paniscus ENSPPAG00000032502
gorilla_gorilla ENSGGOG00000014415
homo_sapiens ENSG00000112539
pongo_abelii ENSPPYG00000017161
nomascus_leucogenys ENSNLEG00000011493
colobus_angolensis_palliatus ENSCANG00000040136
piliocolobus_tephrosceles ENSPTEG00000025812
rhinopithecus_bieti ENSRBIG00000004596
rhinopithecus_roxellana ENSRROG00000040200
theropithecus_gelada ENSTGEG00000028896
papio_anubis ENSPANG00000010211
mandrillus_leucophaeus ENSMLEG00000041650
cercocebus_atys ENSCATG00000034818
macaca_fascicularis ENSMFAG00000031329
macaca_nemestrina ENSMNEG00000036512
macaca_mulatta ENSMMUG00000023613
chlorocebus_sabaeus ENSCSAG00000012234
callithrix_jacchus ENSCJAG00000048432
callithrix_jacchus ENSCJAG00000039317
saimiri_boliviensis_boliviensis ENSSBOG00000024744
cebus_capucinus ENSCCAG00000037689
aotus_nancymaae ENSANAG00000023807
carlito_syrichta ENSTSYG00000006473
ochotona_princeps ENSOPRG00000001745
oryctolagus_cuniculus ENSOCUG00000016006
tupaia_belangeri ENSTBEG00000004947
choloepus_hoffmanni ENSCHOG00000009048
dasypus_novemcinctus ENSDNOG00000018672
loxodonta_africana ENSLAFG00000001672
procavia_capensis ENSPCAG00000013233
echinops_telfairi ENSETEG00000009487
phascolarctos_cinereus ENSPCIG00000026880
notamacropus_eugenii ENSMEUG00000000454
sarcophilus_harrisii ENSSHAG00000018375
monodelphis_domestica ENSMODG00000006367
ornithorhynchus_anatinus ENSOANG00000007461
ornithorhynchus_anatinus ENSOANG00000015185
xenopus_tropicalis ENSXETG00000005368
latimeria_chalumnae ENSLACG00000004418
seriola_dumerili ENSSDUG00000005319
scophthalmus_maximus ENSSMAG00000008716
lepisosteus_oculatus ENSLOCG00000016518
ciona_intestinalis ENSCING00000000682
