ciona_intestinalis ENSCING00000025059
ciona_savignyi ENSCSAVG00000002495
vombatus_ursinus ENSVURG00010022603
notamacropus_eugenii ENSMEUG00000014324
phascolarctos_cinereus ENSPCIG00000026020
sarcophilus_harrisii ENSSHAG00000018931
monodelphis_domestica ENSMODG00000010730
capra_hircus ENSCHIG00000015110
ovis_aries ENSOARG00000018481
bos_indicus ENSBIXG00000025134
bos_indicus ENSBIXG00005001426
bos_mutus ENSBMUG00000013357
bos_taurus ENSBTAG00000018363
bison_bison ENSBBBG00000018046
tursiops_truncatus ENSTTRG00000011344
sus_scrofa ENSSSCG00000015315
vicugna_pacos ENSVPAG00000002255
myotis_lucifugus ENSMLUG00000011863
pteropus_vampyrus ENSPVAG00000003902
erinaceus_europaeus ENSEEUG00000001871
sorex_araneus ENSSARG00000006033
equus_asinus ENSEASG00005020055
equus_caballus ENSECAG00000011070
ursus_maritimus ENSUMAG00000019063
ursus_americanus ENSUAMG00000000194
ailuropoda_melanoleuca ENSAMEG00000002033
mustela_putorius ENSMPUG00000008377
neovison_vison ENSNVIG00000004317
canis_lupus ENSCAFG00020011883
canis_lupus ENSCAFG00000001980
vulpes_vulpes ENSVVUG00000015356
panthera_pardus ENSPPRG00000000466
panthera_tigris ENSPTIG00000015729
felis_catus ENSFCAG00000038430
microcebus_murinus ENSMICG00000037104
microcebus_murinus ENSMICG00000034619
propithecus_coquereli ENSPCOG00000026924
prolemur_simus ENSPSMG00000011043
otolemur_garnettii ENSOGAG00000010843
carlito_syrichta ENSTSYG00000009373
urocitellus_parryii ENSUPAG00010016502
ictidomys_tridecemlineatus ENSSTOG00000001386
spermophilus_dauricus ENSSDAG00000017468
marmota_marmota ENSMMMG00000020567
castor_canadensis ENSCCNG00000031175
mus_spicilegus ENSMSIG00000008157
mus_spretus MGP_SPRETEiJ_G0027927
mus_musculus ENSMUSG00000040302
mus_caroli MGP_CAROLIEiJ_G0026932
mus_pahari MGP_PahariEiJ_G0021705
rattus_norvegicus ENSRNOG00000008980
meriones_unguiculatus ENSMUGG00000010349
meriones_unguiculatus ENSMUGG00000010333
cricetulus_griseus ENSCGRG00001016551
cricetulus_griseus ENSCGRG00000013275
cricetulus_griseus ENSCGRG00015024683
mesocricetus_auratus ENSMAUG00000020038
peromyscus_maniculatus ENSPEMG00000008284
microtus_ochrogaster ENSMOCG00000008945
jaculus_jaculus ENSJJAG00000000796
heterocephalus_glaber ENSHGLG00100003519
heterocephalus_glaber ENSHGLG00000014994
fukomys_damarensis ENSFDAG00000018273
cavia_porcellus ENSCPOG00000007376
cavia_aperea ENSCAPG00000006443
chinchilla_lanigera ENSCLAG00000003877
colobus_angolensis ENSCANG00000030390
piliocolobus_tephrosceles ENSPTEG00000028700
rhinopithecus_roxellana ENSRROG00000038399
rhinopithecus_bieti ENSRBIG00000011170
papio_anubis ENSPANG00000016469
mandrillus_leucophaeus ENSMLEG00000033995
cercocebus_atys ENSCATG00000031691
macaca_mulatta ENSMMUG00000015534
macaca_nemestrina ENSMNEG00000039222
macaca_fascicularis ENSMFAG00000029561
chlorocebus_sabaeus ENSCSAG00000012609
homo_sapiens ENSG00000127993
gorilla_gorilla ENSGGOG00000041453
pan_troglodytes ENSPTRG00000019397
pongo_abelii ENSPPYG00000017819
pan_troglodytes ENSPTRG00000043160
pan_paniscus ENSPPAG00000038032
nomascus_leucogenys ENSNLEG00000015330
pan_paniscus ENSPPAG00000036190
pan_troglodytes ENSPTRG00000049120
gorilla_gorilla ENSGGOG00000028480
nomascus_leucogenys ENSNLEG00000031531
rhinopithecus_bieti ENSRBIG00000040995
rhinopithecus_roxellana ENSRROG00000035808
colobus_angolensis ENSCANG00000007830
mandrillus_leucophaeus ENSMLEG00000038206
cercocebus_atys ENSCATG00000033968
papio_anubis ENSPANG00000020591
macaca_fascicularis ENSMFAG00000031159
macaca_nemestrina ENSMNEG00000037991
chlorocebus_sabaeus ENSCSAG00000003627
saimiri_boliviensis ENSSBOG00000021834
cebus_capucinus ENSCCAG00000033867
callithrix_jacchus ENSCJAG00000040481
aotus_nancymaae ENSANAG00000033815
dipodomys_ordii ENSDORG00000005900
nannospalax_galili ENSNGAG00000023310
oryctolagus_cuniculus ENSOCUG00000013911
oryctolagus_cuniculus ENSOCUG00000008475
ochotona_princeps ENSOPRG00000010554
choloepus_hoffmanni ENSCHOG00000000269
dasypus_novemcinctus ENSDNOG00000015983
loxodonta_africana ENSLAFG00000018524
procavia_capensis ENSPCAG00000016944
echinops_telfairi ENSETEG00000015509
ornithorhynchus_anatinus ENSOANG00000012124
anolis_carolinensis ENSACAG00000015378
pogona_vitticeps ENSPVIG00000012214
notechis_scutatus ENSNSUG00000006477
notechis_scutatus ENSNSUG00000009336
salvator_merianae ENSSMRG00000011316
sphenodon_punctatus ENSSPUG00000000451
junco_hyemalis ENSJHYG00000016352
zonotrichia_albicollis ENSZALG00000014120
serinus_canaria ENSSCAG00000012329
lonchura_striata ENSLSDG00000008871
taeniopygia_guttata ENSTGUG00000001489
ficedula_albicollis ENSFALG00000010436
cyanistes_caeruleus ENSCCEG00000016685
parus_major ENSPMJG00000007771
manacus_vitellinus ENSMVIG00005007614
manacus_vitellinus ENSMVIG00005004168
lepidothrix_coronata ENSLCOG00000011425
calidris_pygmaea ENSCPGG00000011001
calidris_pugnax ENSCPUG00000008728
melopsittacus_undulatus ENSMUNG00000003802
anser_brachyrhynchus ENSABRG00000008826
coturnix_japonica ENSCJPG00005009712
meleagris_gallopavo ENSMGAG00000008755
gallus_gallus ENSGALG00000009467
numida_meleagris ENSNMEG00000005472
dromaius_novaehollandiae ENSDNVG00000005458
nothoprocta_perdicaria ENSNPEG00000012071
apteryx_owenii ENSAOWG00000012374
apteryx_haastii ENSAHAG00000004697
apteryx_rowi ENSARWG00000006462
crocodylus_porosus ENSCPRG00005013710
chelonoidis_abingdonii ENSCABG00000011320
gopherus_agassizii ENSGAGG00000015066
chrysemys_picta ENSCPBG00000024588
pelodiscus_sinensis ENSPSIG00000010120
xenopus_tropicalis ENSXETG00000001975
latimeria_chalumnae ENSLACG00000010311
paramormyrops_kingsleyae ENSPKIG00000000801
