labrus_bergylta ENSLBEG00000015996
mola_mola ENSMMOG00000014377
fundulus_heteroclitus ENSFHEG00000002773
cyprinodon_variegatus ENSCVAG00000018011
poecilia_formosa ENSPFOG00000008841
poecilia_mexicana ENSPMEG00000003924
poecilia_latipinna ENSPLAG00000011793
xiphophorus_maculatus ENSXMAG00000028254
gambusia_affinis ENSGAFG00000017471
poecilia_reticulata ENSPREG00000015807
xiphophorus_couchianus ENSXCOG00000006461
kryptolebias_marmoratus ENSKMAG00000002605
oryzias_latipes_asm223469v1 ENSORLG00015015725
oryzias_latipes ENSORLG00000024550
oryzias_latipes ENSORLG00020000720
oryzias_melastigma ENSOMEG00000003349
amphiprion_ocellaris ENSAOCG00000008125
amphiprion_percula ENSAPEG00000013360
acanthochromis_polyacanthus ENSAPOG00000020857
stegastes_partitus ENSSPAG00000013698
maylandia_zebra ENSMZEG00005019809
haplochromis_burtoni ENSHBUG00000011024
astatotilapia_calliptera ENSACLG00000017534
oreochromis_niloticus ENSONIG00000000037
amphilophus_citrinellus ENSACIG00000000777
scophthalmus_maximus ENSSMAG00000001401
cynoglossus_semilaevis ENSCSEG00000000868
hippocampus_comes ENSHCOG00000015860
seriola_lalandi_dorsalis ENSSLDG00000022686
seriola_dumerili ENSSDUG00000009846
mastacembelus_armatus ENSMAMG00000009768
monopterus_albus ENSMALG00000008421
anabas_testudineus ENSATEG00000015040
neolamprologus_brichardi ENSNBRG00000000650
tetraodon_nigroviridis ENSTNIG00000005499
gasterosteus_aculeatus ENSGACG00000018794
gadus_morhua ENSGMOG00000005759
periophthalmus_magnuspinnatus ENSPMGG00000002962
esox_lucius ENSELUG00000000343
astyanax_mexicanus ENSAMXG00000011046
pygocentrus_nattereri ENSPNAG00000020630
ictalurus_punctatus ENSIPUG00000002983
danio_rerio ENSDARG00000076472
paramormyrops_kingsleyae ENSPKIG00000024718
scleropages_formosus ENSSFOG00015008822
scleropages_formosus ENSSFOG00015018328
paramormyrops_kingsleyae ENSPKIG00000006901
astyanax_mexicanus ENSAMXG00000041879
pygocentrus_nattereri ENSPNAG00000016198
ictalurus_punctatus ENSIPUG00000024628
danio_rerio ENSDARG00000078256
lepisosteus_oculatus ENSLOCG00000000824
eptatretus_burgeri ENSEBUG00000004032
eptatretus_burgeri ENSEBUG00000000471
pogona_vitticeps ENSPVIG00000020856
salvator_merianae ENSSMRG00000015345
caenorhabditis_elegans_strain_n2 WBGene00003033
