tetraodon_nigroviridis ENSTNIG00000010398
takifugu_rubripes ENSTRUG00000016095
mola_mola ENSMMOG00000018980
gasterosteus_aculeatus ENSGACG00000007166
scophthalmus_maximus ENSSMAG00000004852
cynoglossus_semilaevis ENSCSEG00000001876
seriola_dumerili ENSSDUG00000023554
seriola_lalandi_dorsalis ENSSLDG00000002394
mastacembelus_armatus ENSMAMG00000023072
monopterus_albus ENSMALG00000015985
anabas_testudineus ENSATEG00000021548
labrus_bergylta ENSLBEG00000019591
poecilia_formosa ENSPFOG00000005394
poecilia_latipinna ENSPLAG00000006863
poecilia_mexicana ENSPMEG00000013154
poecilia_reticulata ENSPREG00000013559
xiphophorus_couchianus ENSXCOG00000000337
xiphophorus_maculatus ENSXMAG00000012946
gambusia_affinis ENSGAFG00000005475
fundulus_heteroclitus ENSFHEG00000018214
cyprinodon_variegatus ENSCVAG00000000817
kryptolebias_marmoratus ENSKMAG00000006983
oryzias_latipes ENSORLG00000001616
oryzias_latipes ENSORLG00020021932
oryzias_latipes_asm223469v1 ENSORLG00015015351
oryzias_melastigma ENSOMEG00000013311
pundamilia_nyererei ENSPNYG00000009672
maylandia_zebra ENSMZEG00005011185
astatotilapia_calliptera ENSACLG00000023928
haplochromis_burtoni ENSHBUG00000007587
neolamprologus_brichardi ENSNBRG00000017191
oreochromis_niloticus ENSONIG00000015648
amphilophus_citrinellus ENSACIG00000012340
amphiprion_ocellaris ENSAOCG00000011611
amphiprion_percula ENSAPEG00000012475
acanthochromis_polyacanthus ENSAPOG00000023794
stegastes_partitus ENSSPAG00000012754
hippocampus_comes ENSHCOG00000008568
gadus_morhua ENSGMOG00000019331
esox_lucius ENSELUG00000003005
pygocentrus_nattereri ENSPNAG00000024105
astyanax_mexicanus ENSAMXG00000034293
ictalurus_punctatus ENSIPUG00000010951
danio_rerio ENSDARG00000030786
scleropages_formosus ENSSFOG00015021429
paramormyrops_kingsleyae ENSPKIG00000023570
lepisosteus_oculatus ENSLOCG00000014939
latimeria_chalumnae ENSLACG00000001997
gopherus_agassizii ENSGAGG00000016430
chelonoidis_abingdonii ENSCABG00000018098
chrysemys_picta_bellii ENSCPBG00000002775
pelodiscus_sinensis ENSPSIG00000014739
apteryx_haastii ENSAHAG00000015626
apteryx_rowi ENSARWG00000014466
apteryx_owenii ENSAOWG00000017227
dromaius_novaehollandiae ENSDNVG00000000588
nothoprocta_perdicaria ENSNPEG00000006380
lonchura_striata_domestica ENSLSDG00000009075
taeniopygia_guttata ENSTGUG00000003912
serinus_canaria ENSSCAG00000013321
junco_hyemalis ENSJHYG00000014760
zonotrichia_albicollis ENSZALG00000016216
ficedula_albicollis ENSFALG00000010862
parus_major ENSPMJG00000008044
cyanistes_caeruleus ENSCCEG00000023702
manacus_vitellinus ENSMVIG00005013813
lepidothrix_coronata ENSLCOG00000015565
melopsittacus_undulatus ENSMUNG00000012615
calidris_pygmaea ENSCPGG00000000618
calidris_pugnax ENSCPUG00000015877
anas_platyrhynchos_platyrhynchos ENSAPLG00000022425
anser_brachyrhynchus ENSABRG00000020612
meleagris_gallopavo ENSMGAG00000002282
coturnix_japonica ENSCJPG00005007536
gallus_gallus ENSGALG00000029296
numida_meleagris ENSNMEG00000011592
pogona_vitticeps ENSPVIG00000019615
anolis_carolinensis ENSACAG00000017077
notechis_scutatus ENSNSUG00000002610
salvator_merianae ENSSMRG00000000313
sphenodon_punctatus ENSSPUG00000012345
tupaia_belangeri ENSTBEG00000014462
castor_canadensis ENSCCNG00000006160
sorex_araneus ENSSARG00000003962
homo_sapiens ENSG00000178802
gorilla_gorilla ENSGGOG00000014749
pan_troglodytes ENSPTRG00000007287
pan_paniscus ENSPPAG00000038500
pongo_abelii ENSPPYG00000006650
nomascus_leucogenys ENSNLEG00000014688
cercocebus_atys ENSCATG00000038991
chlorocebus_sabaeus ENSCSAG00000014332
macaca_nemestrina ENSMNEG00000040842
macaca_mulatta ENSMMUG00000005227
macaca_fascicularis ENSMFAG00000043448
macaca_fascicularis ENSMFAG00000040827
theropithecus_gelada ENSTGEG00000028521
mandrillus_leucophaeus ENSMLEG00000033561
papio_anubis ENSPANG00000016005
rhinopithecus_roxellana ENSRROG00000029801
rhinopithecus_bieti ENSRBIG00000032923
colobus_angolensis_palliatus ENSCANG00000039659
piliocolobus_tephrosceles ENSPTEG00000024414
saimiri_boliviensis_boliviensis ENSSBOG00000024812
cebus_capucinus ENSCCAG00000035925
callithrix_jacchus ENSCJAG00000015581
aotus_nancymaae ENSANAG00000030764
aotus_nancymaae ENSANAG00000029573
otolemur_garnettii ENSOGAG00000005607
propithecus_coquereli ENSPCOG00000019774
prolemur_simus ENSPSMG00000007547
carlito_syrichta ENSTSYG00000026738
neovison_vison ENSNVIG00000013141
mustela_putorius_furo ENSMPUG00000017312
ursus_americanus ENSUAMG00000026793
ursus_maritimus ENSUMAG00000004930
ailuropoda_melanoleuca ENSAMEG00000008651
canis_lupus_dingo ENSCAFG00020003843
canis_lupus_familiaris ENSCAFG00000017973
vulpes_vulpes ENSVVUG00000018773
panthera_pardus ENSPPRG00000022609
panthera_tigris_altaica ENSPTIG00000019067
felis_catus ENSFCAG00000003835
equus_caballus ENSECAG00000011033
equus_asinus_asinus ENSEASG00005015754
loxodonta_africana ENSLAFG00000007802
echinops_telfairi ENSETEG00000019244
procavia_capensis ENSPCAG00000002577
bison_bison_bison ENSBBBG00000010066
bos_taurus ENSBTAG00000005845
ovis_aries ENSOARG00000002920
capra_hircus ENSCHIG00000011993
tursiops_truncatus ENSTTRG00000008002
sus_scrofa ENSSSCG00000024990
pteropus_vampyrus ENSPVAG00000012955
myotis_lucifugus ENSMLUG00000013679
bos_mutus ENSBMUG00000014651
microcebus_murinus ENSMICG00000009729
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033412
mus_musculus ENSMUSG00000032306
mus_spicilegus ENSMSIG00000008470
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032272
mus_pahari MGP_PahariEiJ_G0015138
rattus_norvegicus ENSRNOG00000018898
meriones_unguiculatus ENSMUGG00000006504
microtus_ochrogaster ENSMOCG00000014720
peromyscus_maniculatus_bairdii ENSPEMG00000007924
cricetulus_griseus_crigri-picr ENSCGRG00015024984
cricetulus_griseus_chok1gshd ENSCGRG00001013299
cricetulus_griseus_crigri ENSCGRG00000006864
mesocricetus_auratus ENSMAUG00000013553
nannospalax_galili ENSNGAG00000014239
jaculus_jaculus ENSJJAG00000003304
chinchilla_lanigera ENSCLAG00000005996
octodon_degus ENSODEG00000015633
heterocephalus_glaber_male ENSHGLG00100014764
heterocephalus_glaber_female ENSHGLG00000000351
fukomys_damarensis ENSFDAG00000021161
cavia_porcellus ENSCPOG00000010835
dipodomys_ordii ENSDORG00000014980
spermophilus_dauricus ENSSDAG00000016283
marmota_marmota_marmota ENSMMMG00000002723
urocitellus_parryii ENSUPAG00010005516
ictidomys_tridecemlineatus ENSSTOG00000028039
oryctolagus_cuniculus ENSOCUG00000008149
ochotona_princeps ENSOPRG00000010599
dasypus_novemcinctus ENSDNOG00000031536
choloepus_hoffmanni ENSCHOG00000011990
phascolarctos_cinereus ENSPCIG00000006293
notamacropus_eugenii ENSMEUG00000015854
sarcophilus_harrisii ENSSHAG00000015842
monodelphis_domestica ENSMODG00000009245
ornithorhynchus_anatinus ENSOANG00000006529
xenopus_tropicalis ENSXETG00000021131
periophthalmus_magnuspinnatus ENSPMGG00000018902
petromyzon_marinus ENSPMAG00000003936
eptatretus_burgeri ENSEBUG00000002835
ciona_intestinalis ENSCING00000005335
ciona_savignyi ENSCSAVG00000006194
caenorhabditis_elegans_strain_n2 WBGene00014013
caenorhabditis_elegans_strain_n2 WBGene00015464
drosophila_melanogaster FBgn0037744
saccharomyces_cerevisiae YER003C
