ciona_savignyi ENSCSAVG00000004343
ciona_intestinalis ENSCING00000015867
mola_mola ENSMMOG00000001880
takifugu_rubripes ENSTRUG00000024530
periophthalmus_magnuspinnatus ENSPMGG00000016028
anabas_testudineus ENSATEG00000009039
betta_splendens ENSBSLG00000026671
labrus_bergylta ENSLBEG00000018359
scophthalmus_maximus ENSSMAG00000000762
cynoglossus_semilaevis ENSCSEG00000007138
seriola_lalandi ENSSLDG00000005395
seriola_dumerili ENSSDUG00000000062
cottoperca_gobio ENSCGOG00000011703
gasterosteus_aculeatus ENSGACG00000013042
larimichthys_crocea ENSLCRG00005015388
mastacembelus_armatus ENSMAMG00000014176
monopterus_albus ENSMALG00000008857
lates_calcarifer ENSLCAG00010005855
amphiprion_percula ENSAPEG00000013914
amphiprion_ocellaris ENSAOCG00000006396
acanthochromis_polyacanthus ENSAPOG00000012689
stegastes_partitus ENSSPAG00000018157
parambassis_ranga ENSPRNG00000018227
oryzias_latipes ENSORLG00020017029
oryzias_latipes ENSORLG00000002248
oryzias_latipes ENSORLG00015005704
oryzias_melastigma ENSOMEG00000001265
gouania_willdenowi ENSGWIG00000019777
xiphophorus_maculatus ENSXMAG00000020235
xiphophorus_couchianus ENSXCOG00000009300
gambusia_affinis ENSGAFG00000019564
poecilia_mexicana ENSPMEG00000008036
poecilia_formosa ENSPFOG00000011735
poecilia_latipinna ENSPLAG00000020539
poecilia_reticulata ENSPREG00000016347
cyprinodon_variegatus ENSCVAG00000002390
fundulus_heteroclitus ENSFHEG00000020644
astatotilapia_calliptera ENSACLG00000021737
pundamilia_nyererei ENSPNYG00000007880
haplochromis_burtoni ENSHBUG00000009885
maylandia_zebra ENSMZEG00005024160
neolamprologus_brichardi ENSNBRG00000004006
oreochromis_niloticus ENSONIG00000021321
amphilophus_citrinellus ENSACIG00000024055
hippocampus_comes ENSHCOG00000017651
gadus_morhua ENSGMOG00000013377
hucho_hucho ENSHHUG00000031800
hucho_hucho ENSHHUG00000002223
esox_lucius ENSELUG00000013334
astyanax_mexicanus ENSAMXG00005006716
astyanax_mexicanus ENSAMXG00000007459
pygocentrus_nattereri ENSPNAG00000015864
ictalurus_punctatus ENSIPUG00000022963
electrophorus_electricus ENSEEEG00000004778
danio_rerio ENSDARG00000003235
clupea_harengus ENSCHAG00000012022
scleropages_formosus ENSSFOG00015002786
paramormyrops_kingsleyae ENSPKIG00000018374
lepisosteus_oculatus ENSLOCG00000002368
erpetoichthys_calabaricus ENSECRG00000007645
pogona_vitticeps ENSPVIG00000023351
anolis_carolinensis ENSACAG00000015448
notechis_scutatus ENSNSUG00000008137
salvator_merianae ENSSMRG00000017576
sphenodon_punctatus ENSSPUG00000010536
apteryx_haastii ENSAHAG00000006069
apteryx_owenii ENSAOWG00000017662
apteryx_rowi ENSARWG00000005185
dromaius_novaehollandiae ENSDNVG00000006717
nothoprocta_perdicaria ENSNPEG00000001566
calidris_pygmaea ENSCPGG00000018571
calidris_pugnax ENSCPUG00000006410
melopsittacus_undulatus ENSMUNG00000010077
taeniopygia_guttata ENSTGUG00000004266
taeniopygia_guttata ENSTGUG00000014960
lonchura_striata ENSLSDG00000011704
serinus_canaria ENSSCAG00000005922
