meleagris_gallopavo ENSMGAG00000008562
numida_meleagris ENSNMEG00000000061
melopsittacus_undulatus ENSMUNG00000014595
calidris_pugnax ENSCPUG00000008646
gallus_gallus ENSGALG00000043476
apteryx_owenii ENSAOWG00000011118
equus_asinus ENSEASG00005008504
equus_caballus ENSECAG00000020291
erinaceus_europaeus ENSEEUG00000009511
tupaia_belangeri ENSTBEG00000001869
latimeria_chalumnae ENSLACG00000012168
oryzias_latipes ENSORLG00020003354
oryzias_latipes ENSORLG00015002471
kryptolebias_marmoratus ENSKMAG00000008864
larimichthys_crocea ENSLCRG00005005116
seriola_dumerili ENSSDUG00000014675
seriola_lalandi ENSSLDG00000005491
gouania_willdenowi ENSGWIG00000020204
esox_lucius ENSELUG00000019582
denticeps_clupeoides ENSDCDG00000006553
astyanax_mexicanus ENSAMXG00005011949
octodon_degus ENSODEG00000006837
spermophilus_dauricus ENSSDAG00000010009
oryctolagus_cuniculus ENSOCUG00000000824
tupaia_belangeri ENSTBEG00000007415
aotus_nancymaae ENSANAG00000030251
tursiops_truncatus ENSTTRG00000015381
urocitellus_parryii ENSUPAG00010014058
castor_canadensis ENSCCNG00000024631
bos_indicus ENSBIXG00000018305
bos_indicus ENSBIXG00005018912
bison_bison ENSBBBG00000008392
capra_hircus ENSCHIG00000024344
bison_bison ENSBBBG00000007527
propithecus_coquereli ENSPCOG00000023829
vombatus_ursinus ENSVURG00010014428
vombatus_ursinus ENSVURG00010014436
anas_platyrhynchos ENSAPLG00000026528
seriola_lalandi ENSSLDG00000007815
seriola_lalandi ENSSLDG00000010165
seriola_lalandi ENSSLDG00000004263
acanthochromis_polyacanthus ENSAPOG00000001269
zonotrichia_albicollis ENSZALG00000016963
sphenodon_punctatus ENSSPUG00000004465
petromyzon_marinus ENSPMAG00000005571
