ictalurus_punctatus ENSIPUG00000000454
pygocentrus_nattereri ENSPNAG00000002295
danio_rerio ENSDARG00000045254
cynoglossus_semilaevis ENSCSEG00000012131
periophthalmus_magnuspinnatus ENSPMGG00000004732
fundulus_heteroclitus ENSFHEG00000023204
cyprinodon_variegatus ENSCVAG00000001839
poecilia_reticulata ENSPREG00000017902
gambusia_affinis ENSGAFG00000016227
xiphophorus_maculatus ENSXMAG00000018950
xiphophorus_couchianus ENSXCOG00000002635
poecilia_mexicana ENSPMEG00000017149
poecilia_latipinna ENSPLAG00000022308
poecilia_formosa ENSPFOG00000015411
seriola_lalandi_dorsalis ENSSLDG00000013367
seriola_dumerili ENSSDUG00000002343
anabas_testudineus ENSATEG00000015546
amphiprion_percula ENSAPEG00000006739
amphiprion_ocellaris ENSAOCG00000003853
acanthochromis_polyacanthus ENSAPOG00000020504
stegastes_partitus ENSSPAG00000016353
takifugu_rubripes ENSTRUG00000019560
monopterus_albus ENSMALG00000001909
mastacembelus_armatus ENSMAMG00000009795
mola_mola ENSMMOG00000002247
labrus_bergylta ENSLBEG00000016043
gasterosteus_aculeatus ENSGACG00000008975
hippocampus_comes ENSHCOG00000015488
astatotilapia_calliptera ENSACLG00000012070
maylandia_zebra ENSMZEG00005011400
pundamilia_nyererei ENSPNYG00000017298
haplochromis_burtoni ENSHBUG00000005087
neolamprologus_brichardi ENSNBRG00000022770
oreochromis_niloticus ENSONIG00000019973
amphilophus_citrinellus ENSACIG00000022840
oryzias_latipes ENSORLG00020010651
oryzias_latipes ENSORLG00000007693
oryzias_latipes_asm223469v1 ENSORLG00015009150
oryzias_melastigma ENSOMEG00000016029
gadus_morhua ENSGMOG00000016774
esox_lucius ENSELUG00000000364
paramormyrops_kingsleyae ENSPKIG00000006871
scleropages_formosus ENSSFOG00015018997
lepisosteus_oculatus ENSLOCG00000003601
phascolarctos_cinereus ENSPCIG00000034037
notamacropus_eugenii ENSMEUG00000014546
sarcophilus_harrisii ENSSHAG00000015130
equus_asinus_asinus ENSEASG00005020408
equus_caballus ENSECAG00000022930
pteropus_vampyrus ENSPVAG00000002194
mustela_putorius_furo ENSMPUG00000017894
neovison_vison ENSNVIG00000003554
ursus_maritimus ENSUMAG00000006310
ursus_americanus ENSUAMG00000026770
ailuropoda_melanoleuca ENSAMEG00000015364
canis_lupus_familiaris ENSCAFG00000011773
canis_lupus_dingo ENSCAFG00020020543
vulpes_vulpes ENSVVUG00000028933
bos_mutus ENSBMUG00000008274
bos_taurus ENSBTAG00000051685
capra_hircus ENSCHIG00000000398
tursiops_truncatus ENSTTRG00000011500
sus_scrofa ENSSSCG00000038777
pan_paniscus ENSPPAG00000037566
pan_troglodytes ENSPTRG00000048891
gorilla_gorilla ENSGGOG00000012690
pan_paniscus ENSPPAG00000010779
pan_troglodytes ENSPTRG00000018839
gorilla_gorilla ENSGGOG00000022266
homo_sapiens ENSG00000146540
nomascus_leucogenys ENSNLEG00000032521
papio_anubis ENSPANG00000036016
cercocebus_atys ENSCATG00000042185
mandrillus_leucophaeus ENSMLEG00000040185
macaca_mulatta ENSMMUG00000007206
macaca_fascicularis ENSMFAG00000031113
chlorocebus_sabaeus ENSCSAG00000017554
rhinopithecus_bieti ENSRBIG00000033961
rhinopithecus_roxellana ENSRROG00000044050
colobus_angolensis_palliatus ENSCANG00000035509
macaca_nemestrina ENSMNEG00000037211
theropithecus_gelada ENSTGEG00000003031
piliocolobus_tephrosceles ENSPTEG00000039606
cebus_capucinus ENSCCAG00000035122
saimiri_boliviensis_boliviensis ENSSBOG00000031261
callithrix_jacchus ENSCJAG00000015780
aotus_nancymaae ENSANAG00000034103
carlito_syrichta ENSTSYG00000012301
microcebus_murinus ENSMICG00000002098
propithecus_coquereli ENSPCOG00000016108
prolemur_simus ENSPSMG00000021168
otolemur_garnettii ENSOGAG00000012319
tupaia_belangeri ENSTBEG00000005855
castor_canadensis ENSCCNG00000002735
dipodomys_ordii ENSDORG00000024094
mus_spicilegus ENSMSIG00000029998
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028935
mus_musculus ENSMUSG00000053553
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027931
mus_pahari MGP_PahariEiJ_G0024503
rattus_norvegicus ENSRNOG00000001289
meriones_unguiculatus ENSMUGG00000001243
meriones_unguiculatus ENSMUGG00000011900
cricetulus_griseus_chok1gshd ENSCGRG00001016801
cricetulus_griseus_crigri ENSCGRG00000013547
cricetulus_griseus_crigri-picr ENSCGRG00015012324
mesocricetus_auratus ENSMAUG00000009557
peromyscus_maniculatus_bairdii ENSPEMG00000024476
microtus_ochrogaster ENSMOCG00000003796
nannospalax_galili ENSNGAG00000011288
jaculus_jaculus ENSJJAG00000023851
cavia_porcellus ENSCPOG00000034506
cavia_aperea ENSCAPG00000009693
octodon_degus ENSODEG00000010179
chinchilla_lanigera ENSCLAG00000005144
heterocephalus_glaber_female ENSHGLG00000006025
heterocephalus_glaber_male ENSHGLG00100000442
fukomys_damarensis ENSFDAG00000003923
ictidomys_tridecemlineatus ENSSTOG00000027588
marmota_marmota_marmota ENSMMMG00000009537
urocitellus_parryii ENSUPAG00010021473
panthera_pardus ENSPPRG00000014303
felis_catus ENSFCAG00000001545
loxodonta_africana ENSLAFG00000003268
dasypus_novemcinctus ENSDNOG00000034652
ornithorhynchus_anatinus ENSOANG00000021115
pogona_vitticeps ENSPVIG00000014165
anolis_carolinensis ENSACAG00000005046
notechis_scutatus ENSNSUG00000017800
salvator_merianae ENSSMRG00000020302
sphenodon_punctatus ENSSPUG00000001591
meleagris_gallopavo ENSMGAG00000002049
gallus_gallus ENSGALG00000004055
coturnix_japonica ENSCJPG00005014130
anas_platyrhynchos_platyrhynchos ENSAPLG00000026748
calidris_pygmaea ENSCPGG00000016375
calidris_pugnax ENSCPUG00000004845
melopsittacus_undulatus ENSMUNG00000005329
junco_hyemalis ENSJHYG00000007674
zonotrichia_albicollis ENSZALG00000004473
serinus_canaria ENSSCAG00000009781
parus_major ENSPMJG00000017271
taeniopygia_guttata ENSTGUG00000008340
lonchura_striata_domestica ENSLSDG00000002179
cyanistes_caeruleus ENSCCEG00000022440
ficedula_albicollis ENSFALG00000013934
manacus_vitellinus ENSMVIG00005002985
lepidothrix_coronata ENSLCOG00000001648
apteryx_rowi ENSARWG00000017740
apteryx_haastii ENSAHAG00000010440
apteryx_owenii ENSAOWG00000017633
dromaius_novaehollandiae ENSDNVG00000009919
crocodylus_porosus ENSCPRG00005017095
chelonoidis_abingdonii ENSCABG00000007888
gopherus_agassizii ENSGAGG00000015635
chrysemys_picta_bellii ENSCPBG00000020578
pelodiscus_sinensis ENSPSIG00000005299
latimeria_chalumnae ENSLACG00000001909
petromyzon_marinus ENSPMAG00000005265
ciona_intestinalis ENSCING00000019886
