bos_mutus ENSBMUG00000010471
bos_taurus ENSBTAG00000052626
ovis_aries ENSOARG00000004507
tursiops_truncatus ENSTTRG00000008942
sus_scrofa ENSSSCG00000022462
vicugna_pacos ENSVPAG00000009119
equus_caballus ENSECAG00000015620
equus_asinus_asinus ENSEASG00005007969
pteropus_vampyrus ENSPVAG00000012757
pteropus_vampyrus ENSPVAG00000009356
equus_caballus ENSECAG00000035151
neovison_vison ENSNVIG00000014638
mustela_putorius_furo ENSMPUG00000012880
mustela_putorius_furo ENSMPUG00000019641
neovison_vison ENSNVIG00000014633
ursus_maritimus ENSUMAG00000015390
ailuropoda_melanoleuca ENSAMEG00000001886
canis_lupus_familiaris ENSCAFG00000030360
canis_lupus_dingo ENSCAFG00020005711
vulpes_vulpes ENSVVUG00000022246
ursus_maritimus ENSUMAG00000015381
ursus_maritimus ENSUMAG00000000691
ursus_americanus ENSUAMG00000026294
canis_lupus_dingo ENSCAFG00020005712
panthera_pardus ENSPPRG00000010230
panthera_tigris_altaica ENSPTIG00000012983
felis_catus ENSFCAG00000041966
panthera_pardus ENSPPRG00000009775
panthera_tigris_altaica ENSPTIG00000013090
felis_catus ENSFCAG00000039929
propithecus_coquereli ENSPCOG00000025390
otolemur_garnettii ENSOGAG00000006767
pongo_abelii ENSPPYG00000013961
chlorocebus_sabaeus ENSCSAG00000016635
castor_canadensis ENSCCNG00000013845
spermophilus_dauricus ENSSDAG00000009011
oryctolagus_cuniculus ENSOCUG00000004941
echinops_telfairi ENSETEG00000015020
