prolemur_simus ENSPSMG00000016932
propithecus_coquereli ENSPCOG00000013282
microcebus_murinus ENSMICG00000014996
otolemur_garnettii ENSOGAG00000002139
pan_troglodytes ENSPTRG00000002197
pan_paniscus ENSPPAG00000034326
homo_sapiens ENSG00000162714
gorilla_gorilla ENSGGOG00000001577
pongo_abelii ENSPPYG00000000037
nomascus_leucogenys ENSNLEG00000026623
macaca_fascicularis ENSMFAG00000035433
macaca_mulatta ENSMMUG00000019585
macaca_nemestrina ENSMNEG00000029021
cercocebus_atys ENSCATG00000031929
mandrillus_leucophaeus ENSMLEG00000041833
papio_anubis ENSPANG00000001151
theropithecus_gelada ENSTGEG00000018865
chlorocebus_sabaeus ENSCSAG00000009014
colobus_angolensis_palliatus ENSCANG00000034248
piliocolobus_tephrosceles ENSPTEG00000003444
rhinopithecus_roxellana ENSRROG00000033129
rhinopithecus_bieti ENSRBIG00000000483
callithrix_jacchus ENSCJAG00000011781
cebus_capucinus ENSCCAG00000028575
saimiri_boliviensis_boliviensis ENSSBOG00000005783
aotus_nancymaae ENSANAG00000022228
tupaia_belangeri ENSTBEG00000004353
castor_canadensis ENSCCNG00000013801
dipodomys_ordii ENSDORG00000028040
cricetulus_griseus_chok1gshd ENSCGRG00001020767
cricetulus_griseus_crigri ENSCGRG00000012621
cricetulus_griseus_crigri-picr ENSCGRG00015018171
mesocricetus_auratus ENSMAUG00000016630
microtus_ochrogaster ENSMOCG00000021773
peromyscus_maniculatus_bairdii ENSPEMG00000028678
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017273
mus_musculus ENSMUSG00000020472
mus_spicilegus ENSMSIG00000020997
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016438
mus_pahari MGP_PahariEiJ_G0017568
rattus_norvegicus ENSRNOG00000003129
meriones_unguiculatus ENSMUGG00000010018
nannospalax_galili ENSNGAG00000021846
jaculus_jaculus ENSJJAG00000022828
urocitellus_parryii ENSUPAG00010009506
ictidomys_tridecemlineatus ENSSTOG00000027824
marmota_marmota_marmota ENSMMMG00000017364
spermophilus_dauricus ENSSDAG00000021159
oryctolagus_cuniculus ENSOCUG00000027031
oryctolagus_cuniculus ENSOCUG00000015309
oryctolagus_cuniculus ENSOCUG00000012717
oryctolagus_cuniculus ENSOCUG00000027897
ochotona_princeps ENSOPRG00000014969
chinchilla_lanigera ENSCLAG00000000579
octodon_degus ENSODEG00000001108
heterocephalus_glaber_female ENSHGLG00000001102
carlito_syrichta ENSTSYG00000000353
erinaceus_europaeus ENSEEUG00000013244
sorex_araneus ENSSARG00000002065
myotis_lucifugus ENSMLUG00000026878
pteropus_vampyrus ENSPVAG00000006166
equus_asinus_asinus ENSEASG00005017964
equus_caballus ENSECAG00000015844
bos_mutus ENSBMUG00000018502
bos_taurus ENSBTAG00000049098
bison_bison_bison ENSBBBG00000011364
ovis_aries ENSOARG00000007509
capra_hircus ENSCHIG00000016046
tursiops_truncatus ENSTTRG00000013574
sus_scrofa ENSSSCG00000036756
vicugna_pacos ENSVPAG00000012090
ursus_americanus ENSUAMG00000004343
ailuropoda_melanoleuca ENSAMEG00000016934
neovison_vison ENSNVIG00000002647
mustela_putorius_furo ENSMPUG00000012259
canis_lupus_dingo ENSCAFG00020021499
canis_lupus_familiaris ENSCAFG00000010670
vulpes_vulpes ENSVVUG00000024720
panthera_pardus ENSPPRG00000009155
panthera_tigris_altaica ENSPTIG00000021681
felis_catus ENSFCAG00000023658
dasypus_novemcinctus ENSDNOG00000049479
loxodonta_africana ENSLAFG00000013003
procavia_capensis ENSPCAG00000015835
echinops_telfairi ENSETEG00000011646
notamacropus_eugenii ENSMEUG00000005810
phascolarctos_cinereus ENSPCIG00000015280
monodelphis_domestica ENSMODG00000008791
sarcophilus_harrisii ENSSHAG00000001733
