anolis_carolinensis ENSACAG00000006134
pogona_vitticeps ENSPVIG00000009654
salvator_merianae ENSSMRG00000014928
sphenodon_punctatus ENSSPUG00000006725
apteryx_owenii ENSAOWG00000000682
apteryx_haastii ENSAHAG00000004185
apteryx_rowi ENSARWG00000006195
dromaius_novaehollandiae ENSDNVG00000000531
calidris_pygmaea ENSCPGG00000001334
calidris_pugnax ENSCPUG00000003000
melopsittacus_undulatus ENSMUNG00000006761
lepidothrix_coronata ENSLCOG00000013304
manacus_vitellinus ENSMVIG00005013425
cyanistes_caeruleus ENSCCEG00000007924
parus_major ENSPMJG00000003229
taeniopygia_guttata ENSTGUG00000002093
lonchura_striata ENSLSDG00000006462
serinus_canaria ENSSCAG00000000190
zonotrichia_albicollis ENSZALG00000012361
ficedula_albicollis ENSFALG00000002361
gallus_gallus ENSGALG00000013821
meleagris_gallopavo ENSMGAG00000007412
coturnix_japonica ENSCJPG00005004418
anser_brachyrhynchus ENSABRG00000016142
crocodylus_porosus ENSCPRG00005011238
gopherus_agassizii ENSGAGG00000003565
chelonoidis_abingdonii ENSCABG00000003062
chrysemys_picta ENSCPBG00000018250
pelodiscus_sinensis ENSPSIG00000004613
vombatus_ursinus ENSVURG00010002001
notamacropus_eugenii ENSMEUG00000010347
phascolarctos_cinereus ENSPCIG00000020697
sarcophilus_harrisii ENSSHAG00000015830
monodelphis_domestica ENSMODG00000008690
macaca_mulatta ENSMMUG00000009174
macaca_nemestrina ENSMNEG00000028599
macaca_fascicularis ENSMFAG00000035412
mandrillus_leucophaeus ENSMLEG00000038376
cercocebus_atys ENSCATG00000030487
chlorocebus_sabaeus ENSCSAG00000012310
papio_anubis ENSPANG00000011066
theropithecus_gelada ENSTGEG00000027463
rhinopithecus_bieti ENSRBIG00000041939
rhinopithecus_roxellana ENSRROG00000041365
piliocolobus_tephrosceles ENSPTEG00000018267
colobus_angolensis ENSCANG00000035207
pan_troglodytes ENSPTRG00000011852
pan_paniscus ENSPPAG00000036509
homo_sapiens ENSG00000152147
gorilla_gorilla ENSGGOG00000038177
pongo_abelii ENSPPYG00000012479
nomascus_leucogenys ENSNLEG00000033616
saimiri_boliviensis ENSSBOG00000019013
cebus_capucinus ENSCCAG00000026294
aotus_nancymaae ENSANAG00000034313
microcebus_murinus ENSMICG00000044164
microcebus_murinus ENSMICG00000030665
prolemur_simus ENSPSMG00000006357
otolemur_garnettii ENSOGAG00000010172
tupaia_belangeri ENSTBEG00000005016
castor_canadensis ENSCCNG00000022191
dipodomys_ordii ENSDORG00000023512
mus_spicilegus ENSMSIG00000007497
mus_spicilegus ENSMSIG00000004772
mus_spretus MGP_SPRETEiJ_G0022819
mus_musculus ENSMUSG00000055760
mus_caroli MGP_CAROLIEiJ_G0030803
mus_pahari MGP_PahariEiJ_G0020893
rattus_norvegicus ENSRNOG00000027332
meriones_unguiculatus ENSMUGG00000018429
peromyscus_maniculatus ENSPEMG00000014421
microtus_ochrogaster ENSMOCG00000020703
cricetulus_griseus ENSCGRG00000012675
cricetulus_griseus ENSCGRG00015016456
cricetulus_griseus ENSCGRG00001017426
nannospalax_galili ENSNGAG00000010184
jaculus_jaculus ENSJJAG00000021310
heterocephalus_glaber ENSHGLG00100004430
heterocephalus_glaber ENSHGLG00000018364
fukomys_damarensis ENSFDAG00000011157
chinchilla_lanigera ENSCLAG00000005345
octodon_degus ENSODEG00000011245
cavia_porcellus ENSCPOG00000034454
cavia_aperea ENSCAPG00000014776
ictidomys_tridecemlineatus ENSSTOG00000032476
ictidomys_tridecemlineatus ENSSTOG00000004408
marmota_marmota ENSMMMG00000016756
urocitellus_parryii ENSUPAG00010004269
spermophilus_dauricus ENSSDAG00000005990
oryctolagus_cuniculus ENSOCUG00000015599
pteropus_vampyrus ENSPVAG00000012079
myotis_lucifugus ENSMLUG00000014772
equus_asinus ENSEASG00005005543
