parus_major ENSPMJG00000005979
cyanistes_caeruleus ENSCCEG00000005777
ficedula_albicollis ENSFALG00000006616
lonchura_striata_domestica ENSLSDG00000003939
calidris_pygmaea ENSCPGG00000017499
gallus_gallus ENSGALG00000030087
coturnix_japonica ENSCJPG00005002291
gopherus_agassizii ENSGAGG00000000886
pelodiscus_sinensis ENSPSIG00000008834
pogona_vitticeps ENSPVIG00000010768
anolis_carolinensis ENSACAG00000000401
salvator_merianae ENSSMRG00000002292
ornithorhynchus_anatinus ENSOANG00000009988
castor_canadensis ENSCCNG00000016635
chrysemys_picta_bellii ENSCPBG00000022244
lonchura_striata_domestica ENSLSDG00000001131
xenopus_tropicalis ENSXETG00000033860
latimeria_chalumnae ENSLACG00000004639
erinaceus_europaeus ENSEEUG00000011765
sorex_araneus ENSSARG00000004601
ochotona_princeps ENSOPRG00000015108
dasypus_novemcinctus ENSDNOG00000035063
choloepus_hoffmanni ENSCHOG00000013473
pteropus_vampyrus ENSPVAG00000012016
myotis_lucifugus ENSMLUG00000010076
ailuropoda_melanoleuca ENSAMEG00000014795
ursus_maritimus ENSUMAG00000010798
mustela_putorius_furo ENSMPUG00000015701
canis_lupus_dingo ENSCAFG00020013896
canis_lupus_familiaris ENSCAFG00000014302
vulpes_vulpes ENSVVUG00000023465
panthera_pardus ENSPPRG00000009571
panthera_tigris_altaica ENSPTIG00000011607
felis_catus ENSFCAG00000006846
ovis_aries ENSOARG00000016343
capra_hircus ENSCHIG00000017510
bos_mutus ENSBMUG00000001399
bos_taurus ENSBTAG00000008295
bison_bison_bison ENSBBBG00000022970
tursiops_truncatus ENSTTRG00000008908
sus_scrofa ENSSSCG00000007670
equus_asinus_asinus ENSEASG00005017006
equus_caballus ENSECAG00000014917
microtus_ochrogaster ENSMOCG00000007386
peromyscus_maniculatus_bairdii ENSPEMG00000006769
cricetulus_griseus_crigri-picr ENSCGRG00015010283
cricetulus_griseus_chok1gshd ENSCGRG00001023904
cricetulus_griseus_crigri ENSCGRG00000005411
mesocricetus_auratus ENSMAUG00000008451
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028884
mus_spicilegus ENSMSIG00000008340
mus_musculus ENSMUSG00000029712
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027879
mus_pahari MGP_PahariEiJ_G0024465
rattus_norvegicus ENSRNOG00000001408
nannospalax_galili ENSNGAG00000022489
meriones_unguiculatus ENSMUGG00000014971
chinchilla_lanigera ENSCLAG00000001889
octodon_degus ENSODEG00000016158
heterocephalus_glaber_male ENSHGLG00100008510
heterocephalus_glaber_female ENSHGLG00000014925
fukomys_damarensis ENSFDAG00000014249
cavia_porcellus ENSCPOG00000005145
ictidomys_tridecemlineatus ENSSTOG00000013646
urocitellus_parryii ENSUPAG00010017680
spermophilus_dauricus ENSSDAG00000022002
marmota_marmota_marmota ENSMMMG00000012165
propithecus_coquereli ENSPCOG00000019888
prolemur_simus ENSPSMG00000006772
microcebus_murinus ENSMICG00000009362
oryctolagus_cuniculus ENSOCUG00000014727
dipodomys_ordii ENSDORG00000002281
otolemur_garnettii ENSOGAG00000005639
pan_troglodytes ENSPTRG00000046117
pan_troglodytes ENSPTRG00000019500
pan_paniscus ENSPPAG00000034816
homo_sapiens ENSG00000077080
gorilla_gorilla ENSGGOG00000016502
pongo_abelii ENSPPYG00000017423
nomascus_leucogenys ENSNLEG00000011889
macaca_fascicularis ENSMFAG00000038744
macaca_mulatta ENSMMUG00000007461
mandrillus_leucophaeus ENSMLEG00000031514
papio_anubis ENSPANG00000018332
cercocebus_atys ENSCATG00000041643
theropithecus_gelada ENSTGEG00000009766
chlorocebus_sabaeus ENSCSAG00000017930
rhinopithecus_roxellana ENSRROG00000036394
colobus_angolensis_palliatus ENSCANG00000031052
macaca_nemestrina ENSMNEG00000035680
rhinopithecus_bieti ENSRBIG00000030446
piliocolobus_tephrosceles ENSPTEG00000024016
saimiri_boliviensis_boliviensis ENSSBOG00000003118
cebus_capucinus ENSCCAG00000024049
callithrix_jacchus ENSCJAG00000015106
aotus_nancymaae ENSANAG00000032333
loxodonta_africana ENSLAFG00000031032
procavia_capensis ENSPCAG00000006466
carlito_syrichta ENSTSYG00000006134
ursus_americanus ENSUAMG00000000151
echinops_telfairi ENSETEG00000005792
tupaia_belangeri ENSTBEG00000000853
notamacropus_eugenii ENSMEUG00000016393
phascolarctos_cinereus ENSPCIG00000000450
sarcophilus_harrisii ENSSHAG00000008864
monodelphis_domestica ENSMODG00000004598
scleropages_formosus ENSSFOG00015022728
paramormyrops_kingsleyae ENSPKIG00000016697
pygocentrus_nattereri ENSPNAG00000006129
astyanax_mexicanus ENSAMXG00000006237
ictalurus_punctatus ENSIPUG00000004516
danio_rerio ENSDARG00000034107
lepisosteus_oculatus ENSLOCG00000013501
