pygocentrus_nattereri ENSPNAG00000009544
astyanax_mexicanus ENSAMXG00000038687
ictalurus_punctatus ENSIPUG00000004981
danio_rerio ENSDARG00000015968
gasterosteus_aculeatus ENSGACG00000009999
cynoglossus_semilaevis ENSCSEG00000018003
fundulus_heteroclitus ENSFHEG00000016437
cyprinodon_variegatus ENSCVAG00000004511
poecilia_mexicana ENSPMEG00000008675
poecilia_formosa ENSPFOG00000012012
poecilia_latipinna ENSPLAG00000008220
poecilia_reticulata ENSPREG00000001756
xiphophorus_maculatus ENSXMAG00000018453
xiphophorus_couchianus ENSXCOG00000012506
gambusia_affinis ENSGAFG00000012769
kryptolebias_marmoratus ENSKMAG00000020514
oryzias_latipes ENSORLG00000006303
oryzias_latipes_asm223469v1 ENSORLG00015006247
oryzias_latipes ENSORLG00020003730
oryzias_melastigma ENSOMEG00000012260
amphiprion_percula ENSAPEG00000024597
amphiprion_ocellaris ENSAOCG00000001989
acanthochromis_polyacanthus ENSAPOG00000023011
stegastes_partitus ENSSPAG00000009159
astatotilapia_calliptera ENSACLG00000015673
maylandia_zebra ENSMZEG00005016830
pundamilia_nyererei ENSPNYG00000006634
haplochromis_burtoni ENSHBUG00000001831
neolamprologus_brichardi ENSNBRG00000003467
oreochromis_niloticus ENSONIG00000003665
amphilophus_citrinellus ENSACIG00000015148
takifugu_rubripes ENSTRUG00000005529
tetraodon_nigroviridis ENSTNIG00000007717
mola_mola ENSMMOG00000012756
labrus_bergylta ENSLBEG00000022054
mastacembelus_armatus ENSMAMG00000012292
monopterus_albus ENSMALG00000009185
anabas_testudineus ENSATEG00000014288
seriola_lalandi_dorsalis ENSSLDG00000006667
seriola_dumerili ENSSDUG00000023716
scophthalmus_maximus ENSSMAG00000012989
periophthalmus_magnuspinnatus ENSPMGG00000014020
hippocampus_comes ENSHCOG00000004384
gadus_morhua ENSGMOG00000008984
esox_lucius ENSELUG00000024184
