apteryx_owenii ENSAOWG00000006119
apteryx_rowi ENSARWG00000015753
apteryx_haastii ENSAHAG00000016936
dromaius_novaehollandiae ENSDNVG00000012459
nothoprocta_perdicaria ENSNPEG00000000505
anser_brachyrhynchus ENSABRG00000014058
anas_platyrhynchos_platyrhynchos ENSAPLG00000001581
gallus_gallus ENSGALG00000005456
meleagris_gallopavo ENSMGAG00000006936
coturnix_japonica ENSCJPG00005014705
numida_meleagris ENSNMEG00000018756
calidris_pygmaea ENSCPGG00000017309
calidris_pugnax ENSCPUG00000008682
melopsittacus_undulatus ENSMUNG00000014702
lepidothrix_coronata ENSLCOG00000014633
manacus_vitellinus ENSMVIG00005012888
taeniopygia_guttata ENSTGUG00000004400
lonchura_striata_domestica ENSLSDG00000016042
junco_hyemalis ENSJHYG00000004110
zonotrichia_albicollis ENSZALG00000013400
serinus_canaria ENSSCAG00000006634
cyanistes_caeruleus ENSCCEG00000007823
parus_major ENSPMJG00000013981
ficedula_albicollis ENSFALG00000006732
crocodylus_porosus ENSCPRG00005006053
gopherus_agassizii ENSGAGG00000008517
chelonoidis_abingdonii ENSCABG00000016354
chrysemys_picta_bellii ENSCPBG00000023938
pelodiscus_sinensis ENSPSIG00000003337
sphenodon_punctatus ENSSPUG00000008384
pogona_vitticeps ENSPVIG00000002883
notechis_scutatus ENSNSUG00000009486
salvator_merianae ENSSMRG00000006244
anolis_carolinensis ENSACAG00000002548
choloepus_hoffmanni ENSCHOG00000005138
dasypus_novemcinctus ENSDNOG00000017077
loxodonta_africana ENSLAFG00000007085
procavia_capensis ENSPCAG00000007606
myotis_lucifugus ENSMLUG00000015708
pteropus_vampyrus ENSPVAG00000016196
equus_asinus_asinus ENSEASG00005013669
equus_caballus ENSECAG00000011349
capra_hircus ENSCHIG00000022692
ovis_aries ENSOARG00000009459
bos_mutus ENSBMUG00000026143
bos_taurus ENSBTAG00000018394
bison_bison_bison ENSBBBG00000004897
sus_scrofa ENSSSCG00000035182
tursiops_truncatus ENSTTRG00000006799
vicugna_pacos ENSVPAG00000000735
ursus_maritimus ENSUMAG00000015268
ursus_americanus ENSUAMG00000025549
ailuropoda_melanoleuca ENSAMEG00000014132
neovison_vison ENSNVIG00000020459
mustela_putorius_furo ENSMPUG00000009237
canis_lupus_dingo ENSCAFG00020002962
canis_lupus_familiaris ENSCAFG00000028891
vulpes_vulpes ENSVVUG00000005668
panthera_pardus ENSPPRG00000011531
panthera_tigris_altaica ENSPTIG00000006116
felis_catus ENSFCAG00000024343
erinaceus_europaeus ENSEEUG00000009500
heterocephalus_glaber_female ENSHGLG00000010816
heterocephalus_glaber_male ENSHGLG00100018351
fukomys_damarensis ENSFDAG00000003737
cavia_porcellus ENSCPOG00000032511
cavia_aperea ENSCAPG00000010683
octodon_degus ENSODEG00000000374
chinchilla_lanigera ENSCLAG00000001228
ictidomys_tridecemlineatus ENSSTOG00000027319
marmota_marmota_marmota ENSMMMG00000012120
urocitellus_parryii ENSUPAG00010008582
spermophilus_dauricus ENSSDAG00000002595
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032729
mus_spicilegus ENSMSIG00000021283
mus_musculus ENSMUSG00000034308
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031611
mus_pahari MGP_PahariEiJ_G0023209
rattus_norvegicus ENSRNOG00000051819
meriones_unguiculatus ENSMUGG00000019380
peromyscus_maniculatus_bairdii ENSPEMG00000029375
microtus_ochrogaster ENSMOCG00000021183
cricetulus_griseus_crigri-picr ENSCGRG00015023420
cricetulus_griseus_crigri ENSCGRG00000014811
cricetulus_griseus_chok1gshd ENSCGRG00001011865
mesocricetus_auratus ENSMAUG00000001530
nannospalax_galili ENSNGAG00000013172
jaculus_jaculus ENSJJAG00000021471
dipodomys_ordii ENSDORG00000007291
castor_canadensis ENSCCNG00000023763
oryctolagus_cuniculus ENSOCUG00000016649
ochotona_princeps ENSOPRG00000005419
tupaia_belangeri ENSTBEG00000012921
papio_anubis ENSPANG00000026307
theropithecus_gelada ENSTGEG00000017023
cercocebus_atys ENSCATG00000041320
macaca_fascicularis ENSMFAG00000040108
macaca_mulatta ENSMMUG00000020372
macaca_nemestrina ENSMNEG00000036201
mandrillus_leucophaeus ENSMLEG00000031944
chlorocebus_sabaeus ENSCSAG00000003417
colobus_angolensis_palliatus ENSCANG00000043041
piliocolobus_tephrosceles ENSPTEG00000011201
rhinopithecus_bieti ENSRBIG00000043245
rhinopithecus_bieti ENSRBIG00000041712
rhinopithecus_roxellana ENSRROG00000032867
gorilla_gorilla ENSGGOG00000013178
homo_sapiens ENSG00000184860
pan_troglodytes ENSPTRG00000008396
pan_paniscus ENSPPAG00000033148
