chelonoidis_abingdonii ENSCABG00000018560
chrysemys_picta ENSCPBG00000011731
gopherus_agassizii ENSGAGG00000010859
pelodiscus_sinensis ENSPSIG00000012424
crocodylus_porosus ENSCPRG00005007281
nothoprocta_perdicaria ENSNPEG00000008681
anolis_carolinensis ENSACAG00000002142
notechis_scutatus ENSNSUG00000011762
salvator_merianae ENSSMRG00000001619
sphenodon_punctatus ENSSPUG00000005084
procavia_capensis ENSPCAG00000002637
loxodonta_africana ENSLAFG00000001535
echinops_telfairi ENSETEG00000013399
dasypus_novemcinctus ENSDNOG00000018185
dasypus_novemcinctus ENSDNOG00000016923
choloepus_hoffmanni ENSCHOG00000009517
capra_hircus ENSCHIG00000013608
ovis_aries ENSOARG00000015875
bos_mutus ENSBMUG00000007617
tursiops_truncatus ENSTTRG00000002149
vicugna_pacos ENSVPAG00000001938
pteropus_vampyrus ENSPVAG00000015533
ailuropoda_melanoleuca ENSAMEG00000003634
ursus_maritimus ENSUMAG00000019640
canis_lupus ENSCAFG00020002073
equus_asinus ENSEASG00005013442
erinaceus_europaeus ENSEEUG00000011686
sorex_araneus ENSSARG00000005315
urocitellus_parryii ENSUPAG00010018615
ictidomys_tridecemlineatus ENSSTOG00000003155
spermophilus_dauricus ENSSDAG00000002943
marmota_marmota ENSMMMG00000007096
peromyscus_maniculatus ENSPEMG00000028596
ochotona_princeps ENSOPRG00000008025
pongo_abelii ENSPPYG00000003391
nomascus_leucogenys ENSNLEG00000017876
chlorocebus_sabaeus ENSCSAG00000005242
macaca_mulatta ENSMMUG00000049710
rhinopithecus_bieti ENSRBIG00000015247
saimiri_boliviensis ENSSBOG00000032797
callithrix_jacchus ENSCJAG00000006055
carlito_syrichta ENSTSYG00000006710
propithecus_coquereli ENSPCOG00000025939
microcebus_murinus ENSMICG00000007547
otolemur_garnettii ENSOGAG00000007847
tupaia_belangeri ENSTBEG00000002669
notamacropus_eugenii ENSMEUG00000002462
ornithorhynchus_anatinus ENSOANG00000009895
latimeria_chalumnae ENSLACG00000013512
lepisosteus_oculatus ENSLOCG00000004669
callorhinchus_milii ENSCMIG00000018334
