lepisosteus_oculatus ENSLOCG00000011181
paramormyrops_kingsleyae ENSPKIG00000018509
anolis_carolinensis ENSACAG00000002113
pogona_vitticeps ENSPVIG00000017731
salvator_merianae ENSSMRG00000019435
sphenodon_punctatus ENSSPUG00000009785
gopherus_agassizii ENSGAGG00000010673
chelonoidis_abingdonii ENSCABG00000022303
chrysemys_picta_bellii ENSCPBG00000024171
pelodiscus_sinensis ENSPSIG00000016679
lepidothrix_coronata ENSLCOG00000007258
manacus_vitellinus ENSMVIG00005019868
serinus_canaria ENSSCAG00000013000
zonotrichia_albicollis ENSZALG00000007853
lonchura_striata_domestica ENSLSDG00000000427
taeniopygia_guttata ENSTGUG00000000103
ficedula_albicollis ENSFALG00000000986
parus_major ENSPMJG00000003742
cyanistes_caeruleus ENSCCEG00000017474
calidris_pygmaea ENSCPGG00000010153
calidris_pugnax ENSCPUG00000017804
gallus_gallus ENSGALG00000015315
coturnix_japonica ENSCJPG00005012043
meleagris_gallopavo ENSMGAG00000007056
numida_meleagris ENSNMEG00000002508
anser_brachyrhynchus ENSABRG00000001135
anas_platyrhynchos_platyrhynchos ENSAPLG00000005302
apteryx_rowi ENSARWG00000000544
apteryx_haastii ENSAHAG00000012161
apteryx_owenii ENSAOWG00000005437
dromaius_novaehollandiae ENSDNVG00000018059
phascolarctos_cinereus ENSPCIG00000028007
notamacropus_eugenii ENSMEUG00000003053
sarcophilus_harrisii ENSSHAG00000005409
monodelphis_domestica ENSMODG00000012543
ursus_americanus ENSUAMG00000013500
ailuropoda_melanoleuca ENSAMEG00000004663
mustela_putorius_furo ENSMPUG00000006444
neovison_vison ENSNVIG00000015341
canis_lupus_familiaris ENSCAFG00000002471
canis_lupus_dingo ENSCAFG00020018577
vulpes_vulpes ENSVVUG00000019702
panthera_tigris_altaica ENSPTIG00000012635
panthera_pardus ENSPPRG00000000253
felis_catus ENSFCAG00000023325
myotis_lucifugus ENSMLUG00000004854
pteropus_vampyrus ENSPVAG00000006577
capra_hircus ENSCHIG00000020537
ovis_aries ENSOARG00000011131
bos_mutus ENSBMUG00000003009
bos_taurus ENSBTAG00000024851
bison_bison_bison ENSBBBG00000018965
tursiops_truncatus ENSTTRG00000010827
sus_scrofa ENSSSCG00000033222
equus_asinus_asinus ENSEASG00005022818
equus_caballus ENSECAG00000017443
sorex_araneus ENSSARG00000005551
prolemur_simus ENSPSMG00000023675
microcebus_murinus ENSMICG00000029235
propithecus_coquereli ENSPCOG00000017721
otolemur_garnettii ENSOGAG00000034933
pan_paniscus ENSPPAG00000030288
pan_troglodytes ENSPTRG00000048088
homo_sapiens ENSG00000106785
pongo_abelii ENSPPYG00000019432
nomascus_leucogenys ENSNLEG00000016948
rhinopithecus_bieti ENSRBIG00000043569
rhinopithecus_roxellana ENSRROG00000030693
colobus_angolensis_palliatus ENSCANG00000028088
piliocolobus_tephrosceles ENSPTEG00000025759
theropithecus_gelada ENSTGEG00000003061
papio_anubis ENSPANG00000025650
cercocebus_atys ENSCATG00000029499
mandrillus_leucophaeus ENSMLEG00000035482
macaca_fascicularis ENSMFAG00000040114
macaca_mulatta ENSMMUG00000001773
macaca_nemestrina ENSMNEG00000028196
chlorocebus_sabaeus ENSCSAG00000011008
saimiri_boliviensis_boliviensis ENSSBOG00000028517
cebus_capucinus ENSCCAG00000021345
callithrix_jacchus ENSCJAG00000010990
aotus_nancymaae ENSANAG00000028074
dipodomys_ordii ENSDORG00000006242
castor_canadensis ENSCCNG00000025003
mus_musculus ENSMUSG00000039853
mus_spicilegus ENSMSIG00000020755
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026952
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025989
mus_pahari MGP_PahariEiJ_G0028325
rattus_norvegicus ENSRNOG00000008922
meriones_unguiculatus ENSMUGG00000007118
cricetulus_griseus_chok1gshd ENSCGRG00001015555
cricetulus_griseus_crigri ENSCGRG00000003890
cricetulus_griseus_crigri-picr ENSCGRG00015027985
mesocricetus_auratus ENSMAUG00000014033
peromyscus_maniculatus_bairdii ENSPEMG00000018245
microtus_ochrogaster ENSMOCG00000008316
nannospalax_galili ENSNGAG00000020700
jaculus_jaculus ENSJJAG00000019629
chinchilla_lanigera ENSCLAG00000011918
octodon_degus ENSODEG00000002021
cavia_porcellus ENSCPOG00000003393
heterocephalus_glaber_male ENSHGLG00100014093
heterocephalus_glaber_female ENSHGLG00000003771
fukomys_damarensis ENSFDAG00000016169
ictidomys_tridecemlineatus ENSSTOG00000027856
urocitellus_parryii ENSUPAG00010016302
marmota_marmota_marmota ENSMMMG00000005094
tupaia_belangeri ENSTBEG00000007942
gorilla_gorilla ENSGGOG00000009185
oryctolagus_cuniculus ENSOCUG00000003913
ochotona_princeps ENSOPRG00000005507
dasypus_novemcinctus ENSDNOG00000035404
choloepus_hoffmanni ENSCHOG00000008110
loxodonta_africana ENSLAFG00000001948
procavia_capensis ENSPCAG00000013164
echinops_telfairi ENSETEG00000015664
ornithorhynchus_anatinus ENSOANG00000011133
xenopus_tropicalis ENSXETG00000006556
latimeria_chalumnae ENSLACG00000009387
petromyzon_marinus ENSPMAG00000003974
