ciona_intestinalis ENSCING00000008047
ciona_savignyi ENSCSAVG00000007230
labrus_bergylta ENSLBEG00000020073
gasterosteus_aculeatus ENSGACG00000008190
mola_mola ENSMMOG00000004850
takifugu_rubripes ENSTRUG00000004789
xiphophorus_couchianus ENSXCOG00000017645
xiphophorus_maculatus ENSXMAG00000029469
gambusia_affinis ENSGAFG00000008472
poecilia_formosa ENSPFOG00000003645
poecilia_latipinna ENSPLAG00000016008
poecilia_mexicana ENSPMEG00000003337
poecilia_reticulata ENSPREG00000001423
cyprinodon_variegatus ENSCVAG00000006890
fundulus_heteroclitus ENSFHEG00000007648
kryptolebias_marmoratus ENSKMAG00000000773
oryzias_latipes_asm223469v1 ENSORLG00015007689
oryzias_latipes ENSORLG00020012713
oryzias_latipes ENSORLG00000016658
oryzias_melastigma ENSOMEG00000016987
maylandia_zebra ENSMZEG00005026953
astatotilapia_calliptera ENSACLG00000009944
pundamilia_nyererei ENSPNYG00000005273
haplochromis_burtoni ENSHBUG00000022802
neolamprologus_brichardi ENSNBRG00000016310
oreochromis_niloticus ENSONIG00000019409
amphilophus_citrinellus ENSACIG00000016473
amphiprion_ocellaris ENSAOCG00000011720
amphiprion_percula ENSAPEG00000004436
acanthochromis_polyacanthus ENSAPOG00000002838
stegastes_partitus ENSSPAG00000019280
monopterus_albus ENSMALG00000022106
mastacembelus_armatus ENSMAMG00000017676
anabas_testudineus ENSATEG00000023987
scophthalmus_maximus ENSSMAG00000008037
cynoglossus_semilaevis ENSCSEG00000004756
seriola_dumerili ENSSDUG00000022897
seriola_lalandi_dorsalis ENSSLDG00000010584
hippocampus_comes ENSHCOG00000011408
periophthalmus_magnuspinnatus ENSPMGG00000022756
gadus_morhua ENSGMOG00000017122
esox_lucius ENSELUG00000011526
pygocentrus_nattereri ENSPNAG00000029855
astyanax_mexicanus ENSAMXG00000038212
ictalurus_punctatus ENSIPUG00000020080
danio_rerio ENSDARG00000054930
paramormyrops_kingsleyae ENSPKIG00000007955
scleropages_formosus ENSSFOG00015015214
scleropages_formosus ENSSFOG00015019608
paramormyrops_kingsleyae ENSPKIG00000010098
lepisosteus_oculatus ENSLOCG00000013785
pogona_vitticeps ENSPVIG00000019040
anolis_carolinensis ENSACAG00000007501
notechis_scutatus ENSNSUG00000000429
salvator_merianae ENSSMRG00000000546
sphenodon_punctatus ENSSPUG00000003949
anas_platyrhynchos_platyrhynchos ENSAPLG00000004211
anser_brachyrhynchus ENSABRG00000009675
meleagris_gallopavo ENSMGAG00000007445
