prolemur_simus ENSPSMG00000013194
propithecus_coquereli ENSPCOG00000018607
rhinopithecus_roxellana ENSRROG00000033982
rhinopithecus_bieti ENSRBIG00000041810
colobus_angolensis_palliatus ENSCANG00000040878
mandrillus_leucophaeus ENSMLEG00000032459
theropithecus_gelada ENSTGEG00000004405
papio_anubis ENSPANG00000033785
cercocebus_atys ENSCATG00000033706
pan_troglodytes ENSPTRG00000022763
gorilla_gorilla ENSGGOG00000004412
macaca_nemestrina ENSMNEG00000038324
macaca_fascicularis ENSMFAG00000041681
piliocolobus_tephrosceles ENSPTEG00000013572
pan_paniscus ENSPPAG00000041814
bos_mutus ENSBMUG00000022466
bison_bison_bison ENSBBBG00000014759
panthera_pardus ENSPPRG00000006224
panthera_tigris_altaica ENSPTIG00000017652
felis_catus ENSFCAG00000041805
