dasypus_novemcinctus ENSDNOG00000038703
choloepus_hoffmanni ENSCHOG00000010686
pteropus_vampyrus ENSPVAG00000008901
myotis_lucifugus ENSMLUG00000028118
equus_caballus ENSECAG00000034244
equus_asinus_asinus ENSEASG00005014882
bos_mutus ENSBMUG00000023312
bison_bison_bison ENSBBBG00000011609
bos_taurus ENSBTAG00000054311
ovis_aries ENSOARG00000014012
capra_hircus ENSCHIG00000027111
tursiops_truncatus ENSTTRG00000007172
sus_scrofa ENSSSCG00000010751
vicugna_pacos ENSVPAG00000006881
mustela_putorius_furo ENSMPUG00000002509
neovison_vison ENSNVIG00000008930
ursus_americanus ENSUAMG00000000813
ursus_maritimus ENSUMAG00000009175
canis_lupus_familiaris ENSCAFG00000031629
canis_lupus_dingo ENSCAFG00020019529
vulpes_vulpes ENSVVUG00000005633
panthera_tigris_altaica ENSPTIG00000020614
panthera_pardus ENSPPRG00000001364
felis_catus ENSFCAG00000032950
gorilla_gorilla ENSGGOG00000025181
homo_sapiens ENSG00000214285
pan_troglodytes ENSPTRG00000033882
pan_paniscus ENSPPAG00000028558
pongo_abelii ENSPPYG00000002759
mandrillus_leucophaeus ENSMLEG00000032045
cercocebus_atys ENSCATG00000034109
piliocolobus_tephrosceles ENSPTEG00000030030
rhinopithecus_bieti ENSRBIG00000038974
rhinopithecus_roxellana ENSRROG00000039269
macaca_fascicularis ENSMFAG00000044481
macaca_nemestrina ENSMNEG00000027536
theropithecus_gelada ENSTGEG00000028923
papio_anubis ENSPANG00000020243
chlorocebus_sabaeus ENSCSAG00000004454
colobus_angolensis_palliatus ENSCANG00000035102
nomascus_leucogenys ENSNLEG00000000575
cebus_capucinus ENSCCAG00000027458
callithrix_jacchus ENSCJAG00000014234
saimiri_boliviensis_boliviensis ENSSBOG00000031161
aotus_nancymaae ENSANAG00000023534
carlito_syrichta ENSTSYG00000012238
propithecus_coquereli ENSPCOG00000016832
prolemur_simus ENSPSMG00000004108
microcebus_murinus ENSMICG00000031912
dipodomys_ordii ENSDORG00000013294
castor_canadensis ENSCCNG00000027317
cricetulus_griseus_chok1gshd ENSCGRG00001019970
cricetulus_griseus_crigri-picr ENSCGRG00015000925
cricetulus_griseus_crigri ENSCGRG00000017826
mesocricetus_auratus ENSMAUG00000003085
microtus_ochrogaster ENSMOCG00000021758
peromyscus_maniculatus_bairdii ENSPEMG00000020990
mus_spicilegus ENSMSIG00000024560
mus_musculus ENSMUSG00000073804
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031710
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030598
mus_pahari MGP_PahariEiJ_G0013803
rattus_norvegicus ENSRNOG00000036653
meriones_unguiculatus ENSMUGG00000026488
nannospalax_galili ENSNGAG00000023481
jaculus_jaculus ENSJJAG00000022443
urocitellus_parryii ENSUPAG00010004193
spermophilus_dauricus ENSSDAG00000015765
marmota_marmota_marmota ENSMMMG00000003133
ictidomys_tridecemlineatus ENSSTOG00000033393
chinchilla_lanigera ENSCLAG00000002433
octodon_degus ENSODEG00000017172
heterocephalus_glaber_female ENSHGLG00000011458
heterocephalus_glaber_male ENSHGLG00100015737
cavia_aperea ENSCAPG00000016813
cavia_porcellus ENSCPOG00000020430
oryctolagus_cuniculus ENSOCUG00000028102
ochotona_princeps ENSOPRG00000019090
phascolarctos_cinereus ENSPCIG00000011208
notamacropus_eugenii ENSMEUG00000013319
monodelphis_domestica ENSMODG00000029056
anser_brachyrhynchus ENSABRG00000006088
anas_platyrhynchos_platyrhynchos ENSAPLG00000029354
gallus_gallus ENSGALG00000052512
coturnix_japonica ENSCJPG00005001270
meleagris_gallopavo ENSMGAG00000011784
numida_meleagris ENSNMEG00000005934
calidris_pygmaea ENSCPGG00000009819
calidris_pugnax ENSCPUG00000000454
manacus_vitellinus ENSMVIG00005013396
lepidothrix_coronata ENSLCOG00000010187
taeniopygia_guttata ENSTGUG00000011554
melopsittacus_undulatus ENSMUNG00000005031
apteryx_haastii ENSAHAG00000013292
crocodylus_porosus ENSCPRG00005009610
gopherus_agassizii ENSGAGG00000015725
chelonoidis_abingdonii ENSCABG00000014959
salvator_merianae ENSSMRG00000005186
pogona_vitticeps ENSPVIG00000004023
