scleropages_formosus ENSSFOG00015005354
paramormyrops_kingsleyae ENSPKIG00000005709
pygocentrus_nattereri ENSPNAG00000029366
astyanax_mexicanus ENSAMXG00000010373
ictalurus_punctatus ENSIPUG00000003041
danio_rerio ENSDARG00000078748
fundulus_heteroclitus ENSFHEG00000012087
cyprinodon_variegatus ENSCVAG00000009323
poecilia_mexicana ENSPMEG00000021838
poecilia_formosa ENSPFOG00000006985
poecilia_latipinna ENSPLAG00000022776
poecilia_reticulata ENSPREG00000006379
xiphophorus_maculatus ENSXMAG00000024240
xiphophorus_couchianus ENSXCOG00000013132
gambusia_affinis ENSGAFG00000001276
kryptolebias_marmoratus ENSKMAG00000010099
oryzias_latipes ENSORLG00020021444
oryzias_latipes ENSORLG00000025894
oryzias_latipes_asm223469v1 ENSORLG00015010319
oryzias_melastigma ENSOMEG00000020034
amphiprion_ocellaris ENSAOCG00000018018
amphiprion_percula ENSAPEG00000021488
acanthochromis_polyacanthus ENSAPOG00000020520
stegastes_partitus ENSSPAG00000019520
haplochromis_burtoni ENSHBUG00000018145
pundamilia_nyererei ENSPNYG00000007718
maylandia_zebra ENSMZEG00005024696
astatotilapia_calliptera ENSACLG00000012624
neolamprologus_brichardi ENSNBRG00000006102
oreochromis_niloticus ENSONIG00000001229
amphilophus_citrinellus ENSACIG00000004181
mola_mola ENSMMOG00000009802
labrus_bergylta ENSLBEG00000015691
scophthalmus_maximus ENSSMAG00000004895
anabas_testudineus ENSATEG00000003063
monopterus_albus ENSMALG00000010764
mastacembelus_armatus ENSMAMG00000019921
seriola_lalandi_dorsalis ENSSLDG00000017843
seriola_dumerili ENSSDUG00000004839
cynoglossus_semilaevis ENSCSEG00000015817
hippocampus_comes ENSHCOG00000005006
periophthalmus_magnuspinnatus ENSPMGG00000009224
esox_lucius ENSELUG00000011843
lepisosteus_oculatus ENSLOCG00000017722
