equus_caballus ENSECAG00000018987
equus_asinus_asinus ENSEASG00005009025
pteropus_vampyrus ENSPVAG00000008332
bos_taurus ENSBTAG00000052499
capra_hircus ENSCHIG00000015580
sus_scrofa ENSSSCG00000025208
tursiops_truncatus ENSTTRG00000008561
vicugna_pacos ENSVPAG00000011953
castor_canadensis ENSCCNG00000011534
dipodomys_ordii ENSDORG00000012101
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022470
mus_musculus ENSMUSG00000036492
mus_spicilegus ENSMSIG00000017038
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021558
mus_pahari MGP_PahariEiJ_G0020556
rattus_norvegicus ENSRNOG00000000781
meriones_unguiculatus ENSMUGG00000026679
meriones_unguiculatus ENSMUGG00000026690
microtus_ochrogaster ENSMOCG00000015333
peromyscus_maniculatus_bairdii ENSPEMG00000023635
cricetulus_griseus_crigri-picr ENSCGRG00015020774
cricetulus_griseus_chok1gshd ENSCGRG00001021833
cricetulus_griseus_crigri ENSCGRG00000015580
mesocricetus_auratus ENSMAUG00000012824
nannospalax_galili ENSNGAG00000005976
jaculus_jaculus ENSJJAG00000001427
heterocephalus_glaber_female ENSHGLG00000019552
heterocephalus_glaber_male ENSHGLG00100002870
octodon_degus ENSODEG00000000323
urocitellus_parryii ENSUPAG00010015281
ictidomys_tridecemlineatus ENSSTOG00000005658
marmota_marmota_marmota ENSMMMG00000022936
oryctolagus_cuniculus ENSOCUG00000015653
propithecus_coquereli ENSPCOG00000020051
microcebus_murinus ENSMICG00000034392
prolemur_simus ENSPSMG00000010795
otolemur_garnettii ENSOGAG00000028655
homo_sapiens ENSG00000204618
gorilla_gorilla ENSGGOG00000027860
pan_paniscus ENSPPAG00000041758
pan_troglodytes ENSPTRG00000031491
pongo_abelii ENSPPYG00000017198
nomascus_leucogenys ENSNLEG00000004940
macaca_nemestrina ENSMNEG00000033484
macaca_mulatta ENSMMUG00000012124
macaca_fascicularis ENSMFAG00000040191
theropithecus_gelada ENSTGEG00000011007
theropithecus_gelada ENSTGEG00000010649
cercocebus_atys ENSCATG00000033657
papio_anubis ENSPANG00000018611
chlorocebus_sabaeus ENSCSAG00000008112
rhinopithecus_roxellana ENSRROG00000030675
rhinopithecus_bieti ENSRBIG00000037044
piliocolobus_tephrosceles ENSPTEG00000027777
colobus_angolensis_palliatus ENSCANG00000019324
callithrix_jacchus ENSCJAG00000020706
cebus_capucinus ENSCCAG00000023355
saimiri_boliviensis_boliviensis ENSSBOG00000031929
aotus_nancymaae ENSANAG00000028285
loxodonta_africana ENSLAFG00000026684
procavia_capensis ENSPCAG00000011019
ursus_americanus ENSUAMG00000022236
ailuropoda_melanoleuca ENSAMEG00000016063
mustela_putorius_furo ENSMPUG00000007529
neovison_vison ENSNVIG00000011320
canis_lupus_dingo ENSCAFG00020003226
canis_lupus_familiaris ENSCAFG00000012193
vulpes_vulpes ENSVVUG00000001978
felis_catus ENSFCAG00000045253
panthera_pardus ENSPPRG00000005356
echinops_telfairi ENSETEG00000017123
bos_mutus ENSBMUG00000002474
ovis_aries ENSOARG00000016350
erinaceus_europaeus ENSEEUG00000010824
phascolarctos_cinereus ENSPCIG00000014952
notamacropus_eugenii ENSMEUG00000006510
sarcophilus_harrisii ENSSHAG00000002081
ornithorhynchus_anatinus ENSOANG00000004701
