caenorhabditis_elegans_strain_n2 WBGene00016244
drosophila_melanogaster FBgn0050423
poecilia_reticulata ENSPREG00000006298
amphilophus_citrinellus ENSACIG00000000558
paramormyrops_kingsleyae ENSPKIG00000015646
scleropages_formosus ENSSFOG00015004036
scleropages_formosus ENSSFOG00015002116
seriola_dumerili ENSSDUG00000007411
seriola_lalandi_dorsalis ENSSLDG00000021798
amphiprion_percula ENSAPEG00000001486
kryptolebias_marmoratus ENSKMAG00000012369
cyprinodon_variegatus ENSCVAG00000001525
fundulus_heteroclitus ENSFHEG00000017579
xiphophorus_maculatus ENSXMAG00000026585
xiphophorus_couchianus ENSXCOG00000015526
poecilia_formosa ENSPFOG00000003438
poecilia_formosa ENSPFOG00000003387
poecilia_mexicana ENSPMEG00000020031
poecilia_latipinna ENSPLAG00000020161
gambusia_affinis ENSGAFG00000017759
maylandia_zebra ENSMZEG00005003296
astatotilapia_calliptera ENSACLG00000014585
haplochromis_burtoni ENSHBUG00000020651
pundamilia_nyererei ENSPNYG00000001871
neolamprologus_brichardi ENSNBRG00000014474
oreochromis_niloticus ENSONIG00000001442
acanthochromis_polyacanthus ENSAPOG00000019461
amphiprion_ocellaris ENSAOCG00000011288
stegastes_partitus ENSSPAG00000011536
scophthalmus_maximus ENSSMAG00000007699
labrus_bergylta ENSLBEG00000013113
anabas_testudineus ENSATEG00000006740
gasterosteus_aculeatus ENSGACG00000016745
mola_mola ENSMMOG00000002632
cynoglossus_semilaevis ENSCSEG00000003651
mastacembelus_armatus ENSMAMG00000015041
monopterus_albus ENSMALG00000003874
periophthalmus_magnuspinnatus ENSPMGG00000016080
hippocampus_comes ENSHCOG00000013779
takifugu_rubripes ENSTRUG00000022963
tetraodon_nigroviridis ENSTNIG00000013072
oryzias_latipes ENSORLG00020000210
oryzias_latipes_asm223469v1 ENSORLG00015018286
oryzias_latipes ENSORLG00000027722
oryzias_melastigma ENSOMEG00000022048
gadus_morhua ENSGMOG00000005981
esox_lucius ENSELUG00000022385
pygocentrus_nattereri ENSPNAG00000013135
astyanax_mexicanus ENSAMXG00000031952
ictalurus_punctatus ENSIPUG00000000303
danio_rerio ENSDARG00000104871
paramormyrops_kingsleyae ENSPKIG00000018313
nothoprocta_perdicaria ENSNPEG00000016206
pogona_vitticeps ENSPVIG00000014858
notechis_scutatus ENSNSUG00000007791
